,Overall Avg,GT Answers,Question,Avg Score: original,Prediction: original,Avg Score: 2010-01-01 00:00:00,Predicted: 2010-01-01 00:00:00,Avg Score: 2014-01-01 00:00:00,Predicted: 2014-01-01 00:00:00,Avg Score: 2018-01-01 00:00:00,Predicted: 2018-01-01 00:00:00,Avg Score: 2021-05-02 14:34:03.614988,Predicted: 2021-05-02 14:34:03.614988
6662,0.25,1997 -- ,when did 21 cfr part 11 become effective,0.0,establishes the United States Food and Drug Administration ( FDA ) regulations on electronic records and electronic signatures,0.0,deals with the Food and Drug Administration (FDA) guidelines on electronic records and electronic signatures,1.0,21 CFR Part 11 of the Code of Federal Regulations deals with the United States Food and Drug Administration (FDA) guidelines on electronic records and electronic signatures,0.0,establishes the United States Food and Drug Administration (FDA) regulations on electronic records and electronic signatures,0.0,establishes the United States Food and Drug Administration (FDA) regulations on electronic records and electronic signatures
1042,0.0,Pakistan -- ,runner up of icc t20 cricket tournament 2007,56.0,"finalists of the 2007 WCL Division One tournament : Kenya and Scotland . India won the tournament , beating Pakistan in the final",0.0,.,0.0,.,0.0,.,0.0,.
6610,0.0,2000 -- ,when did cell phones with cameras come out,0.0,1997,0.0,1997,0.0,1997,0.0,1997,0.0,in the upper left corner
6442,0.0,68 ( SD ) -- ,what is the channel number for cartoon network on spectrum,0.0,11,0.0,15,0.0,19,0.0,19,0.0,233
6185,0.0,2002 -- ,when did wesley leave last of the summer wine,25.0,1982,0.0,1984,0.0,.,0.0,.,0.0,.
7965,0.0,Danielle Brooks -- ,who plays taystee on orange is the new black,0.0,.,0.0,No Edit,0.0,No Edit,0.0,.,0.0,.
8231,0.0,Did not qualify -- ,when does ghana play in world cup 2018,0.0,2018,0.0,2006,0.0,2018,0.0,2018,0.0,2018
1386,0.0,eight -- ,how many wimbledon titles does roger federer have,0.0,20,0.0,15,0.0,17,0.0,19,0.0,20
7967,0.0,1494 -- ,when was the first recorded hurricane report made,75.0,1492,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
1527,0.0,Ohio State -- ,who did michigan state lose to in 2017,40.5,2017 Michigan State Spartans football team represented Michigan State University in the 2017 NCAA Division I FBS football season,0.0,No Edit,0.0,No Edit,0.0,2017,0.0,2017
9805,0.0,1999 -- ,when was the last time collingwood won the wooden spoon,50.0,1907,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
2152,0.0,7 -- ,game of thrones season 7 have how many episodes,0.0,seven,0.0,No Edit,0.0,No Edit,0.0,seven,0.0,seven episodes
8218,0.0,7 -- ,how many games in the major league baseball playoff series,0.0,postseason began on October 3,0.0,No Edit,0.0,No Edit,0.0,postseason began on October 3.,0.0,postseason began on October 3.
9992,0.0,Mark - Paul Harry Gosselaar -- ,who plays zach on saved by the bell,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
2433,0.0,İstanbul -- ,what is the name of the turkish city formerly known as constantinople,24.0,al - kubra,0.0,قسطنطينيه,0.0,قسطنطینیه,0.0,"قسطنطینية‎,",0.0,"قسطنطينيه‎‎,"
2434,0.0,1996 -- ,when did the movie sling blade come out,100.0,1996,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
3001,0.0,28 -- ,where is the eiffel tower rank in tallest buildings,0.0,"tallest tower , and second - tallest free - standing structure in the world",0.0,List,0.0,second tallest structure in the world,0.0,"tallest tower, and second tallest free standing structure in the world",0.0,"tallest tower, and second-tallest free-standing structure in the world"
6581,0.0,Ben Barnes -- ,who played sam adams in sons of liberty,0.0,2015,0.0,No Edit,0.0,No Edit,0.0,2015,0.0,2015
6388,0.0,3 -- ,what category was hurricane katrina in new orleans,0.0,third major hurricane,0.0,moderate Category 1,0.0,"moderate Category 1 hurricane, causing some deaths and flooding there before strengthening rapidly in the Gulf of Mexico. The hurricane strengthened to a Category 5",0.0,"Category 5 storm,",0.0,large Category 5
727,0.0,325 -- ,what episode does ichigo get his powers back the first time,0.0,fading,0.0,No Edit,0.0,fading,0.0,fading,0.0,fading
5380,0.0,Australia -- ,who won the first under 19 world cup,31.0,national under - 19 teams,0.0,.,0.0,.,0.0,.,0.0,.
9819,0.0,233 -- ,how many rooms does the algonquin hotel have,0.0,80 guest rooms,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
6351,0.0,Susan Marie Olsen -- ,who played the youngest daughter on the brady bunch,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
6419,0.0,Guwahati -- ,the most populous district in assam according to 2011 census,31.0,Assam,0.0,No Edit,0.0,No Edit,0.0,2011,0.0,2011
2838,0.0,`` Ride or Die '' -- ,when does mickey come back in season 7,0.0,2016,0.0,No Edit,0.0,No Edit,0.0,2016,0.0,2016
9964,0.0,Glenn Franklin Howerton III -- ,who plays dennis on it's always sunny in philadelphia,84.0,Glenn Howerton - wikipedia Glenn Franklin Howerton III,0.0,.,0.0,.,0.0,.,0.0,.
4732,0.0,26 -- ,how many episodes in adventure time season 7,0.0,39,0.0,No Edit,0.0,No Edit,0.0,39,0.0,eight
8042,0.0,15 -- ,how many players on a nba basketball team,0.0,30,0.0,Redirect,0.0,30,0.0,30,0.0,30
6355,0.0,8 -- ,how many episodes of beneath the surface are there,0.0,eight,0.0,No Edit,0.0,No Edit,0.0,eight,0.0,eight
6287,0.0,1985 -- ,when did the st pete grand prix start,25.0,2009,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
3006,0.0,Rococo - era France -- ,when does beauty and the beast take place 2017,0.0,1991,0.0,No Edit,0.0,No Edit,0.0,1991,0.0,1991
5355,0.0,7 -- ,game of thrones season 7 number of episodes imdb,67.0,67,0.0,No Edit,0.0,30,0.0,seven episodes,0.0,between 50 and 82 minutes in length
7451,0.0,2015 -- ,when was the last time the redskins been to the playoffs,25.0,1976,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
70,0.0,4 -- ,number of red card in world cup 2018,3.0,"2018 FIFA World Cup , which took place in Russia from 14 June to 15 July 2018",0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
731,0.0,Windows XP -- ,which is older windows xp or windows 7,0.0,1985,0.0,1985,0.0,1985,0.0,1985,0.0,1985
8793,0.0,69 -- ,what's michael jordan's most points in a game,0.0,11,0.0,35,0.0,11,0.0,11,0.0,11
8150,0.0,Christmas Eve -- ,when was the turn of the screw set,0.0,1898,0.0,1898,0.0,1898,0.0,1898,0.0,1898
8136,0.0,18 -- ,how many episodes of this is us in season two,0.0,36 additional episodes,0.0,No Edit,0.0,No Edit,0.0,36 additional episodes,0.0,36 additional episodes
2905,0.0,44 -- ,how many presidents of the us have there been,56.0,44 men have served as president,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
9983,0.0,. 50 -- ,what is the cost of a first-class stamp in the united states,0.0,49 cents,0.0,nominal cost of a first-class stamp,0.0,46 cents,0.0,46 cents,0.0,the price of a first class stamp has been steady.
5360,0.0,24.63 -- ,vote percentage of bjp in 2009 lok sabha election,22.0,59.7 %,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
9783,0.0,rhyming couplets in which long trochaic lines are paired with short lines of three syllables -- ,what type of poem is love among the ruins,27.0,a comparison between love and material glory,0.0,.,0.0,.,0.0,.,0.0,.
4622,0.0,Hunter Tylo -- ,who plays taylor on the bold and beautiful,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
2803,0.0,Norway -- ,which country tops the annual global democracy index compiled by the economist intelligence unit,0.0,2017,0.0,2008,0.0,2006,0.0,2012,0.0,2020
2113,0.0,Bailee Madison -- ,who played the little girl in wizards of waverly place,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
2094,0.0,1997 -- ,when did the vw beetle body style change,75.0,1996,0.0,2006 model,0.0,2006 model,0.0,2006,0.0,2006
9935,0.0,50 -- ,how many fleet of war ships brought by achilles in the shore near troy,0.0,"1,186 ships",0.0,1186,0.0,"1,186 ships",0.0,"1,186 ships",0.0,"1,186 ships"
715,0.0,Thomas Payne -- ,who is the actor that plays jesus on walking dead,86.0,Tom Payne,0.0,.,0.0,.,0.0,.,0.0,.
9885,0.0,Elizabeth Mitchell -- ,who plays the snow queen in once upon a time,22.0,wikipedia,0.0,No Edit,0.0,No Edit,0.0,2014,0.0,2014
4616,0.0,10 -- ,how many episodes are in season six of longmire,0.0,63,0.0,No Edit,0.0,23,0.0,63,0.0,63
1493,0.0,9 -- ,how many seasons are there in one tree hill,0.0,four,0.0,four,0.0,four,0.0,four,0.0,four
4760,0.0,a tribute to Buddy Holly and the Crickets -- ,where does the name the beatles come from,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
6196,0.0,1999 -- ,when was i can only imagine first sang,0.0,began writing the words `` I can only imagine '' on items when he was thinking about his father,0.0,when he was thinking about his father,0.0,when he was thinking about his father,0.0,when he was thinking about his father,0.0,at night on the band's bus
6629,0.0,Too Young -- ,what episode of adventure time is lemongrab in,14.0,fifth,0.0,No Edit,0.0,No Edit,0.0,.,0.0,.
9777,0.0,1994 -- ,when did pakistan won the last hockey world cup,50.0,1978,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
6492,0.0,Downcutting -- ,the lowest point a stream will erode is known as,0.0,base level,0.0,base level,0.0,base level,0.0,base level,0.0,base level
2192,0.0,Alfred Thomas `` Freddie '' Highmore -- ,who is the child actor in august rush,19.0,Women Talking Dirty ( 1999 ),0.0,.,0.0,.,0.0,.,0.0,.
7417,0.0,May 23 -- ,when do they pick the winner of the voice 2017,4.0,"television viewers voting by telephone , Internet , SMS text , and iTunes Store purchases of the audio - recorded artists ' vocal performances",0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
7406,0.0,Vishwanathan -- ,rekka katti parakuthu manasu serial tamil father name,0.0,றெக்கை கட்டி பறக்குது மனசு,0.0,No Edit,0.0,No Edit,0.0,றெக்கை கட்டி பறக்குது மனசு),0.0,றெக்கை கட்டி பறக்குது மனசு)
2170,0.0,TBA -- ,when does the new dragonball super come out,0.0,2015,0.0,No Edit,0.0,No Edit,0.0,2015,0.0,2015
497,0.0,5 -- ,how many seasons of teenage mutant ninja turtles nickelodeon,0.0,two,0.0,No Edit,0.0,.,0.0,two,0.0,two
486,0.0,2014 -- ,when was the last time the east all stars won,25.0,1962,0.0,No Edit,0.0,No Edit,0.0,Redirect,0.0,Redirect
2207,0.0,When the Sun Goes Down -- ,kenny chesney when the sun goes down album,0.0,2004,0.0,.,0.0,.,0.0,.,0.0,.
2851,0.0,12 -- ,how many episodes of attack on titan season 2,8.0,"second season aired from April 1 to June 17 , 2017",0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,75
8112,0.0,070 Shake -- Kid Cudi -- ,who sings with kanye west on ghost town,75.0,070,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,.
6513,0.0,President Franklin D. Roosevelt -- ,who was the president of the united states when pearl harbor was attacked,0.0,1941,0.0,1941,0.0,1941,0.0,1941,0.0,1941
9764,0.0,Seadew -- ,what does the name myra mean in hebrew,0.0,myrrh,0.0,myrrh,0.0,myrrh,0.0,myrrh,0.0,myrrh
72,0.0,Franklin D. Roosevelt -- ,who was president of the united states in 1938,0.0,1938,0.0,1938,0.0,1938,0.0,1938,0.0,1938
8816,0.0,Meredith Monroe -- ,who plays lemon's mom in hart of dixie,43.0,estranged mother who left the family,0.0,No Edit,0.0,.,0.0,.,0.0,.
3955,0.0,350 -- ,how many aircraft carriers did america have in ww2,0.0,twenty - seven,0.0,No Edit,0.0,28,0.0,twenty-seven,0.0,twenty-seven
8154,0.0,Howard Leslie Shore -- ,who composed the lord of the rings music,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
5348,0.0,2006 -- ,when did the first hpv vaccine come out,100.0,2006,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
2201,0.0,"October 25 , 2018 -- ",when does the new show legacies come out,0.0,.,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,.
2709,0.0,3 -- ,how many times has the raiders won the superbowl,0.0,15,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
4494,0.0,90 % -- ,what percentage of north korea's foreign trade is with china,0.0,largest trading partner,0.0,18%,0.0,18%,0.0,China is North Korea's largest trading partner.,0.0,China is North Korea's largest trading partner.
3064,0.0,Desreta Jackson -- ,actress who played young celie in color purple,0.0,.,0.0,No Edit,0.0,.,0.0,.,0.0,.
1850,0.0,fourth series will not be commissioned -- ,when is season 4 of pramface coming out,0.0,2014,0.0,No Edit,0.0,2013,0.0,2014,0.0,2014
9271,0.0,"You , Me and the Apocalypse -- ",british show about the end of the world,42.5,"end of the world , on TV",0.0,No Edit,0.0,No Edit,0.0,.,0.0,.
8506,0.0,5 -- ,how many seasons are there of chrisley knows best,0.0,fifth,0.0,No Edit,0.0,No Edit,0.0,96,0.0,two
2604,0.0,Carrie Fisher -- ,who does the voice of angela on family guy,17.0,Mila Kunis,0.0,.,0.0,.,0.0,.,0.0,.
2487,0.0,34 -- ,greatest number of tour de france stage wins,0.0,17,0.0,No Edit,0.0,25,0.0,17,0.0,four
5154,0.0,2 -- ,how many fifa world cups does france have,0.0,15,0.0,No Edit,0.0,13,0.0,14,0.0,15
3530,0.0,1968 -- ,when did ice dancing debut in the olympics,75.0,1976,0.0,Redirect,0.0,Redirect,0.0,Redirect,0.0,Redirect
4225,0.0,Richard Earl Thomas -- ,who played john boy walton after the war,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
7098,0.0,Jodi Marie Marzorati Benson -- ,who is the voice of the little mermaid,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
4223,0.0,214 -- 469 -- ,what is the area code for dallas tx,100.0,214,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
318,0.0,acrobat -- ,what do you call a person who does acrobatics,0.0,silks,0.0,silk,0.0,silk,0.0,silks,0.0,silks
7103,0.0,formed in 2001 -- ,how long have fall out boy been together,35.0,four hours at a time,0.0,.,0.0,.,0.0,.,0.0,.
5706,0.0,Joshua Aaron Charles -- ,actor who plays will gardner on the good wife,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
5700,0.0,Earle Hyman -- ,who was the voice of panthro in thundercats,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
4222,0.0,112 -- ,how many days in bigg boss 2 house telugu,77.5,112 days,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
5162,0.0,slur -- ,curved line connecting 2 more notes different pitches,0.0,tie,0.0,tie,0.0,tie,0.0,tie,0.0,tie
7525,0.0,56 -- ,how many regional rural bank in india 2018,0.0,five,0.0,five,0.0,five,0.0,five,0.0,four
2329,0.0,"Hungaroring , a Formula One racing circuit in Mogyoród -- Hungary -- ",where did they film a good day to die hard,28.5,A Good Day to Die Hard - wikipedia A Good Day to Die Hard,0.0,No Edit,0.0,.,0.0,.,0.0,.
7131,0.0,48 -- ,how many teams start off in world cup,0.0,31 of the 32 teams,0.0,No Edit,0.0,31,0.0,31 of the 32 teams,0.0,31 of the 32 teams
7132,0.0,Airband -- ,the channel spacing currently used in europe for aircraft vhf voice communication is,0.0,8.33,0.0,25 kHz.,0.0,(8.33 kHz,0.0,(8.33 kHz,0.0,(8.33 kHz
7635,0.0,1963 -- ,when was prayer taken out of the schools,0.0,public schools are banned from conducting religious observances such as prayer,0.0,courts have allowed student prayers from the podium at graduation exercises,0.0,public schools are banned from conducting religious observances such as prayer,0.0,disallowed schools from including prayer as a compulsory activity required of every student,0.0,"there are Christian prayer groups popping out in several schools, such as Anglo-Chinese School (Barker Road)"
2569,0.0,72 -- 41 -- ,what is the highest score in the nfl,20.0,49ers,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
2333,0.0,2022 -- ,when do we vote for governor in oklahoma,40.0,"6 , 2018",0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
9188,0.0,Bill Mueller -- ,who was the last red sox player to win a batting title,0.0,1996,0.0,1996,0.0,1996,0.0,1996,0.0,1996
9187,0.0,Thad Luckinbill -- ,who is jd on young and the restless,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
8552,0.0,"March 6 , 2018 -- ",when does the next one punch man manga come out,38.0,2015,0.0,No Edit,0.0,No Edit,0.0,.,0.0,.
570,0.0,1998 -- ,when did the first push to start car come out,0.0,the vehicle is automatically unlocked when a button or sensor on the door handle or trunk release is pressed,0.0,pressing down on the brake pedal and then either pressing a starter button or twisting an ignition switch,0.0,the vehicle is automatically unlocked when a button or sensor on the door handle or trunk release is pressed,0.0,the vehicle is automatically unlocked when a button or sensor on the door handle or trunk release is pressed,0.0,the vehicle is automatically unlocked when a button or sensor on the door handle or trunk release is pressed
7057,0.0,1914 -- ,when did the tana bhagat movement take place,0.0,before Gandhi 's satyagraha movement,0.0,No Edit,0.0,No Edit,0.0,before Gandhi's satyagraha movement.,0.0,before Gandhi's satyagraha movement.
7056,0.0,Stuart Peter Townsend -- ,who plays pastry chef on will and grace,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
5763,0.0,Zac Barnett -- ,this is gonna be the best day of my life singer,21.0,showing each other the best days of their lives .,0.0,No Edit,0.0,No Edit,0.0,.,0.0,.
4298,0.0,1995 -- ,when was the black eyed peas band founded,100.0,1995,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
2285,0.0,Dottie Rambo -- ,who wrote the song we shall behold him,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
8457,0.0,4 -- ,how many episodes are there in safe house 2,0.0,four episodes,0.0,No Edit,0.0,No Edit,0.0,four episodes,0.0,four episodes
1226,0.0,Pete Carroll -- ,coaches who have won college and nfl championships,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
6985,0.0,Berlin -- ,where is the netflix show the dark filmed,18.0,cave system beneath the local nuclear power plant,0.0,No Edit,0.0,No Edit,0.0,.,0.0,.
9359,0.0,Bob Griese -- ,who was the dolphins qb when they went undefeated,0.0,1972,0.0,1972,0.0,1972,0.0,1972,0.0,1972
6987,0.0,Marc Alaimo -- ,who played gul dukat in deep space nine,84.5,Marc Alaimo - wikipedia,0.0,.,0.0,.,0.0,.,0.0,.
6989,0.0,General Principle -- ,who won the irish grand national this year,0.0,1906,0.0,2005,0.0,1906,0.0,1906,0.0,1906
2642,0.0,47 -- ,what channel is fox in greenville north carolina,0.0,PSIP virtual channel,0.0,virtual channel. RF refers to the station's physical RF channel.,0.0,virtual channel. RF refers to the station's physical RF channel.,0.0,PSIP virtual channel. RF refers to the station's physical RF,0.0,virtual channel. RF refers to the station's physical RF channel.
3833,0.0,50 -- ,how many stars are on the american flag today,0.0,thirteen,0.0,fifty,0.0,fifty,0.0,thirteen,0.0,27th
2290,0.0,The Recombination Hypothesis -- ,when do penny and leonard first get together,0.0,2012,0.0,No Edit,0.0,2012,0.0,2012,0.0,2012
2641,0.0,Mark - Paul Harry Gosselaar -- ,who is zack from saved by the bell,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
1712,0.0,Kamal Haasan -- ,who is giving bigg boss voice in tamil,25.0,Bigg Boss Tamil - Wikipedia Bigg Boss Tamil,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
7706,0.0,7 -- ,how many episodes is on season 7 of game of thrones,0.0,seven,0.0,No Edit,0.0,No Edit,0.0,seven,0.0,seven episodes
1722,0.0,George Coe -- ,who does the voice of woodhouse in archer,12.0,"video games , movies and TV shows . He was a cast member for the first season of Saturday Night Live and voiced Woodhouse in Archer",0.0,.,0.0,.,0.0,.,0.0,.
598,0.0,134 -- ,most goals in all competitions in premier league,0.0,These tables list the clubs that have won elite honours an English record number of times .,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
7700,0.0,1971 -- ,when was the first hockey world cup held,100.0,1971,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
8475,0.0,Bailee Madison -- ,actress in the movie just go with it,41.0,Bridge to Terabithia,0.0,.,0.0,.,0.0,.,0.0,.
2297,0.0,80 -- ,how many seats does rjd has in bihar,0.0,152,0.0,152,0.0,331,0.0,152 members,0.0,127
3444,0.0,Ono -- ,what's the bird's name on lion guard,0.0,egret,0.0,No Edit,0.0,No Edit,0.0,egret,0.0,egret
5795,0.0,12 -- ,how many books are there in the diary of a wimpy kid series,8.0,over 194 million books,0.0,No Edit,0.0,Redirect,0.0,Redirect,0.0,Redirect
8706,0.0,Cartosat - 2 series satellite -- ,the record highest number of satellites launched by isro in a single flight is,0.0,104,0.0,No Edit,0.0,No Edit,0.0,104,0.0,104
7696,0.0,6 -- ,how many members represent j&k in lok sabha,0.0,552,0.0,552,0.0,552,0.0,552,0.0,550
3449,0.0,181 -- ,who leads the nba in career triple doubles,60.5,181 career triple - doubles,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
7036,0.0,1923 -- ,when were galaxies discovered to be large separate structures in the universe,0.0,wikipedia,0.0,"Timeline of galaxies, clusters of galaxies, and large-scale structure of the cosmos",0.0,"Timeline of galaxies, clusters of galaxies, and large-scale structure of the cosmos",0.0,"Timeline of galaxies, clusters of galaxies, and large-scale structure of the universe",0.0,"Timeline of galaxies, clusters of galaxies, and large-scale structure of the universe"
7513,0.0,2019 -- ,when is the movie the irishman coming out,100.0,2019,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
8502,0.0,Barry Bonds -- ,who has the major league home run record,64.0,Barry Bonds holds the Major League Baseball home run record with 762,0.0,762,0.0,762,0.0,762,0.0,762
4207,0.0,1992 -- ,when did barcelona win their first champions league,100.0,1992,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
9172,0.0,65 -- ,in which episode does goku arrive on namek,50.0,67,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
334,0.0,2008 -- ,when was the last time a detroit sports team won a championship,0.0,football,0.0,The following are other Michigan,0.0,1966,0.0,football,0.0,football
5511,0.0,12 -- ,how many episodes in ad the bible continues,0.0,the first ten chapters,0.0,No Edit,0.0,No Edit,0.0,the first ten chapters,0.0,the first ten chapters
9050,0.0,Victorian era -- ,when did it become common for photographs to be collected in major fine art museums,0.0,1987,0.0,1987,0.0,1987,0.0,1987,0.0,1987
382,0.0,1988 -- ,when was when you say nothing at all written,0.0,"we tried to find another way to say nothing , we came up with the song",0.0,at the end of an otherwise unproductive day,0.0,don't know what's goin' on,0.0,at the end of an otherwise unproductive day,0.0,"we tried to find another way to say nothing, we came up with the song"
3694,0.0,12 -- ,how many goals did willian scored last season,0.0,eight,0.0,two,0.0,8,0.0,twice,0.0,twice
387,0.0,David Wenham -- ,who played faramir in the lord of the rings,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
4676,0.0,Hayden Szeto -- ,who plays erwin in the edge of seventeen,0.0,17,0.0,No Edit,0.0,No Edit,0.0,17,0.0,.
5229,0.0,10 -- ,what is the newest season of doctor who,0.0,thirty - sixth season overall,0.0,No Edit,0.0,No Edit,0.0,thirty-sixth season overall,0.0,thirty-sixth season overall
5503,0.0,K2 -- ,what was the tallest mountain in the world before mount everest was discovered,0.0,unclear,0.0,"mountains that have been presumed, at one time, to be the highest mountain in the world",0.0,"mountains that have been presumed, at one time, to be the highest mountain in the world. How general the following presumptions were is unclear.",0.0,"mountains that have been presumed, at one time, to be the highest mountain in the world. How general were the following presumptions is unclear.",0.0,"mountains that have been presumed, at one time, to be the highest mountain in the world. How general the following presumptions were is unclear."
2519,0.0,4 -- ,how many super bowls did new york giants win,0.0,8,0.0,seven,0.0,eight,0.0,eight,0.0,eight
4106,0.0,Matthew Lyn Lillard -- ,who plays shaggy in the scooby doo movie,89.5,wikipedia Matthew Lyn Lillard,0.0,.,0.0,.,0.0,.,0.0,.
7264,0.0,9 -- ,how many episodes in quantum leap season 1,0.0,eight episodes,0.0,No Edit,0.0,eight,0.0,eight,0.0,eight
4144,0.0,10 -- ,how many episodes in kyle xy season 1,0.0,43,0.0,ten,0.0,43,0.0,43,0.0,43
400,0.0,1864 -- ,when was journey to the center of the earth made,0.0,"they discover that behind the rockfall was a seemingly bottomless pit , not a passage to the center of the earth",0.0,the passage to the centre of the Earth is through the one crater that is touched by the shadow of a nearby mountain peak at noon.,0.0,last days of June.,0.0,"they discover that behind the rockfall was a seemingly bottomless pit, not a passage to the center of the earth",0.0,just before the end of June.
3738,0.0,23 -- ,where did we come in the 1990 world cup,0.0,"116 teams entered the 1990 World Cup , including Italy as host nation and Argentina as reigning World Cup champions , who were both granted automatic qualification",0.0,top two teams and four best third place finishers from the six groups advanced to the knockout stage,0.0,all six populated continents,0.0,116 national football associations entered,0.0,"116 teams entered the 1990 World Cup, including Italy as host nation and Argentina as reigning World Cup champions, who were both granted automatic qualification."
7222,0.0,1973 -- ,who did dolly parton wrote i will always love you for,0.0,her one - time partner and mentor Porter Wagoner,0.0,"her one-time partner and mentor Porter Wagoner,",0.0,"her one-time partner and mentor Porter Wagoner,",0.0,"her one-time partner and mentor Porter Wagoner,",0.0,"her one-time partner and mentor Porter Wagoner,"
8644,0.0,a dream - demon who attacks his victims from within their dreams -- ,who is freddy in nightmare on elm street,99.0,dream - demon who attacks his victims from within their dreams,0.0,.,0.0,.,0.0,.,0.0,.
5540,0.0,1879 -- ,when was the book of mormon divided into chapters and verses,0.0,modern editions,0.0,modern editions,0.0,modern editions,0.0,modern editions,0.0,modern editions
403,0.0,Curse of the Blood Rubies -- ,what is the first dragon ball z movie,0.0,1986,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,.
3756,0.0,Carrie Frances Fisher -- ,who was the actress that played princess leia,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
5240,0.0,7 -- ,how many seasons are there for american horror story,0.0,two seasons a year,0.0,No Edit,0.0,.,0.0,two seasons a year,0.0,ten
534,0.0,I.T Group -- ,who is the owner of the brand bape,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
2371,0.0,2011 -- ,who was the last australian to win a grand slam,0.0,tennis champions by country,0.0,tennis,0.0,tennis champions by country (career wins listed in parentheses.) Note: only first title is mentioned.,0.0,tennis champions by country (career wins listed in parentheses.) Note: only first title of each player is mentioned.,0.0,Each player's first grand slam tournament win is shown in bold.
7275,0.0,1799 -- ,when was slavery outlawed in new york state,0.0,"When Vermont asserted its independence from both New York and New Hampshire , it abolished slavery within its territory",0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,Redirect
5530,0.0,Sofia Vladimirovna Vassilieva -- ,actress who plays kate in my sister's keeper,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
5524,0.0,1729 -- ,when did north carolina split from south carolina,0.0,"north , Tennessee to the west , and Georgia to the southwest",0.0,Redirect,0.0,Redirect,0.0,Redirect,0.0,Redirect
7282,0.0,Graeme Malcolm -- ,who is the man with the apple in the blacklist,0.0,.,0.0,No Edit,0.0,No Edit,0.0,.,0.0,.
8973,0.0,2010 -- ,when was the last year pontiac was made,25.0,1958,0.0,The,0.0,Pontiac,0.0,Pontiac,0.0,Pontiac
5592,0.0,Dog -- ,what year in the chinese zodiac is it,0.0,12 - year cycle,0.0,12,0.0,12-year cycle,0.0,2017,0.0,12-year cycle
4169,0.0,5 -- ,how many doors does a toyota chr have,0.0,14,0.0,No Edit,0.0,No Edit,0.0,"14 December 2016,[1]",0.0,4
1841,0.0,Leviticus -- ,where is an eye for an eye found in the bible,24.0,predates the Hebrew bible,0.0,21:23–25,0.0,5:38–39,0.0,2:178,0.0,2:178
525,0.0,Hayden Christensen -- ,who played anakin in revenge of the sith,0.0,.,0.0,.,0.0,.,0.0,.,0.0,.
3581,0.0,The fifth season -- ,new season of how to get away with,30.0,blackmail ploy to force the client to sign,0.0,No Edit,0.0,No Edit,0.0,No Edit,0.0,.
