,Overall Avg,GT Answers,Question,Avg Score: original,Prediction: original,Avg Score: 2010-01-01 00:00:00,Predicted: 2010-01-01 00:00:00,Avg Score: 2014-01-01 00:00:00,Predicted: 2014-01-01 00:00:00,Avg Score: 2018-01-01 00:00:00,Predicted: 2018-01-01 00:00:00,Avg Score: 2021-05-04 05:37:52.352568,Predicted: 2021-05-04 05:37:52.352568
8380,17.25,Forte -- ,the italian term for a loud volume level is,17.0,Italian,18.0,musical terms are in Italian.,17.0,Italian.,17.0,"Italian,",17.0,"Italian,"
3118,17.25,Charles Darwin -- ,who came up with the idea of survival of the fittest,26.0,anarchist,12.0,polymath philosopher,8.0,polymath philosopher Herbert Spencer,23.0,"the Origin of Species,",26.0,anarchist
1906,17.25,Shakespeare -- ,who said a pair of star crossed lovers,15.0,a pair of lovers whose relationship is often thwarted by outside forces,24.0,relationship is said to be doomed from the start,15.0,a pair of lovers whose relationship is often thwarted by outside forces,15.0,a pair of lovers whose relationship is often thwarted by outside forces,15.0,a pair of lovers whose relationship is often thwarted by outside forces
5209,17.25,Alexa Bliss -- ,who won womens money in the bank 2018,100.0,Alexa Bliss,0.0,No Edit,0.0,No Edit,21.0,Redirect,13.5,female wrestlers competed for a Raw Women's Championship or SmackDown Women's Championship match contract.
4582,17.25,primarily free fatty acids from body fat stores -- ,where does body get energy from when fasting,17.0,triglycerides,18.0,Redirect,17.0,triglycerides,17.0,triglycerides,17.0,triglycerides
8589,17.25,E.J. -- ,who is sammy married to on days of our lives,0.0,.,56.0,annulls her marriage with Lucas and marries E.J.,13.0,"Marlena was ""married"" to Roman.",0.0,.,0.0,.
4056,17.25,June 1 -- ,when does hurricane season begin in the united states,17.5,"1938 , the Atlantic hurricane season started as early as January 3",14.0,Redirect,20.0,1935,17.5,"1938, the Atlantic hurricane season started as early as January 3.",17.5,"1938, the Atlantic hurricane season started as early as January 3."
5146,17.125,Brazil -- ,who has the most water in the world,29.0,number 1,16.0,countries by total renewable water resources,16.0,countries by total renewable water resources,13.5,"saline water in oceans, seas and saline groundwater make up about 97% of it.",23.0,frozen in ice sheets
7717,17.125,Roger Moore -- ,who played james bond in live and let die,12.0,Live and Let Die ( film ) - wikipedia Live and Let Die,0.0,007,0.0,007,0.0,007,68.5,Roger Moore as the fictional MI6 agent James Bond.
7174,17.125,Middle Island -- ,where is the southern most part of canada,0.0,.,68.5,"Middle Island is the southernmost point of land in Canada,",0.0,.,0.0,.,0.0,.
7998,17.125,"Jin Yuzhang , -- ",who is the current heir to the chinese throne,20.0,eldest son is Prince Hengzhen,17.5,the current potential pretender to the Chinese throne is Prince Hengzhen (born 1944),20.0,"eldest son is Prince Hengzhen,",20.0,"eldest son is Prince Hengzhen,",11.0,Redirect
511,17.125,Eight -- ,how many teams go to stanley cup playoffs,29.0,six to 12,46.0,Redirect,0.0,.,13.0,twelve of which qualified for the playoffs,9.5,teams from each of the two conferences qualify for the playoffs based on regular season points totals
5693,17.125,Brooklyn -- ,what part of new york is coney island,16.0,coney being the corresponding English word,35.0,boardwalk,3.0,"""coney"" was popular in English at the time as an alternative for rabbit;",12.5,"""coney"" being the English version of the word rabbit.[16][17]",18.0,seaside resort
6095,17.125,Rebecca Sara `` Becki '' Newton -- ,who plays quinn on how i met your mother,22.0,Amanda Tanen on Ugly Betty and Quinn Garvey on How I Met Your Mother,0.0,.,24.5,Amanda Tanen on the television series Ugly Betty and Quinn on How I Met Your Mother.,22.0,Amanda Tanen on Ugly Betty and Quinn Garvey on How I Met Your Mother.,22.0,Amanda Tanen on Ugly Betty and Quinn Garvey on How I Met Your Mother.
2851,17.0,Clayton Kershaw -- ,who is the highest paid mlb player in 2017,13.0,highest - paid player in Major League Baseball ( MLB ) from the 2013 season is Los Angeles Angels ' centerfielder,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
149,17.0,Jack Sanders -- ,who plays aerobic al in horrid henry the movie,5.0,Horrid Henry : the Movie - wikipedia,0.0,No Edit,12.0,"children's comedy film based on the fictional character Horrid Henry, directed by Nick Moore.",18.0,Horrid Henry: The Movie,21.0,Recalling Miss Battle-Axe's
8069,17.0,Mr. Suresh Prabhu -- ,who presented in parliment last seperate rail budget of india,100.0,Mr. Suresh Prabhu,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
308,17.0,Ronny Cox -- ,who is the actor who plays deacons dad on nashville,35.0,Connie Britton,0.0,No Edit,0.0,No Edit,20.0,Lamar Wyatt,14.0,Lamar
7411,17.0,Michael Phelps -- ,who has won the most gold medals at one olympics,13.0,List of multiple Olympic medalists at a single,0.0,No Edit,17.0,most Olympic medals won at a single Olympic Games.,17.0,most Olympic medals won at a single Olympic Games.,17.0,most Olympic medals won at a single Olympic Games.
9941,17.0,Kumiko Watanabe -- ,who voices regina in glitter force doki doki,25.0,wikipedia,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
8129,17.0,C. Thomas Howell -- ,who plays nicky's father on animal kingdom,37.0,Jacki Weaver,0.0,No Edit,0.0,No Edit,19.0,"Ellen Barkin portrays the leading role of Janine ""Smurf"" Cody, played by Jacki Weaver",15.0,"Ellen Barkin portrayed the leading role of Janine ""Smurf"" Cody in the first four seasons, played by Jacki Weaver"
9510,17.0,Amybeth McNulty -- ,who played anne in anne with a e,28.0,Anne with an E,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
1909,17.0,"September 4 , 2018 -- ",when does the mayans series start on fx,77.5,"4 , 2018",0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
3290,17.0,1 September 1985 -- ,when was the resting place of the titanic discovered,70.0,1985,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
7992,17.0,Amitav Ghosh -- ,who has the shortest tenure as governor of rbi,21.0,3 years .,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect to: बॅंको तो आब तक EMI ले रहे है काेरोना से सब काम
9759,17.0,an English language surname of Irish and Scottish Gaelic origin -- ,where does the last name mcgee come from,83.5,Irish and Scottish Gaelic origin,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
4328,17.0,Oscar Robertson -- ,who holds the most triple doubles in nba history,71.5,Oscar Robertson ( all time triple - doubles leader with 181,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
8452,17.0,The Office -- ,what came first the office or parks and rec,17.0,parks director,22.0,pit-park,12.0,schools,17.0,national park,17.0,parks director
2947,17.0,`` Hawkward '' -- ,what episode does alisha marie star in bizaardvark,28.0,wikipedia Bizaardvark,0.0,No Edit,0.0,No Edit,5.0,"Bizaardvark is an American comedy television series created by Kyle Stegina and Josh Lehrman that premiered on Disney Channel on June 24, 2016.",29.0,shorts
5924,17.0,Jesus -- ,who washed the feet of the twelve apostles,15.0,a bishop,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,washing
2053,17.0,"November 29 , 2017 -- ",when does the new series of vikings start in england,21.0,793,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
299,17.0,Spanish -- ,what is the main language spoken in cuba,17.0,cubao,17.0,cubao,17.0,cubao,17.0,cubao,17.0,cubao
6845,17.0,Lauren Taft -- ,shut up and dance with me woman dancer,17.0,"girlfriend , in `` a backless dress and some beat up sneaks '' , abruptly invited him to dance with her",0.0,No Edit,0.0,No Edit,17.0,"girlfriend, in ""a backless dress and some beat up sneaks"", abruptly invited him to dance with her",17.0,"girlfriend, in ""a backless dress and beat up red Chucks"", abruptly invited him to dance with her,"
6865,17.0,Rachel Christie -- ,who is the first girl to leave love island,17.0,"It is the first from the revived series , but third overall . The series was narrated by Iain Stirling",0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Love Island (series 1)
6659,17.0,19 - year - old Nikolas Cruz -- ,who did the high school shooting in florida,66.5,"shooter was identified by police as Nikolas Jacob Cruz , a 19 - year - old former student who had been expelled from the school",0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,"a gunman opened fire with a semi-automatic rifle at Marjory Stoneman Douglas High School in Parkland, Florida, killing 17 people[note"
6837,17.0,Hillary Clinton -- ,who won the popular vote in the presidential election of 2016,59.5,defeated the Democratic ticket of former Secretary of State Hillary Clinton and U.S. Senator from Virginia Tim Kaine despite losing the popular vote,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
8750,17.0,Edward Dean Winter -- ,who played colonel flagg on the tv show mash,23.0,M * A * S * H from 1973 to 1979 .,25.0,officer Colonel Flagg on the television series M*A*S*H.,24.0,M*A*S*H.,19.0,military intelligence officer Colonel Flagg on the television series M*A*S*H.,0.0,.
3295,17.0,"November 7 , 2017 -- ",when is the election for governor of virginia,78.5,"7 , 2017",0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
841,17.0,Jeff Bennett -- ,who plays the man in the yellow hat on curious george,17.0,Frank Welker,17.0,"Frank Welker,",17.0,"Frank Welker,",17.0,"Frank Welker,",17.0,"Frank Welker,"
6911,17.0,30 March 2002 -- ,how old was the quuen mother when she died,12.0,101,12.0,101,12.0,101,12.0,101,32.0,"101 years, 238 days"
9580,17.0,the electoral votes of the state of Florida -- ,the 2000 presidential election was determined by the contested results of,0.0,.,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
5246,17.0,other characters on the show -- ,who took michael's place on the office,34.0,"Pam Halpert , the office administrator",0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
9583,17.0,Princeton -- ,who's won the most college national championships,19.0,NCAA Division I Football Bowl Subdivision ( FBS ),11.0,"National Collegiate Athletic Association (NCAA) Division I Football Bowl Subdivision (FBS),",19.0,"NCAA Division I Football Bowl Subdivision (FBS),",19.0,"NCAA Division I Football Bowl Subdivision (FBS),",19.0,"NCAA Division I Football Bowl Subdivision (FBS),"
6598,17.0,Canada -- ,where was the movie woody wood pecker filmed,21.0,in the English - language,0.0,No Edit,0.0,No Edit,19.0,a forest in the mountains,15.0,"English,"
8677,17.0,"April 21 , 1649 -- ",when did maryland make anglicanism it's established religion,17.0,the colony established the Church of England as its official church in 1702,17.0,the colony established the Church of England as its official church in 1702,17.0,the colony established the Church of England as its official church in 1702,17.0,the colony established the Church of England as its official church in 1702,17.0,the colony established the Church of England as its official church in 1702
1225,17.0,The Bharat Ratna -- ,which is the highest civilian honour in india,100.0,The Bharat Ratna,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
6440,17.0,generates aerosol particles or droplets -- ,a disease that can be transmitted through the air is spread by,25.0,airborne disease,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
1294,17.0,"June 9 , 2017 -- ",when did it comes out at night come out,17.0,they capture an intruder breaking into the house,0.0,No Edit,0.0,No Edit,17.0,they capture an intruder breaking into the house,17.0,they capture an intruder breaking into the house
6648,17.0,Teresa -- ,who dies in the maze runner death cure,16.0,WICKED was unable to find a cure,0.0,No Edit,33.0,Thomas,6.0,his friend Newt is not immune.,12.0,"Only Thomas, Minho, and Newt"
3162,17.0,judicial review -- ,supreme court’s power to declare acts of congress and the executive branch unconstitutional,19.0,power to declare laws unconstitutional,22.0,the courts were only empowered to strike down statutes for unconstitutionality,20.0,"under the Constitution, the federal judiciary would have the power to declare laws unconstitutional.",11.5,the power to declare laws unconstitutional has been deemed an implied power,14.5,"the power to declare laws unconstitutional has been deemed an implied power, derived from Article III and Article VI.[18]"
2070,17.0,Princess Merida of DunBroch -- ,who is the only disney princess that has brothers,35.0,"triplet brothers , Hamish , Hubert , and Harris",0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
3717,17.0,Christian Porter -- ,who is the current attorney general of australia,13.5,Attorney - General for Australia - Wikipedia The Attorney - General for Australia is the First Law Officer of the Crown,0.0,No Edit,17.0,Redirect,17.0,Redirect,17.0,Redirect
6334,17.0,Torah -- ,what are the first 5 books of moses,22.0,24 books of the Tanakh,11.0,"Genesis, Exodus, Leviticus, Numbers, and Deuteronomy,",16.0,"the Hebrew Bible as the Pentateuch,",22.0,"24 books of the Tanakh,",19.0,the Hebrew Bible.
2536,17.0,Ram Nath Kovind -- ,who was the president of india at present,28.0,List of Presidents of India - Wikipedia The President of India,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
550,17.0,Himself -- ,who does tom hanks play in the simpsons movie,31.0,father,11.0,evil head of the Environmental Protection Agency,11.0,evil head of the Environmental Protection Agency,31.0,father,15.0,its main antagonist
3495,17.0,"announced on January 18 , 2017 -- ",when do they vote for the baseball hall of fame,18.0,the Baseball Writers ' Association of America ( BBWAA ) voted by mail,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
5737,17.0,"October 19 , 2017 -- ",when does the 13 days of halloween start on freeform,26.0,19 until Halloween night,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
1864,17.0,Pascale Hutton -- ,who plays rosemary on when calls the heart,10.0,"Daniel Lissing plays a Mountie named Jack Thornton , with Lori Loughlin reprising her role as coal mine widow Abigail Stanton",0.0,No Edit,0.0,No Edit,10.0,"Daniel Lissing plays a Mountie named Jack Thornton, with Lori Loughlin reprising her role as coal mine widow Abigail Stanton.[1][5]",24.0,Erin Krakow
8208,17.0,King Philip -- ,who ordered the death of the knights templar,22.0,suicide,10.0,commander,29.0,papal bull,21.0,suppression early in the 14th century,8.0,their commander
5790,17.0,Kelli Powers -- ,who won season 3 worst cooks in america,15.0,chef Bobby Flay,0.0,No Edit,21.0,Anne Burrell and Bobby Flay,21.0,Anne Burrell and Bobby Flay,9.0,"Bobby Flay,"
3408,17.0,Miranda Cordova -- ,what is sofia the first mom's name,17.0,wikipedia,0.0,No Edit,0.0,No Edit,17.0,"Disney Junior animated series, Sofia the First.",17.0,"Disney Junior animated series, Sofia the First."
4535,17.0,Dr. Julius Hibbert -- ,what is the doctors name in the simpsons,17.0,the Simpson family,17.0,"the Simpson family,",17.0,"the Simpson family,",17.0,"the Simpson family,",17.0,"the Simpson family,"
2101,17.0,"based at Pinewood Studios in Buckinghamshire , United Kingdom -- ",where was the star wars the force awakens filmed,19.0,oceanic planet,18.0,Redirect,0.0,2015,20.0,Los Angeles,30.0,"Los Angeles on December 14, 2015, and was released in the United States on December 18."
2414,17.0,Alex -- Justin -- ,who keeps their magic in wizards of waverly place,16.0,their wizard powers are still gone,0.0,No Edit,33.0,children,9.0,"The Russos and Mason finally make it back home, but their wizard powers are still gone.",9.0,"The Russos and Mason finally make it back home, but their wizard powers are still gone."
8324,17.0,Hillary Clinton -- ,who did california vote for in the 2016 presidential election,11.0,"voters expressed their preferences for the Democratic , Republican , Green , and Libertarian , Peace and Freedom , and American Independent parties ' respective nominees for president",0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
8174,17.0,less than 6 km / s -- ,what is the approximate speed of p-waves traveling through earth's crust,58.0,11 km / s,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
501,17.0,"Houston , TX -- Los Angeles , CA -- Philadelphia , PA -- ",what us cities have the highest african american population,32.0,13 states,22.0,majority (over 50%) African-American cities are located in the following 14 states:,21.5,"19 American cities with populations over 100,000 that have majority (over 50%) African-American populations.",0.0,19,24.5,"cities over 100,000 people that have populations that are more than 30%"
1495,17.0,Hillary Clinton -- ,who won the presidential race in virginia 2016,13.0,"businessman Donald Trump of New York , who carried 44.4 % , a victory margin of 5.3 %",0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
7217,17.0,"September 1 , 1998 -- ",when was the book the case for christ written,34.0,"1994 , 1999 , 2001 , 2005",0.0,.,0.0,.,34.0,"1994, 1999, 2001, 2005",34.0,"1994, 1999, 2001, 2005"
3608,17.0,Princeton -- ,who won the most college football national championships,19.0,NCAA Division I Football Bowl Subdivision ( FBS ),11.0,"National Collegiate Athletic Association (NCAA) Division I Football Bowl Subdivision (FBS),",19.0,"NCAA Division I Football Bowl Subdivision (FBS),",19.0,"NCAA Division I Football Bowl Subdivision (FBS),",19.0,"NCAA Division I Football Bowl Subdivision (FBS),"
9913,17.0,Liza -- ,who dies in escape the night season 2 ep 5,8.5,a guest is eliminated via a fictional '' death '' for failing a challenge,0.0,No Edit,0.0,No Edit,14.0,The Savant,20.0,the losing guest
693,17.0,Toni Atkins -- ,who is the president pro tempore of the state senate,10.0,pro tempore of the California State Senate - wikipedia The President pro tempore of the California State Senate ( President Pro Tem ),15.5,The President pro tempore of the California Senate is the highest ranking leader and most powerful member of the Senate.,14.5,The President pro tempore of the California State Senate is the highest-ranking leader and most powerful member of the Senate.,20.5,pro tempore of the California State Senate (President Pro Ten),17.5,pro tempore of the California State Senate (President Pro Tem)
5736,17.0,"November 6 , 2018 -- ",when do we vote for governor in california,78.5,"6 , 2018",0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
8172,17.0,UTI Mutual Fund -- ,under sebi rules which part of the divided uti is working as mutual fund,66.5,Specified Undertaking of Unit Trust of India ( SUUTI ) ; and UTI Mutual Fund ( UTIMF ),0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
9167,17.0,US $249 -- ,how much was the 3ds when it first came out,32.0,72.53 million units,0.0,No Edit,17.0,"¥25,000",17.0,"¥25,000",17.0,"¥25,000"
6768,17.0,King John of England -- ,who was the monarch against whom the magna carta was created by the nobles,20.0,the despot,8.0,barons,20.0,the despot,20.0,the despot,20.0,the despot
8314,17.0,Christian Isaiah -- ,who plays liam on season 8 of shameless,20.0,Frank will cope with Monica 's death by doing all of the meth she bequeathed to him,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
5775,17.0,Princeton -- ,who has won the most ncaa championships in football,19.0,NCAA Division I Football Bowl Subdivision ( FBS ),11.0,"National Collegiate Athletic Association (NCAA) Division I Football Bowl Subdivision (FBS),",19.0,"NCAA Division I Football Bowl Subdivision (FBS),",19.0,"NCAA Division I Football Bowl Subdivision (FBS),",19.0,"NCAA Division I Football Bowl Subdivision (FBS),"
8619,17.0,7th century -- 17th century -- ,when was the old city of dubrovnik built,63.5,14th and 15th centuries,17.0,1979,17.0,1979,17.0,1979,17.0,1979
6580,17.0,Cdc25A -- ,which molecule initiates the halt of the cycle when damaged dna is detected in g1,22.0,p53,12.0,phosphatase,12.0,phosphatase,22.0,p53,22.0,p53
6709,17.0,Hillary Clinton -- ,who won the popular vote in the 2017 election,17.5,Trump is the fifth person in U.S. history to become president while losing the nationwide popular vote,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
7145,17.0,Hamilcar Barca -- ,who led carthage in the first punic war,39.0,general Hannibal Gisco,11.5,(264 to 241 BC) was the first of three major wars fought between Carthage and the Roman Republic.,16.5,Appius Claudius Caudex was appointed commander of a military expedition with orders to cross to Messana.[10][11],11.0,(264 to 241 BC) was the first of three wars fought between Ancient Carthage and the Roman Republic.,29.0,"Hanno, son of Hannibal;"
1144,17.0,Sachin Tendulkar -- ,2011 world cup semi final man of the match,20.0,2011 Cricket World Cup semi-final : India v Pakistan - wikipedia The,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
4381,17.0,Telemundo -- ,who has tv rights to the world cup,22.0,wikipedia,0.0,No Edit,0.0,No Edit,17.0,2018 FIFA World Cup[1] to the following broadcasters.,17.0,2018 FIFA World Cup[1] to the following broadcasters.
9624,17.0,Essam El - Hadary -- ,who is the oldest player to have appeared in a world cup match,0.0,1970,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
54,17.0,Link -- ,who is the main character in the game the legend of zelda,100.0,link,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,Redirect
7224,17.0,Merry Clayton -- ,who sang back up on gimme shelter,23.0,`` Gimme Shelter,17.0,"her powerfully-sung duet with Mick Jagger on The Rolling Stones' song ""Gimme Shelter"".",17.0,"her duet with Mick Jagger on The Rolling Stones song ""Gimme Shelter"".[1]",17.0,"her duet with Mick Jagger on the Rolling Stones song ""Gimme Shelter.""[1]",17.0,"her duet with Mick Jagger on the Rolling Stones song ""Gimme Shelter"".[1]"
1060,17.0,35 to 40 -- ,how many hours for a full time job,72.0,from 35 to 40 hours per week,0.0,No Edit,0.0,No Edit,0.0,No Edit,17.0,time
2848,16.875,David Niven -- ,who played james bond in the first casino royale,21.0,Sir James Bond 007,67.5,"David Niven as the original Bond, Sir James Bond 007.",0.0,007,0.0,007,0.0,007
6661,16.875,Cambridge -- ,who has won the boat race more times,8.0,were confirmed as winners by ​ 4 ⁄ lengths . It was the first time since 1849 that a crew had won the boat race without an official recorded winning time,9.5,"2009 boat race took place on 29 March at 15:40 BST, with Oxford (on the Middlesex station) winning.[1]",20.5,"81 times and Oxford 77 times,",20.5,"82 times and Oxford 80 times,",17.0,Oxford went on to win by six lengths.[28]
2831,16.875,2002 -- ,when was the first metro train started in delhi,44.0,05 : 00,0.0,1998,0.0,1 October 1998.[18],67.5,"24 December 2002,[18]",0.0,1998
8267,16.875,Robert Williams -- ,who did the boston celtics draft this year,14.5,the Boston Celtics have selected the following players,15.0,players in the National Basketball Association Draft,11.0,the Boston Celtics have selected the following players in the National Basketball Association draft,14.5,the Boston Celtics have selected the following players,27.0,players
7945,16.875,Isaac Newton -- ,who came up with the idea of satellites,20.5,Jules Verne 's The Begum 's Fortune ( 1879 ),22.5,Jules Verne's The Begum's,0.0,.,22.5,Jules Verne's The Begum's,22.5,Jules Verne's The Begum's
3131,16.875,they average 61.3 mm ( 2.41 in ) in carapace length and weigh around 46 g ( 1.6 oz ) when freshly hatched -- ,how big is a baby leatherback sea turtle,60.0,46 g ( 1.6 oz ),15.0,hatchlings,17.5,46 g (1.6 oz),17.5,46 g (1.6 oz),17.5,46 g (1.6 oz)
9648,16.875,Freon - 12 ( R - 12 ) -- ,what kind of freon is in a refrigerator,16.0,cooled to a temperature below the ambient temperature of the room,16.0,methyl formate,19.0,freezers can be included as a separate compartment in a refrigerator,16.5,the inside of the fridge is cooled to a temperature below the ambient temperature of the room,16.0,diethyl ether
1008,16.833333333333332,Stephen Curry -- ,who is the highest paid basketball player right now,15.5,Garnett has been the highest - paid NBA player per year in seven of the past twelve NBA seasons,0.0,No Edit,15.5,Garnett has been the highest-paid NBA player per year in seven of the past twelve NBA seasons.,15.0,has been the highest-paid NBA player per year in seven of the past twelve NBA seasons.,20.0,highest-paid NBA players by season has recently eclipsed $40 million.
9307,16.75,Ralph Fiennes -- ,who plays hades in clash of the titans 2010,25.0,Clash of the Titans,21.0,"Sam Worthington,",21.0,"Sam Worthington,",0.0,1981,25.0,Clash of the Titans
6858,16.75,Leslie Caron -- ,who played lisa in an american in paris,16.0,"Hayden Rorke , best known for playing Dr.",17.0,Jerry Mulligan (Gene Kelly) is an exuberant American expatriate in Paris,15.0,American World War II veteran Jerry Mulligan (Gene Kelly) is now an exuberant expatriate in Paris,0.0,.,35.0,diversified
6666,16.75,Jacques Clouseau -- ,what is the name of the pink panther,32.0,a leaping pink panther,39.0,leaping panther,0.0,.,14.0,pink panther,14.0,pink panther
9016,16.75,2017 World Series -- ,last time houston astros have been to the world series,21.0,minor league Houston Buffaloes .,19.0,2005,19.0,2005,8.0,"1964 campaign began on a sad note, as relief pitcher Jim Umbricht died of cancer at the age of 33 on April 8, just before Opening Day.[14]",21.0,"2005 as an NL team, only to be swept by the Chicago White Sox."
1485,16.75,Jonno Mears -- ,who's finishing move was the boston crab,13.0,crab,17.0,"Chris Jericho,",13.0,crab,13.0,crab,24.0,single leg Boston crab.
3476,16.75,Parliament - Funkadelic -- ,what rappers unique sound was coined g funk,23.0,Too Short & E-40,0.0,.,13.0,Too Short.,23.0,Too Short & E-40.,31.0,Too Short and E-40.
5403,16.75,Boss Gida Mustapha -- ,who is the current secretary to the federal government of nigeria,21.5,Secretary to the Government of the Federation - wikipedia Secretary to the Government of the Federation,0.0,No Edit,0.0,No Edit,7.5,Secretary to the Federal Government of Nigeria is responsible for ensuring the effective coordination and monitoring of the implementation of government policies and programmes for the overall development of Nigeria.[1],26.0,Secretary to the Government of the Federation
5020,16.75,6 -- ,how many episodes in midsomer murders season 19,50.0,116,0.0,70,67.0,96,0.0,114,0.0,81
3797,16.75,"March 9 , 2018 -- ",when do the strangers prey at night come out,14.0,"while our parents were out , somebody knocked on the front door",16.0,a stranger came to his home asking for someone who was not there,17.0,somebody knocked on the front door,17.0,somebody knocked on the front door,17.0,somebody knocked on the front door
6479,16.75,Dennis Quaid -- ,who played father in i can only imagine,100.0,Dennis Quaid,0.0,No Edit,0.0,No Edit,11.0,"lead singer Bart Millard,",22.5,a monster and a repentant dad longing to connect with his son
67,16.75,Tony Parker -- ,who has the most nba rings still playing,12.5,winning team usually receive championship rings from the team honoring their contribution,22.0,players with the most NBA championship rings.,12.5,winning team usually receive championship rings from the team honoring their contribution,12.5,winning team usually receive championship rings from the team honoring their contribution,20.0,LeBron James has the most championships among active players.
2111,16.75,Ronnie O'Sullivan -- ,who has the most 147 breaks in snooker,28.0,break - wikipedia In snooker,14.0,least eight breaks in excess of 147 have been recorded,16.0,maximum break in snooker under normal circumstances is 147,17.0,snooker,20.0,Jamie Burnett
3133,16.75,copyright page -- ,where do you find the edition of a book,26.0,wikipedia,25.0,edition can have any number of print runs,14.0,bibliographical,14.0,bibliographical,14.0,bibliographical
2665,16.75,79.4 -- ,average life expectancy of a man in england,17.0,males averaged 77.01,29.0,67.2 years,13.0,67.88 years,17.0,males averaged 77.01,8.0,"males, and for females"
6333,16.75,Daisuke Ohata -- ,who has scored the most tries in international rugby,22.0,backs,0.0,.,22.0,backs,22.0,backs,23.0,players with a minimum of 30 test tries
9907,16.75,2017 World Series -- ,when was the last time the astro won the world series,69.0,2017,10.0,1962,19.0,2005,19.0,1975,19.0,1975
6411,16.75,"December 25 , 2017 ( 2017 - 12 - 25 ) ( United States ) -- ",when does all the money in the world come out,16.5,$56.9 million,0.0,No Edit,0.0,No Edit,16.0,1973 kidnapping for ransom,17.5,worldwide total of $56.9 million
5133,16.75,Chicago Cubs -- ,what's the best record in major league baseball history,7.5,"all - time best single season record belongs to the Cincinnati Red Stockings , who posted baseball 's only perfect record at 67 - 0",26.0,won-lost records in history,7.5,"all-time best single season record belongs to the Cincinnati Red Stockings, who posted baseball's only perfect record at 67-0",26.0,win-loss records in history,7.5,"all-time best single season record belongs to the Cincinnati Red Stockings, who posted baseball's only perfect record at 67–0"
1161,16.75,Roberts -- ,who played the mom in everybody loves raymond,15.0,Everybody Loves Raymond ( 1996 -- 2005 ),0.0,"Linda Lavin),",23.5,Tyler Perry's Madea's Witness Protection (2012).,20.0,Everybody Loves Raymond,23.5,Tyler Perry's Madea's Witness Protection (2012).
7628,16.75,Mike Henry -- ,who does rallo voice on the cleveland show,15.0,son,22.0,voice of Roberta's boyfriend Federline Jones.,15.0,son,15.0,son,15.0,son
1506,16.75,Henshaw -- ,who killed mr colbert in the heat of the night,22.0,a transient,17.0,diner counterman,17.0,diner counterman,22.0,a transient,11.0,"the killer was right-handed, and the victim had been killed elsewhere and moved to where Wood found his body."
1955,16.75,Justin Worthington Henry -- ,who played the son in kramer vs kramer,22.0,Kramer vs. Kramer,24.0,Sweet Hearts Dance;,0.0,.,21.0,Sweet Hearts Dance (1988).,22.0,Kramer vs. Kramer.
6226,16.75,Portia de Rossi -- ,who is dr wolf on santa clarita diet,12.5,Santa Clarita Diet - wikipedia Santa Clarita Diet is an American horror - comedy web television series created by Victor Fresco,0.0,No Edit,0.0,No Edit,8.0,"Santa Clarita Diet is an American horror-comedy web television series created by Victor Fresco for the streaming service Netflix,",25.5,husband and wife real estate team Joel and Sheila Hammond
943,16.75,the Tetragrammaton YHWH -- ,what is the god's name in judaism,0.0,יהוה,28.0,yahweh,0.0,יהוה,8.0,yo,31.0,el elohe yisrael
