,Question,GT Answer,GT Topic,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
3873,how many numbers are in the euromillions draw,['7'],EuroMillions,"five main and two lucky star numbers, No ticket matched all the winning numbers, Draws are held every Friday evening","{'five main and two lucky star numbers': 'EuroMillions', 'No ticket matched all the winning numbers': 'EuroMillions', 'Draws are held every Friday evening': 'EuroMillions'}",0.0,"1 in 3,500,000",EuroMillions,33.33333333333333,5 + 1,EuroMillions,66.66666666666666,"1 in 1,900,000",EuroMillions,100.0,"1 in 1,900,000",EuroMillions,66.66666666666666,"1 in 3,570",EuroMillions,100.0
3874,the heat required to change 1 gram of a solid at its normal melting point,"['The enthalpy of fusion of a substance , also known as ( latent ) heat of fusion']",Enthalpy of fusion,"Proof, 20 kcal, enthalpy","{'Proof': 'Enthalpy of fusion', '20 kcal': 'Enthalpy of fusion', 'enthalpy': 'Enthalpy of fusion'}",0.0,83.6 kJ,Enthalpy of fusion,100.0,83.6 kJ,Enthalpy of fusion,100.0,83.6 kJ,Enthalpy of fusion,0.0,83,Enthalpy of fusion,6.25,"formula_7
which is a deviation from the real solubility (240 g/L) of 11%. This error can be reduced when an additional heat capacity parameter is taken into account.
Proof.
At equilibrium the chemical potentials for the pure solvent and pure solid are identical:
or
with formula_10 the gas constant and formula_11 the temperature",Enthalpy of fusion,100.0
3875,who sang my bucket got a hole in it,['Hank Williams'],My Bucket's Got a Hole in It,,None,100.0,Hank Williams,My Bucket's Got a Hole in It,50.0,Clarence Williams,My Bucket's Got a Hole in It,100.0,Clarence Williams,My Bucket's Got a Hole in It,100.0,Clarence Williams,My Bucket's Got a Hole in It,100.0,Clarence Williams,My Bucket's Got a Hole in It,50.0
3876,who spoke the words ich bin ein berliner,['U.S. President John F. Kennedy'],Ich bin ein Berliner,"Kennedy, Kennedy, John F. Kennedy","{'Kennedy': 'Ich bin ein Berliner', 'John F. Kennedy': 'Ich bin ein Berliner'}",100.0,Kennedy,Ich bin ein Berliner,100.0,Kennedy,Ich bin ein Berliner,100.0,John F. Kennedy,Ich bin ein Berliner,100.0,Kennedy,Ich bin ein Berliner,100.0,Kennedy,Ich bin ein Berliner,0.0
3877,where is creatine phosphate found in the body,"['skeletal muscle and the brain', 'muscle cells']",Phosphocreatine,liver,{'liver': 'Phosphocreatine'},-1.0,None,None,100.0,skeletal muscle and the brain,Phosphocreatine,100.0,skeletal muscle and the brain,Phosphocreatine,66.66666666666666,"skeletal muscle, myocardium and the brain",Phosphocreatine,100.0,"skeletal muscle, myocardium and the brain",Phosphocreatine,101.0
3878,who defeated the last remaining roman army in europe,['Goths'],Fall of the Western Roman Empire,,None,0.0,Gerontius,Fall of the Western Roman Empire,100.0,Gerontius,Fall of the Western Roman Empire,100.0,Gerontius,Fall of the Western Roman Empire,100.0,Gerontius,Fall of the Western Roman Empire,100.0,Gerontius,Fall of the Western Roman Empire,100.0
3879,what is the highest scoring letter in scrabble,['Q'],Scrabble letter distributions,"rarer, Z, G","{'rarer': 'Scrabble letter distributions', 'Z': 'Scrabble letter distributions', 'G': 'Scrabble letter distributions'}",100.0,rarer,Scrabble letter distributions,0.0,187,Scrabble letter distributions,0.0,toukyou,Scrabble letter distributions,0.0,ß,Scrabble letter distributions,0.0,"""K""",Scrabble letter distributions,100.0
3880,when did the cubs won a world series,"['2016', '1907']",Chicago Cubs,"1908, 1908, 1945","{'1908': 'Chicago Cubs', '1945': 'Chicago Cubs'}",100.0,1908,Chicago Cubs,100.0,1908,Chicago Cubs,100.0,1908,Chicago Cubs,100.0,1908,Chicago Cubs,100.0,1908,Chicago Cubs,0.0
3881,when did last podcast on the left start,['2011'],The Last Podcast on the Left,,None,-1.0,None,None,-1.0,None,None,0.0,"weekly podcast featuring comedian and podcast host Ben Kissel, podcast producer and researcher Marcus Parks, and comedian and actor Henry Zebrowski (who joined in the third episode), all of whom are long-time friends. Released each Friday",The Last Podcast on the Left,100.0,2011,The Last Podcast on the Left,100.0,2011,The Last Podcast on the Left,101.0
3882,india's first arctic research station set up in 2008 what is the name,['Himadri Station'],Himadri Station,,None,100.0,Himadri Station,Himadri Station,100.0,Himadri Station,Himadri Station,100.0,Himadri Station,Himadri Station,-1.0,None,None,-1.0,None,None,101.0
3883,what is the rank of pakistan in population,['5'],List of countries and dependencies by population,,None,-1.0,None,None,0.0,"Thailand, do not report total population",List of countries and dependencies by population,100.0,"Thailand, do not report total population",List of countries and dependencies by population,0.0,billion,List of countries and dependencies by population,100.0,billion,List of countries and dependencies by population,101.0
3884,when does shadowhunters season 2 episode 17 come out,"['January 23 , 2017', 'February 13 , 2017', 'July 24 , 2017']",List of Shadowhunters episodes,,None,-1.0,None,None,-1.0,None,None,0.0,"March 20, 2018",List of Shadowhunters episodes,-1.0,None,None,33.33333333333333,"January 12, 2016",List of Shadowhunters episodes,34.33333333333333
3885,when did houston go to the american league,['2013'],Houston Astros,"1961, October 17, 1960, October 1960","{'1961': 'Houston Astros', 'October 17, 1960': 'Houston Astros', 'October 1960': 'Houston Astros'}",100.0,2013,Houston Astros,100.0,2013,Houston Astros,100.0,2013,Houston Astros,100.0,2013,Houston Astros,100.0,2013,Houston Astros,0.0
3886,when does lana and clark get back together,"[""the season seven episode `` Fierce ''""]",Lana Lang (Smallville),,None,17.573142541048448,season seven finale,Lana Lang (Smallville),100.0,season seven finale,Lana Lang (Smallville),100.0,season seven finale,Lana Lang (Smallville),75.0,"season seven episode ""Fierce"".",Lana Lang (Smallville),100.0,"season seven episode ""Fierce"".",Lana Lang (Smallville),82.42685745895156
3887,what kind of plate boundary is nepal on,['orogenic belt'],Indian Plate,"orogenic belt, minor tectonic, Eurasian Plate along the boundary between India and Nepal","{'orogenic belt': 'Indian Plate', 'minor tectonic': 'Indian Plate', 'Eurasian Plate along the boundary between India and Nepal': 'Indian Plate'}",100.0,Eurasian Plate,Indian Plate,100.0,Eurasian Plate,Indian Plate,100.0,Eurasian Plate,Indian Plate,100.0,minor tectonic,Indian Plate,100.0,minor tectonic,Indian Plate,0.0
3888,the old man and the sea page count,['127'],The Old Man and the Sea,"fish, 5.3 million copies of that issue were sold within two days. The majority of concurrent criticism was positive, although some dissenting criticism has since emerged. The title was misprinted on the cover of an early edition as ""The Old Men and the Sea"".
Inspiration for character.
While Hemingway was living in Cuba beginning in 1940 with his third wife Martha Gellhorn, one of his favorite pastimes was to sail and fish in his boat, named the ""Pilar"". General biographical consensus holds that the model for Santiago in ""The Old Man and the Sea"" was, at least in part, the Cuban fisherman Gregorio Fuentes","{'fish': 'The Old Man and the Sea', '5.3 million copies of that issue were sold within two days. The majority of concurrent criticism was positive, although some dissenting criticism has since emerged. The title was misprinted on the cover of an early edition as ""The Old Men and the Sea"".\nInspiration for character.\nWhile Hemingway was living in Cuba beginning in 1940 with his third wife Martha Gellhorn, one of his favorite pastimes was to sail and fish in his boat, named the ""Pilar"". General biographical consensus holds that the model for Santiago in ""The Old Man and the Sea"" was, at least in part, the Cuban fisherman Gregorio Fuentes': 'The Old Man and the Sea'}",50.0,"50,000 copies",The Old Man and the Sea,100.0,"50,000 copies",The Old Man and the Sea,100.0,"50,000 copies",The Old Man and the Sea,100.0,"50,000 copies",The Old Man and the Sea,100.0,"50,000 copies",The Old Man and the Sea,50.0
3889,1. what was the precursor to the present day internet,"['The Internet protocol suite ( TCP / IP )', 'the ARPANET project']",History of the Internet,"inter-networking, Mosaic web browser, E-mail","{'inter-networking': 'History of the Internet', 'Mosaic web browser': 'History of the Internet', 'E-mail': 'History of the Internet'}",100.0,ARPANET,History of the Internet,100.0,ARPANET,History of the Internet,100.0,ARPANET,History of the Internet,100.0,ARPANET,History of the Internet,100.0,ARPANET,History of the Internet,0.0
3890,is there a name for the at symbol,['at sign'],At sign,"@, most typewriters included the symbol. Consequently, it is often perceived in those languages as denoting ""The Internet, In English, it is informally spoken as ""at"" or the ""at sign"" or the ""at symbol"".","{'@': 'At sign', 'most typewriters included the symbol. Consequently, it is often perceived in those languages as denoting ""The Internet': 'At sign', 'In English, it is informally spoken as ""at"" or the ""at sign"" or the ""at symbol"".': 'At sign'}",50.0,commercial at,At sign,100.0,commercial at,At sign,34.62198648765173,it is also commonly called the at symbol or commercial at,At sign,100.0,it is also commonly called the at symbol or commercial at,At sign,84.61538461538461,"it is also commonly called the at symbol, commercial at or address sign",At sign,65.37801351234828
3891,who painted the world famous painting the last supper,['Leonardo da Vinci'],The Last Supper (Leonardo da Vinci),,None,100.0,Leonardo da Vinci,The Last Supper (Leonardo da Vinci),100.0,Leonardo da Vinci,The Last Supper (Leonardo da Vinci),100.0,Leonardo da Vinci,The Last Supper (Leonardo da Vinci),-1.0,None,None,-1.0,None,None,101.0
3892,when does wentworth season 6 start in australia,"['19 June 2018', '2019']",Wentworth (TV series),,None,0.0,2014,Wentworth (TV series),100.0,2014,Wentworth (TV series),100.0,2014,Wentworth (TV series),100.0,2014,Wentworth (TV series),100.0,2014,Wentworth (TV series),100.0
3893,what is the name of india pakistan border,"['known locally as the International Border ( IB )', 'International Border ( IB )', 'India and Pakistan Border', 'the International Border ( IB )']",India–Pakistan border,,None,-1.0,None,None,-1.0,None,None,71.65313105737893,the International Border,India–Pakistan border,66.66666666666666,"The Pakistan–India Border, known locally as the International Border",India–Pakistan border,100.0,International Border,India–Pakistan border,101.0
3894,atlantic ocean's shape is similar to which english alphabet,['S'],Atlantic Ocean,"S-shaped, clockwise direction, clockwise warm-water gyre","{'S-shaped': 'Atlantic Ocean', 'clockwise direction': 'Atlantic Ocean', 'clockwise warm-water gyre': 'Atlantic Ocean'}",100.0,S-shaped,Atlantic Ocean,100.0,S-shaped,Atlantic Ocean,100.0,S-shaped,Atlantic Ocean,100.0,S-shaped,Atlantic Ocean,100.0,S-shaped,Atlantic Ocean,0.0
3895,who is credited with creating the gothic art movement,['Abbot Suger'],Gothic art,"Abbot Suger, Claus Sluter, Virgin Mary","{'Abbot Suger': 'Gothic art', 'Claus Sluter': 'Gothic art', 'Virgin Mary': 'Gothic art'}",100.0,Abbot Suger,Gothic art,100.0,Abbot Suger,Gothic art,100.0,Abbot Suger,Gothic art,100.0,Abbot Suger,Gothic art,100.0,Abbot Suger,Gothic art,0.0
3896,what happens to the body during the fight or flight response,"['the adrenal medulla produces a hormonal cascade that results in the secretion of catecholamines , especially norepinephrine and epinephrine']",Fight-or-flight response,"the person becomes alert and attentive to the environment, a general discharge of the sympathetic nervous system, The escape requires intense muscular effort, supported by all of the body’s systems","{'the person becomes alert and attentive to the environment': 'Fight-or-flight response', 'a general discharge of the sympathetic nervous system': 'Fight-or-flight response', 'The escape requires intense muscular effort, supported by all of the body’s systems': 'Fight-or-flight response'}",30.668147154310777,"chronic suppression of the immune system, leaving the body open to infections",Fight-or-flight response,20.634920634920633,"physiological changes that occur during the fight-or-flight response. This component of the autonomic nervous system utilizes and activates the release of norepinephrine in the reaction.
Parasympathetic nervous system.
The parasympathetic nervous system originates in the spinal cord and medulla and works in concert with the sympathetic nervous system. Its main function is to activate the ""rest and digest"" response and return the body to homeostasis",Fight-or-flight response,54.88116360940264,return the body to homeostasis,Fight-or-flight response,100.0,return the body to homeostasis,Fight-or-flight response,100.0,return the body to homeostasis,Fight-or-flight response,79.36507936507937
3897,what is the central idea of the poem the rime of ancient mariner,"['a violation of nature', 'a violation of nature and the resulting psychological effects on the mariner and on all those who hear him']",The Rime of the Ancient Mariner,"supernatural events, hardship and lamentation, it was improbable and had no moral","{'supernatural events': 'The Rime of the Ancient Mariner', 'hardship and lamentation': 'The Rime of the Ancient Mariner', 'it was improbable and had no moral': 'The Rime of the Ancient Mariner'}",100.0,hardship and lamentation,The Rime of the Ancient Mariner,100.0,hardship and lamentation,The Rime of the Ancient Mariner,100.0,violation of nature,The Rime of the Ancient Mariner,100.0,violation of nature,The Rime of the Ancient Mariner,100.0,violation of nature,The Rime of the Ancient Mariner,0.0
3898,what is the name given to the common currency to the european union,"['euro', 'The euro']",Currencies of the European Union,,None,0.0,the Euro,Currencies of the European Union,100.0,the Euro,Currencies of the European Union,0.0,European Central Bank (ECB).,Currencies of the European Union,-1.0,None,None,100.0,European Central Bank (ECB).,Currencies of the European Union,101.0
3899,what type of reproduction do whiptail lizards use,"['parthenogenesis', 'Parthenogenesis', 'parthenogenic']",New Mexico whiptail,,None,100.0,parthenogenesis,New Mexico whiptail,100.0,parthenogenesis,New Mexico whiptail,100.0,parthenogenesis,New Mexico whiptail,100.0,parthenogenesis,New Mexico whiptail,100.0,parthenogenesis,New Mexico whiptail,0.0
3900,who created the borders of africa's countries,['European imperial powers'],Africa,"European colonialism, Ptolemy, European imperial powers","{'European colonialism': 'Africa', 'Ptolemy': 'Africa', 'European imperial powers': 'Africa'}",100.0,European colonialism,Africa,100.0,European colonialism,Africa,100.0,European colonialism,Africa,100.0,Ptolemy,Africa,100.0,European colonialism,Africa,0.0
3901,when was the peak to peak gondola built,['in 2007 and 2008'],Peak 2 Peak Gondola,,None,71.65313105737893,2007 and 2008,Peak 2 Peak Gondola,100.0,2007 and 2008,Peak 2 Peak Gondola,100.0,2007 and 2008,Peak 2 Peak Gondola,100.0,2007 and 2008,Peak 2 Peak Gondola,100.0,2007 and 2008,Peak 2 Peak Gondola,28.34686894262107
3902,who has won the most united states championships,"['Lex Luger', 'Ric Flair']",List of WWE United States Champions,66,{'66': 'List of WWE United States Champions'},50.0,"Chris Benoit, Ric Flair",List of WWE United States Champions,100.0,Ric Flair,List of WWE United States Champions,100.0,Ric Flair,List of WWE United States Champions,100.0,Ric Flair,List of WWE United States Champions,100.0,Ric Flair,List of WWE United States Champions,50.0
3903,who played harley in harley davidson and the marlboro man,['Mickey Rourke'],Harley Davidson and the Marlboro Man,"Mickey Rourke and Don Johnson. The film was written by Don Michael Paul and directed by Simon Wincer.
The film was a critical and financial failure, garnering many negative reviews and earning just over $7,000,000 at the domestic box office, although it does have a cult following. The budget was estimated at $23,000,000.
Tagline: ""When the going gets tough... the tough take the law into their own hands.""
Plot.
Set in the then-future of 1996, Harley Davidson (""Mickey Rourke, Don Johnson, Chad McQueen","{'Mickey Rourke and Don Johnson. The film was written by Don Michael Paul and directed by Simon Wincer.\nThe film was a critical and financial failure, garnering many negative reviews and earning just over $7,000,000 at the domestic box office, although it does have a cult following. The budget was estimated at $23,000,000.\nTagline: ""When the going gets tough... the tough take the law into their own hands.""\nPlot.\nSet in the then-future of 1996, Harley Davidson (""Mickey Rourke': 'Harley Davidson and the Marlboro Man', 'Don Johnson': 'Harley Davidson and the Marlboro Man', 'Chad McQueen': 'Harley Davidson and the Marlboro Man'}",100.0,Mickey Rourke,Harley Davidson and the Marlboro Man,100.0,Mickey Rourke and Don Johnson,Harley Davidson and the Marlboro Man,100.0,Mickey Rourke,Harley Davidson and the Marlboro Man,100.0,Don Johnson,Harley Davidson and the Marlboro Man,100.0,Mickey Rourke and Don Johnson,Harley Davidson and the Marlboro Man,0.0
3904,when did the eagles win last super bowl,['2017'],Philadelphia Eagles,"2004, Bowl XXXIX, 2004, Super Bowl XXXIX","{'2004': 'Philadelphia Eagles', 'Bowl XXXIX': 'Philadelphia Eagles', '2004, Super Bowl XXXIX': 'Philadelphia Eagles'}",100.0,2004,Philadelphia Eagles,100.0,2004,Philadelphia Eagles,0.0,2016,Philadelphia Eagles,0.0,1945,Philadelphia Eagles,100.0,2017,Philadelphia Eagles,100.0
3905,the actual name of the confederate force at gettysburg was,"['Confederate States Army', 'The Confederate States Army ( C.S.A. )']",Confederate States Army,"The Confederate States Army, 100,000, CSA","{'The Confederate States Army': 'Confederate States Army', '100,000': 'Confederate States Army', 'CSA': 'Confederate States Army'}",100.0,The Confederate States Army,Confederate States Army,100.0,The Confederate States Army,Confederate States Army,100.0,The Confederate States Army,Confederate States Army,100.0,The Confederate States Army,Confederate States Army,100.0,The Confederate States Army,Confederate States Army,0.0
3906,what is upstream project in oil and gas,"['searching for potential underground or underwater crude oil and natural gas fields , drilling exploratory wells , and subsequently drilling and operating the wells that recover and bring the crude oil or raw natural gas to the surface', 'searching for potential underground or underwater crude oil and natural gas fields']",Upstream (petroleum industry),,None,66.66666666666666,"exploration and production (E&amp;P) sector"".
The upstream sector includes the searching for potential underground or underwater crude oil and natural gas fields",Upstream (petroleum industry),100.0,searching for potential underground or underwater crude oil and natural gas fields,Upstream (petroleum industry),100.0,searching for potential underground or underwater crude oil and natural gas fields,Upstream (petroleum industry),100.0,searching for potential underground or underwater crude oil and natural gas fields,Upstream (petroleum industry),100.0,searching for potential underground or underwater crude oil and natural gas fields,Upstream (petroleum industry),33.33333333333334
3907,what is the name for the ch3coo- ion,"['hydrogen acetate ( called acetic acid )', 'polyatomic anion']",Acetate,"acetate anion, actinium","{'acetate anion': 'Acetate', 'actinium': 'Acetate'}",0.0,CH3COO−,Acetate,100.0,CH3COO−,Acetate,100.0,CH3COO−,Acetate,0.0,[CH3COO]−,Acetate,100.0,[CH3COO]−,Acetate,100.0
3908,what is the written dialogue portion of a musical called,"['script', 'libretto']",Rent (musical),"Voice Mail #2, Voice Mail, Voice Mail #3","{'Voice Mail #2': 'Rent (musical)', 'Voice Mail': 'Rent (musical)', 'Voice Mail #3': 'Rent (musical)'}",0.0,Life Support,Rent (musical),50.0,Voicemail #2,Rent (musical),100.0,Voice Mail #2,Rent (musical),100.0,libretto,Rent (musical),100.0,Voice Mail #3,Rent (musical),100.0
3909,when was the titanic started to be built,['31 March 1909'],RMS Titanic,"1909, 31 May 1911, 1953","{'1909': 'RMS Titanic', '31 May 1911': 'RMS Titanic', '1953': 'RMS Titanic'}",0.0,1912,RMS Titanic,0.0,1908,RMS Titanic,100.0,1908,RMS Titanic,-1.0,None,None,-1.0,None,None,101.0
3910,who is darrell brother in the walking dead,['Merle Dixon'],Merle Dixon,,None,36.787944117144235,Merle,Merle Dixon,100.0,Merle,Merle Dixon,100.0,Merle,Merle Dixon,100.0,Merle,Merle Dixon,100.0,Merle,Merle Dixon,63.212055882855765
3911,what time can you legally buy alcohol in michigan,['7 a.m.'],List of alcohol laws of the United States,,None,-1.0,None,None,-1.0,None,None,0.0,any time during their prescribed hours of operation,List of alcohol laws of the United States,100.0,any time during their prescribed hours of operation,List of alcohol laws of the United States,100.0,any time,List of alcohol laws of the United States,101.0
3912,who won game 4 of the 2000 nba finals,['Los Angeles Lakers'],2000 NBA Finals,"The Lakers, San Antonio Spurs, Lakers","{'The Lakers': '2000 NBA Finals', 'San Antonio Spurs': '2000 NBA Finals', 'Lakers': '2000 NBA Finals'}",100.0,The Lakers,2000 NBA Finals,100.0,The Lakers,2000 NBA Finals,100.0,Los Angeles Lakers,2000 NBA Finals,100.0,Los Angeles Lakers,2000 NBA Finals,100.0,Los Angeles Lakers,2000 NBA Finals,0.0
3913,where does the brazos river start and stop,['Llano Estacado'],Brazos River,"Waco, the confluence of its Salt Fork and Double Mountain Fork (which rises west of Lubbock and passes through the city) flowing 840 miles through the middle of Texas, not far to the south","{'Waco': 'Brazos River', 'the confluence of its Salt Fork and Double Mountain Fork (which rises west of Lubbock and passes through the city) flowing 840 miles through the middle of Texas': 'Brazos River', 'not far to the south': 'Brazos River'}",100.0,Waco,Brazos River,100.0,the confluence of the Salt Fork and Double Mountain Fork,Brazos River,100.0,the confluence of the Salt Fork and Double Mountain Fork,Brazos River,100.0,the confluence of the Salt Fork and Double Mountain Fork,Brazos River,100.0,the confluence of the Salt Fork and Double Mountain Fork,Brazos River,0.0
3914,number 4 in roman numerals on clock faces,"[""normally show IIII for four o'clock"", 'IV']",Roman numerals,"IIII, 500, IIII","{'IIII': 'Roman numerals', '500': 'Roman numerals'}",50.0,four o’clock,Roman numerals,100.0,four o’clock,Roman numerals,0.0,100,Roman numerals,100.0,four o'clock,Roman numerals,100.0,four o'clock,Roman numerals,100.0
3915,the general term for software that is designed to damage disable or steal data is,"['Malware , short for malicious software', 'Malware']",Malware,"malware, anti-virus, Trojan horse"" or ""trojan"". 
Broadly speaking, a Trojan horse","{'malware': 'Malware', 'anti-virus': 'Malware', 'Trojan horse"" or ""trojan"". \nBroadly speaking, a Trojan horse': 'Malware'}",100.0,Malware,Malware,100.0,malware,Malware,100.0,Malware,Malware,100.0,Malware,Malware,100.0,Malware,Malware,0.0
3916,who did america declare war on in ww1,['Austria - Hungary'],American entry into World War I,,None,0.0,Austria-Hungary,American entry into World War I,100.0,Austria-Hungary,American entry into World War I,100.0,Austria-Hungary,American entry into World War I,100.0,Austria-Hungary,American entry into World War I,0.0,Germany,American entry into World War I,100.0
3917,tools made from high-speed tool steel are generally used for what type of machining operations,['milling'],Milling (machining),,None,0.0,toolroom work,Milling (machining),100.0,toolroom work,Milling (machining),100.0,toolroom work,Milling (machining),100.0,toolroom work,Milling (machining),100.0,toolroom work,Milling (machining),100.0
3918,when does a currency transaction report need to be filed,"['each deposit , withdrawal , exchange of currency , or other payment or transfer , by , through , or to the financial institution which involves a transaction in currency of more than $10,000', 'for each deposit , withdrawal , exchange of currency , or other payment or transfer , by , through , or to the financial institution which involves a transaction in currency of more than $10,000', 'a transaction in currency of more than $10,000']",Currency transaction report,"each deposit, withdrawal, exchange of currency, or other payment or transfer, by, through, or to the financial institution which involves a transaction in currency of more than $10,000, Once a customer presents or asks to withdraw more than $10,000 in currency, April 1996","{'each deposit, withdrawal, exchange of currency, or other payment or transfer, by, through, or to the financial institution which involves a transaction in currency of more than $10,000': 'Currency transaction report', 'Once a customer presents or asks to withdraw more than $10,000 in currency': 'Currency transaction report', 'April 1996': 'Currency transaction report'}",100.0,April 1996,Currency transaction report,100.0,April 1996,Currency transaction report,100.0,"each deposit, withdrawal, exchange of currency, or other payment or transfer, by, through, or to the financial institution which involves a transaction in currency of more than $10,000",Currency transaction report,-1.0,None,None,100.0,"each deposit, withdrawal, exchange of currency, or other payment or transfer, by, through, or to the financial institution which involves a transaction in currency of more than $10,000",Currency transaction report,101.0
3919,who played jason in friday the 13th the final chapter,['Ted White'],Friday the 13th: The Final Chapter,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
3920,who played kelly taylor's mom on 90210,['Ann Gillespie'],Kelly Taylor (90210),"Jennie Garth, Valerie, Jason Priestley's Brandon and Luke Perry","{'Jennie Garth': 'Kelly Taylor (90210)', 'Valerie': 'Kelly Taylor (90210)', ""Jason Priestley's Brandon and Luke Perry"": 'Kelly Taylor (90210)'}",100.0,Jennie Garth,Kelly Taylor (90210),100.0,Jennie Garth,Kelly Taylor (90210),100.0,Jennie Garth,Kelly Taylor (90210),-1.0,None,None,-1.0,None,None,101.0
3921,who does the voice of alistair in dragon age,['Steve Valentine'],Alistair (Dragon Age),,None,100.0,Steve Valentine,Alistair (Dragon Age),100.0,Steve Valentine,Alistair (Dragon Age),100.0,Steve Valentine,Alistair (Dragon Age),100.0,Steve Valentine,Alistair (Dragon Age),100.0,Steve Valentine,Alistair (Dragon Age),0.0
3922,what nfl coach has the most wins ever,"['Shula , Don', 'Don Shula']",List of National Football League head coaches with 50 wins,,None,0.0,Bill Belichick,List of National Football League head coaches with 50 wins,100.0,Bill Belichick,List of National Football League head coaches with 50 wins,0.0,George Halas,List of National Football League head coaches with 50 wins,-1.0,None,None,-1.0,None,None,101.0
3923,which is the only test playing nation that india has never beat in t20,['Scotland'],India national cricket team record by opponent,,None,0.0,England,India national cricket team record by opponent,100.0,England,India national cricket team record by opponent,100.0,England,India national cricket team record by opponent,100.0,England,India national cricket team record by opponent,100.0,England,India national cricket team record by opponent,100.0
3924,who starred in the tv show even stevens,['Shia LaBeouf'],Even Stevens,"Louis Driscoll, Lizzie McGuire, Louis and his friends remain in the 7th grade and Ren and her friends remain in the 8th grade. They all finally graduate in The Even Stevens Movie.
As of September 2006, ""Even Stevens"" along with ""Lizzie McGuire","{'Louis Driscoll': 'Even Stevens', 'Lizzie McGuire': 'Even Stevens', 'Louis and his friends remain in the 7th grade and Ren and her friends remain in the 8th grade. They all finally graduate in The Even Stevens Movie.\nAs of September 2006, ""Even Stevens"" along with ""Lizzie McGuire': 'Even Stevens'}",100.0,Shia LaBeouf,Even Stevens,100.0,Shia LaBeouf,Even Stevens,100.0,Shia LaBeouf,Even Stevens,100.0,Shia LaBeouf,Even Stevens,100.0,Shia LaBeouf,Even Stevens,0.0
3925,when did all night long come out lionel richie,"['August 31 , 1983', '1983']",All Night Long (All Night),1983,{'1983': 'All Night Long (All Night)'},100.0,1983,All Night Long (All Night),100.0,1983,All Night Long (All Night),100.0,1983,All Night Long (All Night),100.0,1983,All Night Long (All Night),100.0,1983,All Night Long (All Night),0.0
3926,who played major hochstetter in hogan's heroes,"['Howard Caine ( born Howard Cohen', 'Howard Caine']",Howard Caine,Howard Cohen,{'Howard Cohen': 'Howard Caine'},100.0,Howard Caine,Howard Caine,100.0,Howard Caine,Howard Caine,100.0,Howard Caine,Howard Caine,100.0,Howard Caine,Howard Caine,100.0,Howard Caine,Howard Caine,0.0
3927,what is property of a system in thermodynamics,"['any property that is measurable , and whose value describes a state of a physical system']",List of thermodynamic properties,fluids,{'fluids': 'List of thermodynamic properties'},0.0,"systems do not ""contain"" heat, but can ""transfer"" heat",List of thermodynamic properties,100.0,"systems do not ""contain"" heat, but can ""transfer"" heat",List of thermodynamic properties,100.0,"systems do not ""contain"" heat, but can ""transfer"" heat",List of thermodynamic properties,-1.0,None,None,100.0,"systems do not ""contain"" heat, but can ""transfer"" heat",List of thermodynamic properties,101.0
3928,who is the song diamonds and rust about,['Bob Dylan'],Diamonds & Rust (song),,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
3929,who played the oldest brother in 7th heaven,['Barry Watson'],List of 7th Heaven characters,"George Stults, Matt, Barry Watson","{'George Stults': 'List of 7th Heaven characters', 'Matt': 'List of 7th Heaven characters', 'Barry Watson': 'List of 7th Heaven characters'}",0.0,Ronald,List of 7th Heaven characters,100.0,Ronald,List of 7th Heaven characters,100.0,Ronald,List of 7th Heaven characters,100.0,Ronald,List of 7th Heaven characters,100.0,Ronald,List of 7th Heaven characters,100.0
3930,bacterial cell walls are made rigid by the presence of,"['Peptidoglycan , also known as murein', 'Peptidoglycan']",Peptidoglycan,"transpeptidase, pseudopeptidoglycan, Peptidoglycan","{'transpeptidase': 'Peptidoglycan', 'pseudopeptidoglycan': 'Peptidoglycan', 'Peptidoglycan': 'Peptidoglycan'}",100.0,Peptidoglycan,Peptidoglycan,100.0,Peptidoglycan,Peptidoglycan,100.0,Peptidoglycan,Peptidoglycan,-1.0,None,None,100.0,Peptidoglycan,Peptidoglycan,101.0
3931,what city was zeus the patron god of,['Elis'],Greek city-state patron gods,,None,0.0,Olympia,Greek city-state patron gods,0.0,city-state,Greek city-state patron gods,100.0,city-state,Greek city-state patron gods,0.0,Acropolis,Greek city-state patron gods,100.0,city-state,Greek city-state patron gods,100.0
3932,where was the war of the planet of the apes filmed,"['Lower Mainland in Vancouver', 'the Kananaskis']",War for the Planet of the Apes,,None,-1.0,None,None,100.0,Vancouver,War for the Planet of the Apes,0.0,United States and Canada,War for the Planet of the Apes,100.0,United States and Canada,War for the Planet of the Apes,100.0,Kananaskis,War for the Planet of the Apes,101.0
