,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
4102,when was the last time the jets won a playoff game,['2010'],History of the New York Jets,0.0,1969,New York Jets,0.0,1966,New York Jets,0.0,1966,New York Jets,0.0,1966,New York Jets,0.0,"December 14, 1963",New York Jets,0.0,1966,New York Jets,0.0
4103,what were rough riders in the spanish american war,"['the 1st United States Volunteer Cavalry', 'the 1st United States Volunteer Cavalry , one of three such regiments raised in 1898 for the Spanish -- American War and the only one of the three to see action', 'a nickname given to the 1st United States Volunteer Cavalry']",Rough Riders,38.23529411764706,Rough Riders is a 1997 four hour television miniseries about Theodore Roosevelt and the regiment (the 1st US Volunteer Cavalry; aka the Rough Riders) he raised to fight in the Spanish-American War of 1898,Rough Riders (film),63.406048637046375,one of three such regiments raised in 1898 for the Spanish-American War and the only one of the three to see action,Rough Riders,30.326532985631673,Riders of the Range,Paul Carpenter (actor),63.406048637046375,one of three such regiments raised in 1898 for the Spanish–American War and the only one of the three to see action,Rough Riders,89.47368421052632,one of three such regiments raised in 1898 for the Spanish–American War and the only one to see combat,Rough Riders,89.47368421052632,one of three such regiments raised in 1898 for the Spanish–American War and the only one to see combat,Rough Riders,59.14715122489464
4104,colby chees is named after a town in what state,['Wisconsin'],Colby cheese,100.0,Wisconsin,Colby cheese,100.0,Wisconsin,Colby cheese,100.0,Wisconsin,Colby cheese,100.0,Wisconsin,Colby cheese,100.0,Wisconsin,Colby cheese,100.0,Wisconsin,Colby cheese,0.0
4105,where do carpenter ants live in the world,['indigenous to many forested parts of the world'],Carpenter ant,11.111111111111109,some 500 species of carpenter bee in 31 subgenera,Carpenter bee,12.500000000000004,northern regions of Jammu and Kashmir and Punjab,Carpenter bee,12.500000000000004,northern regions of Jammu and Kashmir and Punjab,Carpenter bee,12.500000000000004,northern regions of Jammu and Kashmir and Punjab,Carpenter bee,71.65313105737893,many forested parts of the world,Carpenter ant,71.65313105737893,many forested parts of the world,Carpenter ant,60.54201994626782
4106,who devised the fingerprint classification still used today in europe and the us,['Hem Chandra Bose'],Henry Classification System,0.0,Henry is a male given name and a surname.,Henry,0.0,naturalists,Henryi,0.0,naturalists,Henryi,0.0,naturalists,Henryi,0.0,naturalists,Henryi,0.0,naturalists,Henryi,0.0
4107,where are the highest average incomes found in north america,['Virginia'],List of highest-income counties in the United States,1.4492753623188401,"Virginia 15, Maryland 9, California 8, New Jersey 8, Colorado 6, Georgia 6, Illinois 6, Minnesota 5, New York 5, Texas 5, Alaska 3, Connecticut 3, Ohio 3, Pennsylvania 3, Wisconsin 3, Massachusetts 2, Michigan 2, Indiana 1, Kansas 1, Kentucky 1, Missouri 1, New Hampshire 1, New Mexico 1, Tennessee 1, Utah 1. Twenty-five states do not have any counties in the top 100.
""United States of America: $41,994",Highest-income counties in the United States,0.0,North Dakota,List of lowest-income counties in the United States,0.0,"100 counties with lowest per capita income.
""United States of America: $46,049",List of lowest-income counties in the United States,0.0,North Carolina,List of highest-income counties in the United States,0.0,Washington metropolitan area and the New York metropolitan area,List of highest-income counties in the United States,0.0,North Carolina 2,List of highest-income counties in the United States,1.4492753623188401
4108,who plays lady talisa in game of thrones,"['Oona Chaplin', 'Oona Castilla Chaplin']",Oona Chaplin,0.0,Gloria Swanson,Gloria Swanson,0.0,Marshall,Niní Marshall,0.0,Blondie Bumstead,Penny Singleton,0.0,Blondie Bumstead,Penny Singleton,0.0,Nagercoil Sudalaimuthu Krishnan,N. S. Krishnan,0.0,Kalaivanar,N. S. Krishnan,0.0
4109,where does route 66 start on the west coast,"['in Santa Monica', 'Santa Monica on the Pacific Ocean']",U.S. Route 66 in California,14.285714285714285,Route 66 never ran to the coast,U.S. Route 66,0.0,east of Pasadena,U.S. Route 66 in California,32.749230123119276,Santa Monica to San Bernardino,U.S. Route 66 in California,60.653065971263345,Santa Monica,U.S. Route 66 in California,100.0,Santa Monica on the Pacific Ocean,U.S. Route 66 in California,100.0,Santa Monica on the Pacific Ocean,U.S. Route 66 in California,100.0
4110,who plays carrie's boss on king of queens,"['Doug Pruzan', 'Alex Skuby']",The King of Queens,0.0,King's,Kings,0.0,King of All Kings,King of All Kings,0.0,King of All Kings,King of All Kings,0.0,King of All Kings,King of All Kings,0.0,King of All Kings,King of All Kings,0.0,King of All Kings,King of All Kings,0.0
4111,when did the newest macbook pro come out,"['October 27 , 2016', 'June 5 , 2017']",MacBook Pro,0.0,January 10 2006,MacBook Pro,23.88437701912631,"October 22, 2013",Mac Pro,0.0,"December 19, 2013",Mac Pro,23.88437701912631,"June 10, 2013",Mac Pro,0.0,"November 13, 2019",MacBook Pro,23.88437701912631,"June 3, 2019",Mac Pro,23.88437701912631
4112,what episode does lori die on the walking dead,"['Killer Within', ""`` Killer Within ''""]",Lori Grimes,0.0,"Aoibhinn Grimes (born August 30, 1976 in Kelowna, British Columbia) is a former field hockey forward from Canada, who earned a total number of hundred international caps for the Canadian Women's National Team during her career. On national level she played for University of Victoria Vikes.",Aoibhinn Grimes,0.0,Prison,Lori Grimes,0.0,"Off-camera, the sound of a shot",Lori Grimes,0.0,"""Pretty Much Dead Already"".",Lori Grimes,0.0,Lori [was] eliminated,Lori Grimes,0.0,in the prison,Lori Grimes,0.0
4113,who is the girl that played darlene in roseanne,"['Sara Gilbert', 'Sara Gilbert ( born Sara Rebecca Abeles']",Sara Gilbert,0.0,Gianna Rolandi,Gianna Rolandi,50.0,Sara Allen,Sara Smile,36.787944117144235,Sara,Sara (Starship song),50.0,Sara Allen,Sara Smile,50.0,Sara Allen,Sara Smile,0.0,Alyson Cambridge,Alyson Cambridge,50.0
4114,what type of joint connects the incus with the malleus,"['synovial joint', 'Incudomalleolar joint ( more correctly called incudomallear joint ) or articulatio incudomallearis', 'incudomallear joint', 'a small synovial joint', 'synovial']",Incudomalleolar joint,50.0,glenohumeral joint,Glenohumeral joint,100.0,Incudomalleolar joint,Incudomalleolar joint,100.0,Incudomalleolar joint,Incudomalleolar joint,100.0,Incudomalleolar joint,Incudomalleolar joint,100.0,Incudomalleolar joint,Incudomalleolar joint,100.0,Incudomalleolar joint,Incudomalleolar joint,50.0
4115,who was the first elected president of pakistan,"['Iskander Mirza', 'JB Talha Khan']",List of Presidents of Pakistan,50.0,Iskandar Mirza,President of Pakistan,100.0,Iskander Mirza,List of Presidents of Pakistan,100.0,Iskander Mirza,List of Presidents of Pakistan,100.0,JB Talha Khan,List of Presidents of Pakistan,100.0,Iskander Mirza,List of presidents of Pakistan,100.0,Iskander Mirza,List of presidents of Pakistan,50.0
4116,who came first second and third on the grand national,['Tiger Roll'],List of Grand National first four placings,0.0,Peter Simple,1841 Grand National,0.0,"the first, second, third and fourth-placed runners",List of Grand National first four placings,0.0,"the first, second, third and fourth-placed runners",List of Grand National first four placings,0.0,"the first, second, third and fourth-placed runners",List of Grand National first four placings,0.0,"the first, second, third and fourth-placed runners",List of Grand National first four placings,0.0,"the first, second, third and fourth-placed runners",List of Grand National first four placings,0.0
4117,what is the account number of airtel payment bank,"['Your Airtel mobile number is also your account number', 'Your Airtel mobile number']",Airtel Payments Bank Limited,0.0,AirAsia,AirAsia,1.2987012987012982,"Core business.
3G.
On 19 May 2010, the 3G spectrum auction in India ended. Aircel paid 65,000 million for spectrum in 13 circles: Andhra Pradesh, Assam, Bihar, Jammu &amp; Kashmir, Karnataka, Kolkata, Madhya Pradesh and Chhattisgarh, North East, Orissa, Punjab, Tamil Nadu, Uttar Pradesh (East) &amp; Uttarakhand and West Bengal.
Aircel has introduced new price plans for its consumers and are termed to be the cheapest in the country. Following the key players in 3G, Aircel also slashed its 3G tariff.
4G",Aircel,0.0,User Privacy,Bharti Airtel,100.0,Your Airtel mobile number is also your account number,Airtel Payments Bank Limited,12.500000000000004,Airtel Payments Bank is a joint venture between Bharti Airtel Ltd. and Kotak Mahindra Bank Ltd..,Airtel Payments Bank,23.88437701912631,Airtel Payments Bank,Airtel Payments Bank,100.0
4118,when did little polveir win the grand national,['1989'],List of Grand National winners,0.0,The list below shows the Champion Jockey and the number of winners for each year since 1840.,British flat racing Champion Jockey,0.0,1836–38,List of Grand National first four placings,0.0,1836–38,List of Grand National first four placings,0.0,1836–38,List of Grand National first four placings,0.0,1836–38,List of Grand National first four placings,0.0,1836–38,List of Grand National first four placings,0.0
4119,who sings find out who your friends are with tracy lawrence,"['Tim McGraw and Kenny Chesney', 'Tim McGraw']",Find Out Who Your Friends Are,100.0,McGraw and Chesney,Find Out Who Your Friends Are,100.0,Tim McGraw and Kenny Chesney,Find Out Who Your Friends Are,100.0,Tim McGraw and Kenny Chesney,Find Out Who Your Friends Are,100.0,McGraw and Chesney,Find Out Who Your Friends Are,100.0,McGraw and Chesney,Find Out Who Your Friends Are,100.0,McGraw and Chesney,Find Out Who Your Friends Are,0.0
4120,who did the original spirit in the sky,['Norman Greenbaum'],Spirit in the Sky,100.0,Norman Greenbaum,Spirit in the Sky,100.0,Norman Greenbaum,Spirit in the Sky,100.0,Norman Greenbaum,Spirit in the Sky (disambiguation),100.0,Norman Greenbaum,Spirit in the Sky (disambiguation),100.0,Norman Greenbaum,Spirit in the Sky,100.0,Norman Greenbaum,Spirit in the Sky,0.0
4121,who was elected president in mexico in 2000,['Vicente Fox'],"Mexican general election, 2000",100.0,Vicente Fox,"Mexican general election, 2000",6.666666666666667,Fox the first president elected from an opposition party since Francisco I. Madero in 1910,"Mexican general election, 2000",6.666666666666667,Fox the first president elected from an opposition party since Francisco I. Madero in 1910,"Mexican general election, 2000",6.666666666666667,Fox the first president elected from an opposition party since Francisco I. Madero in 1910,"Mexican general election, 2000",100.0,Vicente Fox,2000 Mexican general election,2.0,"Vicente Fox of the Alliance for Change, who received 43.4% of the vote, the first time the opposition had won an election since the Mexican Revolution. In the Congressional elections the Alliance for Change emerged as the largest faction in the Chamber of Deputies with 224 of the 500 seats, whilst the Institutional Revolutionary Party remained the largest faction in the Senate with 60 of the 128 seats in the Senate. Voter turnout was between 63 and 64% in the elections.
This historically significant election made Fox the first president elected from an opposition party since Francisco I. Madero in 1910",2000 Mexican general election,98.0
4122,how many seasons of the blacklist are there on netflix,"['1 -- 5 in the United States', 'seasons 1 -- 5 in the United States , 1 -- 4 in Australia , Latin America , Finland , Switzerland , Germany , Sweden , The Netherlands , and Canada', 'seasons 1 -- 5 in the United States']",The Blacklist (TV series),0.0,2003,Blacklist (novel),0.0,82,The Blacklist (TV series),0.0,first,The Blacklist (TV series),0.0,third,The Blacklist (TV series),0.0,1–7,The Blacklist (TV series),0.0,1–8,The Blacklist (TV series),0.0
4123,who was mr.owen in and then there were none,['Justice Lawrence John Wargrave'],And Then There Were None,0.0,several people summoned to an island retreat by a mysterious stranger,And Then There Were None (1945 film),-1.0,None,None,-1.0,None,None,0.0,Agatha Christie.,And Then There Were None (disambiguation),0.0,Ten Little Niggers,And Then There Were None (disambiguation),0.0,Ten Little Niggers,And Then There Were None (disambiguation),1.0
4124,who has won more national championships michigan or ohio state,['Michigan'],Michigan–Ohio State football rivalry,0.0,Ohio State,Michigan-Ohio State rivalry,0.0,Ohio State,Michigan–Ohio State football rivalry,0.0,1948,Michigan–Ohio State football rivalry,33.33333333333333,Michigan State–Ohio State,Michigan State–Ohio State football rivalry,0.0,Ohio State,Michigan–Ohio State football rivalry,0.0,Ohio State,Michigan–Ohio State football rivalry,33.33333333333333
4125,when was the last time a hurricane hit massachusetts,"['November 3 , 2007', 'September 19 - 22 , 2017 -- Tropical Storm Jose']",List of New England hurricanes,23.88437701912631,September of 1996,List of New England hurricanes,0.0,1991,List of New England hurricanes,0.0,1991,List of New England hurricanes,0.0,1991,List of New England hurricanes,0.0,1991,List of New England hurricanes,0.0,1991,List of New England hurricanes,23.88437701912631
4126,who is known as the father of indian constitution,['Bhimrao Ramji Ambedkar'],B. R. Ambedkar,0.0,Hrishikesh Mukherjee,Hrishikesh Mukherjee,0.0,Bhalchandra Mungekar,Bhalchandra Mungekar,0.0,Dr Bhalchandra Mungekar,Bhalchandra Mungekar,30.326532985631673,Babasaheb Ambedkar,Dr. B.R. Ambedkar (film),33.33333333333333,B. R. Ambedkar,Dr. Babasaheb Ambedkar (film),33.33333333333333,B. R. Ambedkar,Dr. B. R. Ambedkar (film),33.33333333333333
4127,when did the sims 4 toddlers come out,"['January 12 , 2017', 'January 2017', 'the January 2017 patch']",The Sims 4,25.0,the early- to mid-1990s,The Sims,0.0,"September 2, 2014",The Sims 4,0.0,"September 2, 2014",The Sims 4,100.0,January 2017,The Sims 4,100.0,January 2017,The Sims 4,36.787944117144235,2017,The Sims 4,100.0
4128,in a deep mine temperatures increase with depth at the rate of,"['25 -- 30 ° C / km ( 28 -- 34 ° F / mi ) of depth', '28 -- 34 ° F / mi', 'about 25 -- 30 ° C / km ( 28 -- 34 ° F / mi )']",Geothermal gradient,0.0,20 K/km or more,Geothermal gradient,0.0,20 K/km or more,Geothermal gradient,0.0,20 K/km or more,Geothermal gradient,0.0,20 K/km or more,Geothermal gradient,0.0,agricultural applications,Geothermal gradient,0.0,Variations in surface temperature,Geothermal gradient,0.0
4129,what is use case model in software engineering,['a list of actions or event steps typically defining the interactions between a role ( known in the Unified Modeling Language as an actor ) and a system to achieve a goal'],Use case,2.2160631672466775,in order to later file similar lawsuits in similar circumstances,Test case (law),0.0,J. I. Case,J. I. Case,0.0,J. I. Case,J. I. Case,0.0,J. I. Case,J. I. Case,0.0,J. I. Case,J. I. Case,0.0,J. I. Case,J. I. Case,2.2160631672466775
4130,what is the name of the shape with 100 sides,"['hecatontagon', 'hectogon']",List of polygons,0.0,polyabolo,Polyabolo,0.0,A hexagon,Hexagon (disambiguation),0.0,"triangle, quadrilateral",List of polygons,0.0,"pentagon"", ""dodecagon"". The triangle",List of polygons,0.0,triangle,List of polygons,0.0,triangle,List of polygons,0.0
4131,when does the world cup of hockey start,['2020'],World Cup of Hockey,0.0,The tournament was started in 1971,Hockey World Cup,0.0,October 1971,Hockey World Cup,0.0,The tournament was started in 1971,Hockey World Cup,0.0,October 1971,Hockey World Cup,0.0,It was held from 28 November to 16 December 2018,2018 Men's Hockey World Cup,0.0,South Korea made its debut at the World Championship,2018 IIHF World Championship,0.0
4132,who were the judges on dancing on ice 2014,['Karen Barber'],Dancing on Ice,22.22222222222222,"Nicky Slater, Jason Gardiner, Karen Barber and Robin Cousins",Dancing on Ice,0.0,Phillip Schofield and Christine Bleakley,Dancing on Ice,18.181818181818183,"Robin Cousins, Ruthie Henshall, Jason Gardiner, Karen Barber and Nicky Slater",Dancing on Ice,12.500000000000004,"Robin Cousins, Ruthie Henshall, Jason Gardiner, Karen Barber and Nicky Slater. Holly Willoughby and Phillip Schofield",Dancing on Ice,25.0,Robin Cousins and Barber,Dancing on Ice,18.181818181818183,"Robin Cousins, Ruthie Henshall, Jason Gardiner, Karen Barber and Nicky Slater",Dancing on Ice,25.0
4133,where does some like it hot take place,['Chicago'],Some Like It Hot,0.0,ugly,Hot girls,0.0,Hot Hot Hot,Hot Hot Hot,0.0,Hot Hot Hot,Hot Hot Hot,0.0,Hot Hot Hot,Hot Hot Hot,0.0,physical attraction,HOTS,0.0,physical attraction,HOTS,0.0
4134,what is the minimum size of a udp datagram,['8 bytes'],User Datagram Protocol,0.0,"one-way"" pattern",Message Exchange Pattern,25.0,2 bytes (16 bits).,User Datagram Protocol,50.0,2 bytes,User Datagram Protocol,25.0,2 bytes (16 bits).,User Datagram Protocol,25.0,2 bytes (16 bits).,User Datagram Protocol,25.0,2 bytes (16 bits).,User Datagram Protocol,50.0
4135,when was the last time the seattle seahawks won the superbowl,['2013'],Seattle Seahawks,0.0,1988,Seattle Seahawks,0.0,1983,Seattle Seahawks,0.0,1983,Seattle Seahawks,0.0,"February 2, 2014",Seattle Seahawks,100.0,2013,Seattle Seahawks,0.0,2014,Seattle Seahawks,100.0
4136,who plays young voldemort in the half blood prince,['Hero Beauregard Fiennes - Tiffin'],Hero Fiennes-Tiffin,0.0,Philip Whitchurch,My Hero (TV series),0.0,James Dreyfus,My Hero (UK TV series),0.0,James Dreyfus,My Hero (UK TV series),0.0,James Dreyfus,My Hero (UK TV series),0.0,Finlay Stroud,My Hero (British TV series),0.0,James Dreyfus,My Hero (British TV series),0.0
4137,when did goku first go super saiyan 4,"['Dragon Ball GT', 'During his epic battle with Frieza']",Goku,0.0,2001,Go (2001 film),0.0,1996,Goku,0.0,He came in first in the magazine's 1995 poll,Goku,0.0,1996,Goku,0.0,"January 7, 1967",Gokū no Daibōken,0.0,"January 7, 1967",Gokū no Daibōken,0.0
4138,what happens to vanessa at the end of gossip girl,"[""received an SMS which reveals that Dan was `` Gossip Girl ''""]",Vanessa Abrams,1.2820512820512822,"Camille Winbush's burgeoning list of credits include a lead role in an Artisan Entertainment film, """" with Forest Whitaker, an appearance with Arnold Schwarzenegger in ""Eraser"" and Hollywood Pictures' ""Dangerous Minds"" with Michelle Pfeiffer.
In addition, she has had a recurring role on ""7th Heaven"" and co-starring roles on ""That's Life"", ""The Norm Show"", ""NYPD Blue"" and ""Any Day Now"", to name a few. She also guest starred in Disney's musical production of ""Geppetto"" and sang on the soundtrack.",Camille Winbush,0.0,She says what she thinks,Jessica Szohr,0.0,2007–12,Jessica Szohr,0.0,2007–12,Jessica Szohr,0.0,2007–2012,Jessica Szohr,7.1428571428571415,"acting career. She told ""Seventeen"" magazine that she ""almost moved home like five times.""",Jessica Szohr,7.1428571428571415
4139,who is playing halftime at the pro bowl,['Jordan Fisher'],2018 Pro Bowl,0.0,"players and coaches to go for big offensive plays.
With a large portion of the competitive nature of the game removed, players and the media",Pro Bowl,0.0,two team captains,Pro Bowl,0.0,"The players are picked in a televised ""schoolyard pick""",Pro Bowl,0.0,The AFC,2018 Pro Bowl,100.0,Jordan Fisher,2018 Pro Bowl,100.0,Jordan Fisher,2018 Pro Bowl,100.0
4140,who did corbin dance with on dancing with the stars,['Karina Smirnoff'],Dancing with the Stars (U.S. season 17),0.0,Cheryl Burke,Dancing with the Stars (U.S. TV series),0.0,Robin Roberts,Dancing with the Stars (U.S. season 18),0.0,Bruno Tonioli,Dancing with the Stars (U.S. season 18),0.0,Jordan Fisher and Lindsay Arnold,Dancing with the Stars (U.S. season 25),0.0,Jordan Fisher and Lindsay Arnold,Dancing with the Stars (American season 25),0.0,Jordan Fisher and Lindsay Arnold,Dancing with the Stars (American season 25),0.0
4141,where does the skyline drive begin and end,['at an intersection with U.S. Route 340 ( US 340 ) near Front Royal'],Skyline Drive,0.0,from Swift Run Gap to Rockfish Gap,Skyline Drive,0.0,"Tochigi Plant (Kaminokawa-machi, Kawachi-gun, Tochigi prefecture).",Nissan Skyline,2.05212496559747,Nissan Gallery at Ginza,Nissan Skyline,2.05212496559747,Nissan Gallery at Ginza,Nissan Skyline,0.0,"West Duluth, Morganpark, Smithville, Riverside, and Gary-New Duluth",Skyline Parkway,0.0,"West Duluth, Morganpark, Smithville, Riverside, and Gary-New Duluth",Skyline Parkway,2.05212496559747
4142,when did the military plane crash in mississippi,"['July 10 , 2017', 'around 4 P.M. on Monday , July 10 , 2017', 'Monday , July 10 , 2017']",2017 United States Marine Corps KC-130 crash,0.0,April 16,EC-121 shootdown incident,0.0,"April 15, 2009",1969 EC-121 shootdown incident,0.0,"January 14, 2016",2016 U.S. Marine helicopter collision,50.0,"Monday, July 10, 2017",2017 United States Marine Corps KC-130 crash,71.65313105737893,10 July 2017,2017 United States Marine Corps KC-130 crash,71.65313105737893,10 July 2017,2017 United States Marine Corps KC-130 crash,71.65313105737893
4143,when did they stop using aluminum wiring in ontario,['mid-1970s'],Aluminum building wiring,0.0,1972,Aluminium wire,100.0,mid-1970s,Aluminum wire,100.0,mid-1970s,Aluminum wire,100.0,mid-1970s,Aluminum building wiring,100.0,mid-1970s,Aluminum building wiring,100.0,mid-1970s,Aluminum building wiring,100.0
4144,who is the girl on parle g biscuit pack,['an illustration by Everest creative Maganlal Daiya back in the 1960s'],Parle-G,0.0,Marie Perregaux,Girard-Perregaux,0.0,Parle-moi,Parle-moi,0.0,Parle-moi,Parle-moi,0.0,Parle-moi,Parle-moi,0.0,Parle-moi,Parle-moi,0.0,Parle-moi,Parle-moi,0.0
4145,who is going to host the 2018 winter olympics,"['Pyeongchang County , South Korea', 'South Korea']",2018 Winter Olympics,0.0,"The 2018 Winter Olympics, officially known as the XXIII Olympic Winter Games, will be celebrated in 2018, and are an international winter sports athletic event that has yet to be organized by the International Olympic Committee (IOC).",2018 Winter Olympics,66.66666666666666,"Pyeongchang, South Korea",2018 Winter Olympics,66.66666666666666,"PyeongChang, South Korea",2018 Winter Olympics,33.33333333333333,Pyeongchang Olympic Stadium,2018 Winter Olympics,36.787944117144235,Pyeongchang,2018 Winter Olympics,100.0,South Korea,2018 Winter Olympics,100.0
4146,who has the most goals in soccer 2018,['Ali Daei'],List of men's footballers with 50 or more international goals,0.0,Men,List of football (soccer) players with 100 or more caps,0.0,tied 6th,List of footballers with 50 or more international goals,0.0,USA and Germany,List of footballers with 100 or more caps,100.0,Ali Daei,List of men's footballers with 50 or more international goals,0.0,"Ahmed Mubarak of Oman with 179 caps as of 30 June 2020.
Caps.",List of men's footballers with 100 or more international caps,0.0,"Harry Kane is the second-fastest to 100 goals, doing so in 141 games. At 23 years and 133 days, Michael Owen is the youngest player to reach the hundred goal milestone. Didier Drogba was the first African player to join the list with Mohamed Salah to follow in September 2021 becoming the 30th player in history to join.
Players.",List of footballers with 100 or more Premier League goals,100.0
4147,this type of nuclear decay effectively turns a proton into a neutron,"['beta decay', 'beta decay ( β - decay )']",Beta decay,50.0,β+ decay,Beta decay,100.0,beta decay,Beta decay,100.0,beta decay,Beta decay,100.0,beta decay,Beta decay,66.66666666666666,negative beta decay,Beta decay,66.66666666666666,negative beta decay,Beta decay,50.0
4148,what event marks the beginning of the great depression,"['the stock market crash of October 29 , 1929 ( known as Black Tuesday )', 'a major fall in stock prices that began around September 4 , 1929', 'the stock market crash of October 29 , 1929', 'after a major fall in stock prices that began around September 4 , 1929 , and became worldwide news with the stock market crash of October 29 , 1929']",Great Depression,69.00333109719925,"the stock market crash on October 29, 1929, known as Black Tuesday",Great Depression,56.25,"sudden devastating collapse of US stock market prices on October 29, 1929, known as Black Tuesday",Great Depression,21.487859764514255,the Crash of 1929,Great Depression,44.124845129229776,sudden devastating collapse of U.S. stock market prices,Great Depression,44.124845129229776,sudden devastating collapse of U.S. stock market prices,Great Depression,63.63636363636363,"stock market crash of October 29, 1929, (known as Black Tuesday).",Great Depression,47.515471332684996
4149,what is the main source of nutrients in an estuary,"['The mixing of sea water and fresh water', 'detritus', 'sea water']",Estuary,33.33333333333333,Saltmarshes and mudflats,Thames Estuary,0.0,estuarine sandbanks,Thames Estuary,0.0,estuarine sandbanks,Thames Estuary,12.383969996431167,vascular plants and its intertidal mud habitats,Orwell Estuary,12.383969996431167,vascular plants and its intertidal mud habitats,Orwell Estuary,12.383969996431167,vascular plants and its intertidal mud habitats,Orwell Estuary,33.33333333333333
4150,where does the us men's national soccer team practice,"['National Training Center at StubHub Center in Carson , California']",United States Soccer Federation,5.578254003710746,The Home Depot Center,United States Soccer Federation,17.647058823529413,Both the senior and youth men's and women's US national teams hold regular camps at StubHub Center,United States Soccer Federation,17.647058823529413,Both the senior and youth men's and women's US national teams hold regular camps at StubHub Center,United States Soccer Federation,7.357588823428847,"With headquarters in Chicago, Illinois",United States Soccer Federation,4.3478260869565215,The United States men's national team was assembled in 1885 to play Canada in the first international match held outside the United Kingdom,United States Soccer Federation,0.0,Dignity Health Sports Park,United States Soccer Federation,17.647058823529413
4151,where does a brisket come from on a cow,"['the breast or lower chest', 'breast or lower chest']",Brisket,0.0,Brisk,Brisk,0.0,Brisk,Brisk,0.0,Brisk,Brisk,0.0,Brisk,Brisk,0.0,Brisk,Brisk,0.0,Brisk,Brisk,0.0
4152,when did to kill a mockingbird become popular,['1960'],To Kill a Mockingbird,100.0,1960,Harper Lee,0.0,Atticus has become something of a folk hero in legal circles,To Kill a Mockingbird,33.33333333333333,"July 11, 1960",To Kill a Mockingbird,0.0,"It was immediately successful, winning the Pulitzer Prize",To Kill a Mockingbird,0.0,"The novel has never been out of print in hardcover or paperback, and has become part of the standard literature curriculum",To Kill a Mockingbird,100.0,1960,To Kill a Mockingbird (disambiguation),100.0
4153,where does water come from in new york city,['The New Croton Aqueduct'],New York City water supply system,14.285714285714285,The Croton segment is the source of some turbidity issues for the city's water,New York City water supply system,0.0,upstate water supply system,New York City water supply system,23.88437701912631,Upstate New York,New York City water supply system,0.0,local wells of the former Jamaica Water Supply Company,New York City water supply system,18.393972058572118,Croton River,New York City water supply system,0.0,"aqueducts, reservoirs, and tunnels",New York City water supply system,23.88437701912631
4154,when will the la sagrada familia be finished,"['2026', 'by 2026', '2026 -- 2028']",Sagrada Família,0.0,Sagrada Familia,Sagrada Familia (disambiguation),0.0,Sagrada Familia,Sagrada Familia (disambiguation),0.0,"Sagrada Familia means ""Holy family"" in Spanish, and is written Sagrada Família in Catalan.",Sagrada Familia (disambiguation),0.0,"Sagrada Familia means ""Holy family"" in Spanish, and is written Sagrada Família in Catalan.",Sagrada Familia (disambiguation),0.0,"Sagrada Familia means ""Holy family"" in Spanish, and is written Sagrada Família in Catalan.",Sagrada Familia (disambiguation),0.0,"Sagrada Familia means ""Holy Family"" in Spanish, and is written Sagrada Família in Catalan.",Sagrada Familia (disambiguation),0.0
4155,who wrote the theme song for the winter olympics,['Leo Arnaud'],Leo Arnaud,0.0,Michel Sénéchal,Michel Sénéchal,0.0,Serge Merlin,Serge Merlin,0.0,Serge Merlin,Serge Merlin,0.0,Serge Merlin,Serge Merlin,0.0,Yvan Chiffre,Yvan Chiffre,0.0,Yvan Chiffre,Yvan Chiffre,0.0
4156,how long were the pyramids the tallest structure,"['over 3,800', 'over 3,800 years , until the construction of Lincoln Cathedral in 1300', 'over 3,800 years']",History of the world's tallest buildings,0.0,height,List of tallest ancient structures,100.0,"over 3,800 years",History of the tallest buildings in the world,100.0,"over 3,800 years",History of the tallest buildings in the world,100.0,"over 3,800 years",History of the world's tallest buildings,100.0,"over 3,800 years",History of the world's tallest buildings,100.0,"over 3,800 years",List of tallest buildings,100.0
4157,which of these mountain ranges in india's longest railway tunnel constructed,['the Pir Panjal Range in Jammu and Kashmir'],Pir Panjal Range,18.887560283756187,Pir Panjal Range,Pir Panjal Range,35.826565528689464,Pir Panjal range of the Himalayas,Pir Panjal Range,24.767939992862335,Ravi on one side and the Chenab,Pir Panjal Range,35.826565528689464,Pir Panjal range of the Himalayas,Pir Panjal Range,35.826565528689464,Pir Panjal range of the Himalayas,Pir Panjal Range,12.591706855837456,Pir Panjal mountain,Pir Panjal Range,23.234858672852006
4158,what year did bennie and the jets come out,"['1973', '4 February 1974', 'in 1973', '1974']",Bennie and the Jets,100.0,1973,Bennie and the Jets,100.0,1973,Bennie and the Jets,100.0,1973,Bennie and the Jets,100.0,1973,Bennie and the Jets,100.0,1974,Bennie and the Jets,100.0,1974,Bennie and the Jets,0.0
4159,who plays rachel on jessie punch dumped love,['Isabella Palmieri'],List of Jessie episodes,0.0,Rachel Lills,Jessie (Pokémon),0.0,Debby Ryan,List of Jessie episodes,0.0,Debby Ryan,List of Jessie episodes,0.0,Debby Ryan,List of Jessie episodes,0.0,Debby Ryan,List of Jessie episodes,0.0,Debby Ryan,List of Jessie episodes,0.0
