,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
3143,who plays grace in the secret life of the american teenager,['Megan Park'],Megan Park,-1.0,None,None,100.0,Megan Park,Megan Park,100.0,Megan Park,Megan Park,100.0,Megan Park,Megan Park,100.0,Megan Park,Megan Park,100.0,Megan Park,Megan Park,101.0
3144,what is the meaning of auv in cars,['action utility vehicles'],Sport utility vehicle,33.33333333333333,sport utility vehicle,Sport utility vehicle,33.33333333333333,sport utility vehicle,Sport utility vehicle,33.33333333333333,sport utility vehicle,Sport utility vehicle,33.33333333333333,sport(s) utility vehicle,Sport utility vehicle,33.33333333333333,sport utility vehicle,Sport utility vehicle,0.0,ibody construction,Sport utility vehicle,33.33333333333333
3145,who played mr thatcher in when calls the heart,['Garwin Sanford'],When Calls the Heart,-1.0,None,None,-1.0,None,None,0.0,When Calls the Heart,When Calls the Heart,0.0,Poppy Drayton,When Calls the Heart,0.0,Erin Krakow,When Calls the Heart,0.0,Erin Krakow,When Calls the Heart,1.0
3146,who sings the whiskey ain't workin anymore,"['Travis Tritt', 'Travis Tritt and Marty Stuart']",The Whiskey Ain't Workin',-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Marty Stuart,The Whiskey Ain't Workin',-1.0,None,None,100.0,Marty Stuart,The Whiskey Ain't Workin',101.0
3147,who died doing the luge in the olympics,['Nodar Kumaritashvili'],Nodar Kumaritashvili,-1.0,None,None,66.66666666666666,Nodar David Kumaritashvili,Nodar Kumaritashvili,100.0,Nodar Kumaritashvili,Nodar Kumaritashvili,100.0,Nodar Kumaritashvili,Nodar Kumaritashvili,100.0,Nodar Kumaritashvili,Nodar Kumaritashvili,100.0,Nodar Kumaritashvili,Nodar Kumaritashvili,101.0
3148,what was the outcome of the famous 1954 case of brown v. board of education of topeka,"['declared state laws establishing separate public schools for black and white students to be unconstitutional', 'the Court declared state laws establishing separate public schools for black and white students to be unconstitutional']",Brown v. Board of Education,10.344827586206899,de jure racial segregation was ruled a violation of the Equal Protection Clause of the Fourteenth Amendment. This victory paved the way for integration and the Civil Rights Movement,Brown v. Board of Education,13.636363636363635,"The Board of Education of Topeka began to end segregation in the Topeka elementary schools in August 1953, integrating two attendance districts",Brown v. Board of Education,11.409269311835377,"declared that it would abide by the ""Brown"" ruling",Brown v. Board of Education,4.545454545454546,"""de jure"" racial segregation was ruled a violation of the Equal Protection Clause of the Fourteenth Amendment of the United States Constitution",Brown v. Board of Education,53.333333333333336,the Court ruled that U.S. state laws establishing racial segregation in public schools are unconstitutional,Brown v. Board of Education,53.333333333333336,the Court ruled that U.S. state laws establishing racial segregation in public schools are unconstitutional,Brown v. Board of Education,48.78787878787879
3149,who wrote and performed i can only imagine,"['Bart Millard', 'Christian rock band MercyMe']",I Can Only Imagine (MercyMe song),-1.0,None,None,100.0,Bart Millard,I Can Only Imagine (MercyMe song),100.0,Bart Millard,I Can Only Imagine (MercyMe song),100.0,Bart Millard,I Can Only Imagine (MercyMe song),100.0,Bart Millard,I Can Only Imagine (MercyMe song),100.0,Bart Millard,I Can Only Imagine (MercyMe song),101.0
3150,when did the last state became a state,"['August 21 , 1959', 'Hawaii']",List of U.S. states by date of admission to the Union,-1.0,None,None,0.0,between 1866 and 1870,List of U.S. states by date of admission to the Union,0.0,July 1776,List of U.S. states by date of admission to the Union,0.0,1787,List of U.S. states by date of admission to the Union,0.0,July 1776,List of U.S. states by date of admission to the Union,0.0,July 1776,List of U.S. states by date of admission to the Union,1.0
3151,what is the thickness of earth's inner core,"['a radius of about 1,220 kilometres ( 760 miles )', 'about 1,220 kilometres ( 760 miles )']",Inner core,11.809163818525366,1220 km in radius,Inner core,0.0,250 to 400 km,Inner core,26.812801841425575,"1220 kilometers, or 760 miles",Inner core,0.0,250 to 400 km,Inner core,-1.0,None,None,-1.0,None,None,27.812801841425575
3152,who sings i want to rock and roll,['Kiss'],Rock and Roll All Nite,0.0,Gene Simmons,Rock and Roll All Nite,0.0,"Poison from the soundtrack album ""Less Than Zero"" (released in 1987). It was released on a Poison album """" in 2006 and again on the cover album ""Poison'd"" in 2007.
At the start of ""Nothin' But a Good Time"" music video, Poison",Rock and Roll All Nite,0.0,Paul Stanley and Gene Simmons,Rock and Roll All Nite,0.0,Paul Stanley and Gene Simmons,Rock and Roll All Nite,0.0,Paul Stanley and Gene Simmons,Rock and Roll All Nite,0.0,Gene Simmons,Rock and Roll All Nite,0.0
3153,what is the storyline of the movie shape of water,['follows a mute custodian at a high - security government laboratory who falls in love with a captured humanoid amphibian creature'],The Shape of Water,1.9333611890944669,"La forma dell’acqua"") is a 1994 novel",The Shape of Water,-1.0,None,None,8.664723710180478,"Montalbano ""playing God"" by ignoring a gun that he finds in the beach house",The Shape of Water,0.0,The Shape of Water,The Shape of Water,75.2428199902768,a mute cleaner at a high-security government laboratory who falls in love with a captured humanoid amphibian creature,The Shape of Water,75.2428199902768,a mute cleaner at a high-security government laboratory who falls in love with a captured humanoid amphibian creature,The Shape of Water,76.2428199902768
3154,who has the most wins on around the horn,['Woody Paige'],Around the Horn,0.0,Jay Mariotti,Around the Horn,100.0,Woody Paige,Around the Horn,100.0,Woody Paige,Around the Horn,100.0,Woody Paige,Around the Horn,100.0,Woody Paige,Around the Horn,100.0,Woody Paige,Around the Horn,100.0
3155,how many champions league trophies does arsenal have,['13'],Arsenal F.C.,0.0,thirteen,Arsenal F.C.,100.0,13,Arsenal F.C.,100.0,13,Arsenal F.C.,100.0,13,Arsenal F.C.,100.0,13,Arsenal F.C.,100.0,13,Arsenal F.C.,100.0
3156,where does a girl wear an engagement ring,"['left hand ring finger', 'on the left hand ring finger']",Engagement ring,60.0,on her left-hand ring finger,Engagement ring,25.0,In the United States,Engagement ring,0.0,Western countries,Engagement ring,0.0,United States and Canada,Engagement ring,25.0,In the United States,Engagement ring,0.0,United States and Canada,Engagement ring,60.0
3157,what cities are in san joaquin county california,['Escalon'],"San Joaquin County, California",0.0,"Lodi, Manteca, Tracy and Ripon","San Joaquin County, California",0.0,Stockton and Tracy,"San Joaquin County, California",0.0,Stockton and Tracy,"San Joaquin County, California",0.0,Stockton and Tracy,"San Joaquin County, California",0.0,Stockton–Lodi–Tracy,"San Joaquin County, California",0.0,Stockton–Lodi–Tracy,"San Joaquin County, California",0.0
3158,the first element on the periodic table is,"['Hydrogen', 'hydrogen']",Periodic table,100.0,hydrogen,Periodic table,0.0,neptunium,Periodic table,100.0,hydrogen,Periodic table,100.0,hydrogen,Periodic table,0.0,neptunium,Periodic table,100.0,Hydrogen,Periodic table,100.0
3159,who owns the golden nugget casino in atlantic city,"[""Landry 's , Inc ."", ""Landry 's , Inc.""]",Golden Nugget Atlantic City,0.0,Golden Nugget Companies,Golden Nugget Atlantic City,0.0,Landry's,Golden Nugget Atlantic City,18.393972058572118,"Landry's, Inc.",Golden Nugget Atlantic City,18.393972058572118,"Landry's, Inc.",Golden Nugget Atlantic City,18.393972058572118,"Landry's, Inc.",Golden Nugget Atlantic City,18.393972058572118,"Landry's, Inc.",Golden Nugget Atlantic City,18.393972058572118
3160,when was to god be the glory written,['around 1872'],To God Be the Glory,-1.0,None,None,100.0,around 1872,To God Be the Glory,0.0,1875,To God Be the Glory,0.0,1875,To God Be the Glory,0.0,1875,To God Be the Glory,0.0,1875,To God Be the Glory,101.0
3161,where is the oculus in new york city,"['between 2 World Trade Center and 3 World Trade Center', 'located between 2 World Trade Center and 3 World Trade Center']",World Trade Center station (PATH),-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,between 2 World Trade Center and 3 World Trade Center,World Trade Center station (PATH),100.0,between 2 World Trade Center and 3 World Trade Center,World Trade Center station (PATH),100.0,between 2 World Trade Center and 3 World Trade Center,World Trade Center station (PATH),101.0
3162,billy ocean when the going gets tough movie,"['The Jewel of the Nile', 'the Michael Douglas film , The Jewel of the Nile , the sequel to the hit blockbuster film , Romancing the Stone']","When the Going Gets Tough, the Tough Get Going (song)",-1.0,None,None,22.22222222222222,"When the Going Gets Tough, the Tough Get Going","When the Going Gets Tough, the Tough Get Going (song)",22.22222222222222,"When the Going Gets Tough, the Tough Get Going","When the Going Gets Tough, the Tough Get Going (song)",20.0,The Rock 'n' Roll Years,"When the Going Gets Tough, the Tough Get Going (song)",22.22222222222222,"When the Going Gets Tough, the Tough Get Going","When the Going Gets Tough, the Tough Get Going (song)",22.22222222222222,"When the Going Gets Tough, the Tough Get Going","When the Going Gets Tough, the Tough Get Going (song)",23.22222222222222
3163,who won the 30 man royal rumble match,"['Shinsuke Nakamura', 'Randy Orton']",Royal Rumble,0.0,Stone Cold Steve Austin,Royal Rumble,0.0,Jim Duggan,Royal Rumble,36.787944117144235,Orton,Royal Rumble,0.0,Owen Hart,Royal Rumble,0.0,The winner of the event is the last wrestler remaining after all others have been eliminated,Royal Rumble,0.0,The winner of the event is the last wrestler remaining after all others have been eliminated,Royal Rumble,36.787944117144235
3164,what does disk cleanup mean on a computer,"[""a computer maintenance utility included in Microsoft Windows designed to free up disk space on a computer 's hard drive""]",Disk Cleanup,0.34593773364647584,free up space,Disk Cleanup,-1.0,None,None,-1.0,None,None,3.9829654694291157,freeing up hard drive space,Disk Cleanup,-1.0,None,None,10.714285714285714,"faster read/write access times. If after file compression, a user wishes to access a compressed file, the access times may be increased and vary from system to system",Disk Cleanup,11.714285714285714
3165,where is avon park florida on the map,"[""in northwestern Highlands County at 27 ° 35 ′ 40 '' N 81 ° 30 ′ 12 '' W \ufeff / \ufeff 27.59444 ° N 81.50333 ° W \ufeff / 27.59444 ; - 81.50333 ( 27.594418 , - 81.503437 )"", 'Highlands County , Florida , United States']","Avon Park, Florida",8.20849986238988,Highlands County,"Avon Park, Florida",8.20849986238988,Highlands County,"Avon Park, Florida",8.20849986238988,Highlands County,"Avon Park, Florida",26.35971381157267,northwestern Highlands County,"Avon Park, Florida",26.35971381157267,northwestern Highlands County,"Avon Park, Florida",26.35971381157267,northwestern Highlands County,"Avon Park, Florida",18.15121394918279
3166,where did maria work in west side story,"['the dress shop', 'dress shop']",Maria (West Side Story),-1.0,None,None,0.0,Hummus Hut,Maria (West Side Story),50.0,the play,Maria (West Side Story),50.0,the play,Maria (West Side Story),50.0,candy shop,Maria (West Side Story),-1.0,None,None,51.0
3167,which is the largest great lake in north america,['Lake Superior'],Great Lakes,50.0,Lake Champlain,Great Lakes,50.0,Lake Michigan,Great Lakes,50.0,Lake Champlain,Great Lakes,50.0,Lake Champlain,Great Lakes,50.0,Lake Michigan,Great Lakes,50.0,Lake Michigan,Great Lakes,0.0
3168,how long did it take voyager to reach pluto,"['3 years , 3 months , 9 days']",Voyager 1,2.4893534183931973,twelve years,Voyager 1,2.4893534183931973,"73,775 years",Voyager 1,0.0,1986,Voyager 1,2.4893534183931973,"73,775 years",Voyager 1,2.4893534183931973,"30,000 years",Voyager 1,0.0,1986,Voyager 1,2.4893534183931973
3169,during the first world war against which country germany did not fight,['Austria - Hungary'],History of Germany during World War I,0.0,Serbia,History of Germany during World War I,0.0,Russia,History of Germany during World War I,0.0,French,History of Germany during World War I,0.0,Russia,History of Germany during World War I,0.0,Russia,History of Germany during World War I,0.0,France,History of Germany during World War I,0.0
3170,when is season 7 race to the edge coming out,"['February 16 , 2018']",List of DreamWorks Dragons episodes,-1.0,None,None,0.0,Spring 2015,List of DreamWorks Dragons episodes,0.0,third,List of DreamWorks Dragons episodes,47.76875403825262,"February 16, 2018",List of DreamWorks Dragons episodes,47.76875403825262,"February 16, 2018",List of DreamWorks Dragons episodes,47.76875403825262,"February 16, 2018",List of DreamWorks Dragons episodes,48.76875403825262
3171,how many countries in the world have scouts,"['216 countries and territories', '169', '216']",List of World Organization of the Scout Movement members,100.0,216,List of World Organization of the Scout Movement members,0.0,over 38 million,List of World Organization of the Scout Movement members,0.0,over 38 million,List of World Organization of the Scout Movement members,0.0,over 38 million,List of World Organization of the Scout Movement members,0.0,over 54 million,List of World Organization of the Scout Movement members,0.0,over 54 million,List of World Organization of the Scout Movement members,100.0
3172,during periods of high inflation the money supply typically has been,['growing faster than the rate of economic growth'],Inflation,18.393972058572118,high rates of growth,Inflation,2.4893534183931973,excessive growth,Inflation,10.976232721880528,one determinant of aggregate demand,Inflation,100.0,growing faster than the rate of economic growth,Inflation,9.523809523809526,Rapid increases in the quantity of money or in the overall money supply have occurred in many different societies throughout history,Inflation,7.1428571428571415,"Rapid increases in the quantity of money or in the overall money supply have occurred in many different societies throughout history, changing with different forms of money used",Inflation,97.5106465816068
3173,how many seasons of johnny bravo are there,['four'],Johnny Bravo,0.0,4,Johnny Bravo,0.0,13,Johnny Bravo,100.0,four,Johnny Bravo,100.0,four,Johnny Bravo,100.0,four,Johnny Bravo,0.0,13,Johnny Bravo,100.0
3174,how many times have the golden state warriors been to the playoffs,['nine'],Golden State Warriors,0.0,12 seasons,Golden State Warriors,0.0,one,Golden State Warriors,0.0,98,Golden State Warriors,100.0,nine,Golden State Warriors,0.0,once,Golden State Warriors,0.0,once,Golden State Warriors,100.0
3175,where did city of brotherly love come from,"['from the Ancient Greek terms φίλος phílos ( beloved , dear ) and ἀδελφός adelphós ( brother , brotherly )', 'Philadelphia , which is Greek for brotherly love']",Philadelphia,10.976232721880528,"Tel-Aviv, Israel and Florence, Italy",Philadelphia,9.196986029286059,Tel Aviv and Florence,Philadelphia,6.295853427918728,Aviv and Florence,Philadelphia,9.196986029286059,"Ireland, Italy and Germany",Philadelphia,4.993313052718089,"Philadelphia-born singers such as Frankie Avalon, James Darren, Eddie Fisher, Fabian Forte, and Bobby Rydell, along with South Philly",Philadelphia,4.978706836786395,Ancient Greek,Philadelphia,5.9975258850941335
3176,who's the guy in call me maybe,['Holden Nowell'],Call Me Maybe,-1.0,None,None,0.0,Simon Clarke,Call Me Maybe,0.0,Justin Bieber,Call Me Maybe,0.0,Justin Bieber,Call Me Maybe,0.0,Justin Bieber,Call Me Maybe,0.0,Justin Bieber,Call Me Maybe,1.0
3177,whats the distance between mars and the sun,"['roughly 230 million kilometres ( 143,000,000 mi )']",Mars,9.196986029286059,230 million km (1.5 AU),Mars,22.22222222222222,"230 million km (1.5 AU, or 143 million miles),",Mars,2.4893534183931973,"roughly ,",Mars,2.4893534183931973,"roughly ,",Mars,2.4893534183931973,"roughly ,",Mars,2.4893534183931973,"roughly ,",Mars,19.732868803829025
3178,who did the united states fight in the war of 1812,['United Kingdom'],War of 1812,18.181818181818183,United States of America and the United Kingdom and its colonies,War of 1812,0.0,Britain and Canada,War of 1812,0.0,"Great Britain, its North American colonies, and its North American Indian allies",War of 1812,14.285714285714285,"the United Kingdom, and their respective allies",War of 1812,0.0,The Americans then did as the British had done in 1812,War of 1812,0.0,British-supported Indians,War of 1812,18.181818181818183
3179,when does the new episodes of supernatural start,"['October 12 , 2017', 'May 3 , 2018']",Supernatural (season 13),-1.0,None,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"October 12, 2017",Supernatural (season 13),-1.0,None,None,47.76875403825262,"October 12, 2017",Supernatural (season 13),48.76875403825262
3180,why was the plague that struck athens so devastating,['close quarters and poor hygiene'],Plague of Athens,42.857142857142854,poor hygiene habits and public sanitation conditions,Plague of Athens,0.0,no one could recall anywhere its like,Plague of Athens,17.113903967753068,war and privation,Plague of Athens,100.0,close quarters and poor hygiene,Plague of Athens,0.0,no one could recall anywhere its like,Plague of Athens,0.0,no one could recall anywhere its like,Plague of Athens,100.0
3181,who was it that described the structure of dna,"['James Watson', 'James Watson and Francis Crick']",DNA,83.33333333333334,James D. Watson and Francis Crick,DNA,100.0,James Watson and Francis Crick,DNA,100.0,James Watson and Francis Crick,DNA,100.0,James Watson and Francis Crick,DNA,100.0,James Watson and Francis Crick,DNA,0.0,"Wilkins ""et al."",",DNA,100.0
3182,what does a heart rate of 131 mean,"['Tachycardia', 'tachycardia in adults']",Tachycardia,0.0,heart attack,Tachycardia,0.0,ischemia,Tachycardia,100.0,tachycardia,Tachycardia,0.0,hythmia of the rapid rate type,Tachycardia,0.0,healthy response to exercise or from cardiac arrhythmia,Tachycardia,0.0,"tachycardia"" be reserved for the rapid heart rate itself, regardless of cause, physiologic or pathologic (that is, from healthy response to exercise or from cardiac arrhythmia",Tachycardia,100.0
3183,who sings for the beast in the new movie,['Dan Stevens'],Beauty and the Beast (2017 soundtrack),-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Emma Watson,Beauty and the Beast (2017 soundtrack),0.0,Emma Watson,Beauty and the Beast (2017 soundtrack),0.0,Emma Watson,Beauty and the Beast (2017 soundtrack),1.0
3184,what is the current rate of interest on ppf,"['7.6 % Per Annum', ""7.6 % Per Annum ' ( compounded annually )"", '7.6 %']",Public Provident Fund (India),-1.0,None,None,66.66666666666666,8.7% Per Annum,Public Provident Fund (India),66.66666666666666,8.1% Per Annum,Public Provident Fund (India),33.33333333333333,"7.6% Per Annum'""",Public Provident Fund (India),16.666666666666668,The interest rate compounded annually and paid on 31 March every year,Public Provident Fund (India),16.666666666666668,The interest rate compounded annually and paid on 31 March every year,Public Provident Fund (India),67.66666666666666
3185,who was a patriot in the american revolution,['those colonists of the Thirteen Colonies who rebelled against British control during the American Revolution and in July 1776 declared the United States of America an independent nation'],Patriot (American Revolution),2.556153320650739,colonists of the British Thirteen Colonies,Patriot (American Revolution),1.0051835744633586,colonists of the Thirteen Colonies,Patriot (American Revolution),3.351600230178197,"A person actively opposing enemy forces occupying his or her country; a member of a resistance movement, a freedom fighter",Patriot (American Revolution),17.845193412986777,"those who applauded were being Patriots. Most men who wanted to find a compromise solution wound up on the Loyalist side, while the proponents of immediate action",Patriot (American Revolution),2.556153320650739,those colonists of the Thirteen Colonies,Patriot (American Revolution),2.556153320650739,the colonists of the Thirteen Colonies,Patriot (American Revolution),16.840009838523418
3186,when is the fa cup semi-finals being played,['Wembley Stadium'],FA Cup semi-finals,-1.0,None,None,0.0,"They are the penultimate phase of the FA Cup, the oldest football tournament in the world.
Location.
The semi-finals are contested at neutral venues",FA Cup semi-finals,0.0,"They are the penultimate phase of the FA Cup, the oldest football tournament in the world.
Location.
The semi-finals are contested at neutral venues",FA Cup semi-finals,0.0,1999,FA Cup semi-finals,16.666666666666668,both semi-finals were held at Wembley,FA Cup semi-finals,16.666666666666668,both semi-finals were held at Wembley,FA Cup semi-finals,17.666666666666668
3187,where does the microchip go in a dog,"['usually inserted below the skin at the back of the neck between the shoulder blades on the dorsal midline', 'below the skin at the back of the neck between the shoulder blades on the dorsal midline']",Microchip implant (animal),94.11764705882352,"below the skin at the back of the neck, between the shoulder blades on the dorsal midline",Microchip implant (animal),100.0,below the skin at the back of the neck between the shoulder blades on the dorsal midline,Microchip implant (animal),100.0,below the skin at the back of the neck between the shoulder blades on the dorsal midline,Microchip implant (animal),100.0,below the skin at the back of the neck between the shoulder blades on the dorsal midline,Microchip implant (animal),100.0,below the skin at the back of the neck between the shoulder blades on the dorsal midline,Microchip implant (animal),100.0,below the skin at the back of the neck between the shoulder blades on the dorsal midline,Microchip implant (animal),5.882352941176478
3188,civil war what did the north fight for,"['maintaining the republic', 'loyalty to the U.S. Constitution']",American Civil War,0.0,with one hand behind its back,American Civil War,33.33333333333333,preserve the Union,American Civil War,33.33333333333333,preserve the Union,American Civil War,25.0,hold the Union together,American Civil War,25.0,hold the Union together,American Civil War,25.0,hold the Union together,American Civil War,33.33333333333333
3189,how many states have a cracker barrel restaurant,['43'],Cracker Barrel,0.0,41,Cracker Barrel,0.0,42,Cracker Barrel,0.0,42,Cracker Barrel,100.0,43,Cracker Barrel,0.0,42,Cracker Barrel,0.0,314,Cracker Barrel,100.0
3190,who wrote papa got a brand new bag,['James Brown'],Papa's Got a Brand New Bag,100.0,James Brown,Papa's Got a Brand New Bag,100.0,James Brown,Papa's Got a Brand New Bag,100.0,James Brown,Papa's Got a Brand New Bag,100.0,James Brown,Papa's Got a Brand New Bag,100.0,James Brown,Papa's Got a Brand New Bag,100.0,James Brown,Papa's Got a Brand New Bag,0.0
3191,when was national service abolished in the uk,"['31 December 1960', '1960', 'November 1960']",Conscription in the United Kingdom,-1.0,None,None,0.0,1957,Conscription in the United Kingdom,0.0,1957,Conscription in the United Kingdom,0.0,1957,Conscription in the United Kingdom,0.0,1957,Conscription in the United Kingdom,0.0,1957,Conscription in the United Kingdom,1.0
3192,who plays genie in ferris bueller's day off,['Jennifer Grey'],Ferris Bueller's Day Off,100.0,Jennifer Grey,Ferris Bueller's Day Off,100.0,Jennifer Grey,Ferris Bueller's Day Off,100.0,Jennifer Grey,Ferris Bueller's Day Off,50.0,Jennifer Aniston,Ferris Bueller's Day Off,100.0,Jennifer Grey,Ferris Bueller's Day Off,100.0,Jennifer Grey,Ferris Bueller's Day Off,50.0
3193,who was the main character in their eyes were watching god,['Janie Crawford'],Their Eyes Were Watching God,100.0,Janie Crawford,Their Eyes Were Watching God,100.0,Janie Crawford,Their Eyes Were Watching God,100.0,Janie Crawford,Their Eyes Were Watching God,100.0,Janie Crawford,Their Eyes Were Watching God,100.0,Janie Crawford,Their Eyes Were Watching God,100.0,Janie Crawford,Their Eyes Were Watching God,0.0
3194,describe the various uses of forests to human beings,['converting carbon dioxide into oxygen and biomass'],Forest,11.809163818525366,animal and plant species,Forest,11.76470588235294,"they store carbon dioxide, aid in regulating climate, purify water and mitigate natural hazards such as floods",Forest,0.0,ecosystem services,Forest,11.111111111111109,ecosystem services to humans and serve as tourist attractions,Forest,11.111111111111109,ecosystem services to humans and serve as tourist attractions,Forest,11.809163818525366,forest schools and kindergartens,Forest,11.809163818525366
3195,what does it mean to fuse the spine,"['joins two or more vertebrae', 'a neurosurgical or orthopedic surgical technique that joins two or more vertebrae']",Spinal fusion,16.666666666666668,a surgical technique used to combine two or more vertebrae. Supplementary bone tissue (either autograft or allograft) is used in conjunction with the body's natural osteoblastic processes. This procedure is used primarily to eliminate the pain caused by abnormal motion of the vertebrae by immobilizing the vertebrae themselves,Spinal fusion,5.88235294117647,to eliminate the pain caused by abnormal motion of the vertebrae by immobilizing the faulty vertebrae themselves,Spinal fusion,0.0,360-degree fusion,Spinal fusion,5.000000000000001,Rehabilitation after spinal fusion is not mandatory. There is some evidence that it improves functional status and low back pain,Spinal fusion,0.0,Lumbar fusions,Spinal fusion,12.500000000000004,bone graft or artificial bone substitute is packed between the vertebrae to help them heal together,Spinal fusion,16.666666666666668
3196,who is the highest selling r&b artist of all time,"['Michael Jackson', 'Rihanna']",List of best-selling music artists,20.0,"Michael Jackson, and Elvis Presley",List of best-selling music artists,0.0,Elvis Presley,List of best-selling music artists,0.0,Elvis Presley,List of best-selling music artists,100.0,Rihanna,List of best-selling music artists,100.0,Rihanna,List of best-selling music artists,0.0,Elvis Presley,List of best-selling music artists,100.0
3197,a country having an island location and a country having continental location,['Australia'],List of island countries,0.0,Micronesia,List of island countries,100.0,Australia,List of island countries,100.0,Australia,List of island countries,2.5,"Australia is designated as a continent, it is often referred to as an island, as it has no land borders. Some declared island countries are not universally recognized as politically independent, such as Northern Cyprus. Some states, such as Taiwan",List of island countries,100.0,Australia,List of island countries,100.0,Australia,List of island countries,100.0
3198,who plays the girl in wreck it ralph,"['Stefanie Scott', 'Sarah Silverman']",Wreck-It Ralph,-1.0,None,None,0.0,Vanellope,Wreck-It Ralph,100.0,Stefanie Scott,Wreck-It Ralph,100.0,Sarah Silverman,Wreck-It Ralph,33.33333333333333,Brian T. Delaney and Sarah Silverman,Wreck-It Ralph,100.0,Stefanie Scott,Wreck-It Ralph,101.0
3199,love is not love that alters when it alteration finds meaning,['Sonnet 116'],Sonnet 116,0.0,with his brief hour and weeks,Sonnet 116,0.0,impediments,Sonnet 116,0.0,Love's not...,Sonnet 116,0.0,Love's not...,Sonnet 116,0.0,Love's not...,Sonnet 116,0.0,Love's not...,Sonnet 116,0.0
3200,what olympic athlete has won the most medals,"['American swimmer Michael Phelps', 'Michael Phelps']",List of multiple Olympic medalists,-1.0,None,None,-1.0,None,None,100.0,Michael Phelps,List of multiple Olympic medalists,100.0,Michael Phelps,List of multiple Olympic medalists,100.0,Michael Phelps,List of multiple Olympic medalists,0.0,those athletes who have won multiples Olympic medals at either the Summer Olympic Games or the Winter Olympic Games,List of multiple Olympic medalists,101.0
3201,list all the planet of the ape movies,"['Planet of the Apes ( 1968 )', 'Planet of the Apes']",Planet of the Apes,0.0,Ulysse,Planet of the Apes,42.324086244530704,"Planet of the Apes: Urchak's Folly"",",Planet of the Apes,9.523809523809526,"Back to the Planet of the Apes""; ""Forgotten City of the Planet of the Apes""; ""Treachery and Greed on the Planet of the Apes""; ""Life, Liberty and Pursuit on the Planet of the Apes""; and ""Farewell to the Planet of the Apes",Planet of the Apes,20.0,optioning the novel's film rights,Planet of the Apes,0.0,four,Planet of the Apes,0.0,four,Planet of the Apes,42.324086244530704
3202,what is the highest base on the ph scale,['greater than 14'],pH,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
3203,who sang if this world were mine with luther vandross,"['Cheryl Lynn', 'Tammi Terrell']",If This World Were Mine,100.0,Cheryl Lynn,If This World Were Mine,40.0,Marvin Gaye and Tammi Terrell,If This World Were Mine,100.0,Cheryl Lynn,If This World Were Mine,100.0,Cheryl Lynn,If This World Were Mine,-1.0,None,None,100.0,Cheryl Lynn,If This World Were Mine,101.0
3204,what grade was arnold from hey arnold in,['fourth'],Hey Arnold!,0.0,4th,Hey Arnold!,100.0,fourth,Hey Arnold!,100.0,fourth,Hey Arnold!,100.0,fourth,Hey Arnold!,100.0,fourth,Hey Arnold!,100.0,fourth,Hey Arnold!,100.0
3205,who has the most rings in the nba right now 2017,"['Ginóbili , Manu Manu Ginóbili ^', 'Boston Celtics center Bill Russell', 'Bill Russell']",List of NBA players with most championships,-1.0,None,None,100.0,Bill Russell,List of NBA players with most championships,100.0,Bill Russell,List of NBA players with most championships,100.0,Bill Russell,List of NBA players with most championships,100.0,Bill Russell,List of NBA players with most championships,100.0,Bill Russell,List of NBA players with most championships,101.0
3206,when was the first wonder woman comic released,"['December 1941', 'October 1941', 'January 1942']",Wonder Woman,50.0,Dec. 1941,Wonder Woman,100.0,December 1941,Wonder Woman,100.0,December 1941,Wonder Woman,100.0,October 1941,Wonder Woman,100.0,October 1941,Wonder Woman,100.0,October 1941,Wonder Woman,50.0
3207,who is the writer of 50 shades of grey,"['Erika Mitchell Leonard ( born 7 March 1963 ) , known by her pen name E.L. James', 'E.L. James', 'Erika Mitchell Leonard']",E. L. James,-1.0,None,None,100.0,Erika Leonard,E. L. James,100.0,Erika Mitchell,E. L. James,100.0,Erika Mitchell,E. L. James,100.0,Erika Leonard,E. L. James,100.0,Erika Mitchell,E. L. James,101.0
3208,when does synapsis of homologous chromosomes occur in mitosis,"['prophase I of meiosis', 'during prophase I of meiosis']",Synapsis,36.787944117144235,prophase I,Synapsis,-1.0,None,None,11.111111111111109,does not ordinarily do pairing of two homologous chromosomes,Synapsis,-1.0,None,None,20.0,in the absence of recombination,Synapsis,20.0,in the absence of recombination,Synapsis,37.787944117144235
3209,what is a serrated adenoma of the colon,"['a premalignant flat ( or sessile ) lesion of the colon , predominantly seen in the cecum and ascending colon', 'a premalignant flat ( or sessile ) lesion of the colon']",Sessile serrated adenoma,-1.0,None,None,-1.0,None,None,62.2795757824184,a premalignant flat (or sessile) lesion of the colon,Sessile serrated adenoma,62.2795757824184,a premalignant flat (or sessile) lesion of the colon,Sessile serrated adenoma,-1.0,None,None,-1.0,None,None,63.2795757824184
