,Question,GT Answer,GT Topic,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
1091,what episode does goku give up against cell,"['165', ""A Conclusion to the Deathmatch ! ! Goku 's Declaration of Surrender ! ? '' / `` The Fight is Over"", ""`` A Conclusion to the Deathmatch ! ! Goku 's Declaration of Surrender ! ? '' / `` The Fight is Over ''"", '180']",List of Dragon Ball Z episodes (season 6),,None,-1.0,None,None,-1.0,None,None,0.0,&lt;onlyinclude&gt;,List of Dragon Ball Z episodes (season 6),-1.0,None,None,-1.0,None,None,1.0
1092,how many wins does tiger woods have on the pga tour,['79'],List of career achievements by Tiger Woods,"13, 61, 264","{'13': 'List of career achievements by Tiger Woods', '61': 'List of career achievements by Tiger Woods', '264': 'List of career achievements by Tiger Woods'}",0.0,14,List of career achievements by Tiger Woods,100.0,14,List of career achievements by Tiger Woods,100.0,14,List of career achievements by Tiger Woods,0.0,15,List of career achievements by Tiger Woods,0.0,"16).
Other playoff record (1–4)
Amateur wins (21).
Results timeline.
M = Medalist
DNQ = Did not qualify for match play portion&lt;br&gt;
R32, R16, QF, SF = Round in which player lost in match play&lt;br&gt;
Green background for wins. Yellow background for top-10
Source:
Reign as World No. 1 male golfer.
Woods holds the record for most consecutive weeks at No. 1, 281",List of career achievements by Tiger Woods,100.0
1093,who wrote the song rainy days and mondays,"['Roger Nichols', 'Roger Nichols and Paul Williams', 'Paul Williams']",Rainy Days and Mondays,Roger Nichols and Paul Williams,{'Roger Nichols and Paul Williams': 'Rainy Days and Mondays'},100.0,Roger Nichols and Paul Williams,Rainy Days and Mondays,100.0,Roger Nichols and Paul Williams,Rainy Days and Mondays,100.0,Roger Nichols and Paul Williams,Rainy Days and Mondays,-1.0,None,None,100.0,Roger Nichols and Paul Williams,Rainy Days and Mondays,101.0
1094,who played nicky on the drew carey show,['Kate Walsh'],The Drew Carey Show,"Kathy Kinney, Christa Miller, Weird Al"" Yankovic","{'Kathy Kinney': 'The Drew Carey Show', 'Christa Miller': 'The Drew Carey Show', 'Weird Al"" Yankovic': 'The Drew Carey Show'}",100.0,Kate Walsh,The Drew Carey Show,100.0,Kate Walsh,The Drew Carey Show,0.0,Drew Carey,The Drew Carey Show,100.0,Kathy Kinney,The Drew Carey Show,100.0,Kathy Kinney,The Drew Carey Show,100.0
1095,the first vice president of india who become the president letter was,['Sarvepalli Radhakrishnan'],List of Vice-Presidents of India,,None,-1.0,None,None,-1.0,None,None,0.0,The complete list of Vice-Presidents of India,List of Vice-Presidents of India,-1.0,None,None,-1.0,None,None,1.0
1096,who sang the american anthem at the super bowl,['Pink'],List of national anthem performers at the Super Bowl,,None,0.0,Vikki Carr,List of national anthem performers at the Super Bowl,100.0,Vikki Carr,List of national anthem performers at the Super Bowl,100.0,Vikki Carr,List of national anthem performers at the Super Bowl,100.0,Vikki Carr,List of national anthem performers at the Super Bowl,100.0,Vikki Carr,List of national anthem performers at the Super Bowl,100.0
1097,where does summer of the monkeys take place,"['Oklahoma', 'Missouri']",Summer of the Monkeys,"rural Canada, around the 1800s, Tahlequah","{'rural Canada': 'Summer of the Monkeys', 'around the 1800s': 'Summer of the Monkeys', 'Tahlequah': 'Summer of the Monkeys'}",100.0,Oklahoma,Summer of the Monkeys,100.0,Oklahoma,Summer of the Monkeys,33.33333333333333,the monkeys' grove,Summer of the Monkeys,100.0,the monkeys' grove,Summer of the Monkeys,100.0,the monkeys' grove,Summer of the Monkeys,66.66666666666667
1098,who plays the characters in yo gabba gabba,"['DJ Lance Rock -- ( Portrayed by Lance Robertson U.S. , voice dubbed by Ortis Deley in the UK )', 'DJ Lance Rock']",Yo Gabba Gabba!,"Adam Deibert, Elijah Wood, abats, and Mýa","{'Adam Deibert': 'Yo Gabba Gabba!', 'Elijah Wood': 'Yo Gabba Gabba!', 'abats, and Mýa': 'Yo Gabba Gabba!'}",100.0,DJ Lance Rock,Yo Gabba Gabba!,100.0,DJ Lance Rock,Yo Gabba Gabba!,100.0,DJ Lance Rock,Yo Gabba Gabba!,100.0,DJ Lance,Yo Gabba Gabba!,100.0,DJ Lance Rock,Yo Gabba Gabba!,0.0
1099,where does the president get authority to issue executive orders,"['rooted in Article II of the US Constitution or enacted by the congress in statutes', 'Constitution']",Executive order (United States),"Article II, of the Constitution, the only way to clarify laws passed through the Congress, the president retains the power to veto such a decision","{'Article II, of the Constitution': 'Executive order (United States)', 'the only way to clarify laws passed through the Congress': 'Executive order (United States)', 'the president retains the power to veto such a decision': 'Executive order (United States)'}",-1.0,None,None,-1.0,None,None,100.0,the Constitution,Executive order (United States),-1.0,None,None,-1.0,None,None,101.0
1100,who did the whistling in the muppet movie,"['Andrew Bird', 'musician Andrew Bird']",Walter (Muppet),,None,100.0,Andrew Bird,Walter (Muppet),100.0,Andrew Bird,Walter (Muppet),100.0,Andrew Bird,Walter (Muppet),100.0,Andrew Bird,Walter (Muppet),100.0,Andrew Bird,Walter (Muppet),0.0
1101,what is the membrane on the surface of the stomach called,"['serous membrane ( or serosa )', 'the visceral membrane', 'Serous Membrane']",Serous membrane,"serous membrane, intraembryonic coelom, serous membrane","{'serous membrane': 'Serous membrane', 'intraembryonic coelom': 'Serous membrane'}",100.0,serous membrane,Serous membrane,100.0,serous membrane,Serous membrane,100.0,serous membrane,Serous membrane,100.0,serous membrane,Serous membrane,100.0,serous membrane,Serous membrane,0.0
1102,what episode of pll does jenna get her sight back,"['If These Dolls Could Talk', 'Blood is the New Black']",Jenna Marshall,,None,100.0,Blood is the New Black,Jenna Marshall,0.0,Miss Me x 100,Jenna Marshall,100.0,Miss Me x 100,Jenna Marshall,100.0,If These Dolls Could Talk,Jenna Marshall,100.0,If These Dolls Could Talk,Jenna Marshall,100.0
1103,who sang the song tell me something good,['Rufus and Chaka Khan'],Tell Me Something Good,,None,100.0,Rufus and Chaka Khan,Tell Me Something Good,100.0,Rufus and Chaka Khan,Tell Me Something Good,100.0,Rufus and Chaka Khan,Tell Me Something Good,100.0,Rufus and Chaka Khan,Tell Me Something Good,100.0,Rufus and Chaka Khan,Tell Me Something Good,0.0
1104,who is the director of taarak mehta ka ooltah chashmah,['Harshad Joshi'],Taarak Mehta Ka Ooltah Chashmah,,None,33.33333333333333,Joshi and Vakani,Taarak Mehta Ka Ooltah Chashmah,100.0,Joshi and Vakani,Taarak Mehta Ka Ooltah Chashmah,100.0,Joshi and Vakani,Taarak Mehta Ka Ooltah Chashmah,0.0,Neela Tele Films,Taarak Mehta Ka Ooltah Chashmah,0.0,Asit Kumarr Modi,Taarak Mehta Ka Ooltah Chashmah,100.0
1105,this type of nuclear decay effectively turns a proton into a neutron,"['beta decay', 'beta decay ( β - decay )']",Beta decay,"β+, β+ decay, β+ decay","{'β+': 'Beta decay', 'β+ decay': 'Beta decay'}",100.0,beta decay,Beta decay,100.0,beta decay,Beta decay,100.0,beta decay,Beta decay,66.66666666666666,negative beta decay,Beta decay,100.0,negative beta decay,Beta decay,33.33333333333334
1106,when did to kill a mockingbird become popular,['1960'],To Kill a Mockingbird,"Upon its release, it became instantly successful, when published, through its inclusion in the Book of the Month Club","{'Upon its release, it became instantly successful': 'To Kill a Mockingbird', 'when published': 'To Kill a Mockingbird', 'through its inclusion in the Book of the Month Club': 'To Kill a Mockingbird'}",25.0,winning the Pulitzer Prize,To Kill a Mockingbird,100.0,winning the Pulitzer Prize,To Kill a Mockingbird,50.0,"It was immediately successful, winning the Pulitzer Prize",To Kill a Mockingbird,16.666666666666668,widely read in high schools and middle schools in the United States,To Kill a Mockingbird,31.25,"To Kill a Mockingbird"" has become a classic of modern American literature, winning the Pulitzer Prize",To Kill a Mockingbird,83.33333333333333
1107,the region that stretches between the black and caspian seas,"['The Caucasus Mountains', 'Caucasus Mountains']",Caucasus Mountains,"The Caucasus Mountains, Lesser Caucasus Mountains, Kuma-Manych Depression","{'The Caucasus Mountains': 'Caucasus Mountains', 'Lesser Caucasus Mountains': 'Caucasus Mountains', 'Kuma-Manych Depression': 'Caucasus Mountains'}",100.0,The Caucasus Mountains,Caucasus Mountains,100.0,The Caucasus Mountains,Caucasus Mountains,100.0,The Caucasus Mountains,Caucasus Mountains,100.0,The Caucasus Mountains,Caucasus Mountains,100.0,The Caucasus Mountains,Caucasus Mountains,0.0
1108,when does the next season of wynonna earp start,"['January 15 , 2018', '2018']",Wynonna Earp (TV series),,None,-1.0,None,None,0.0,"April 1, 2016",Wynonna Earp (TV series),100.0,2018,Wynonna Earp (TV series),0.0,2020,Wynonna Earp (TV series),100.0,2020,Wynonna Earp (TV series),101.0
1109,who said some are born great in twelfth night,['Malvolio'],Malvolio,"Maria, Toby Belch","{'Maria': 'Malvolio', 'Toby Belch': 'Malvolio'}",100.0,Malvolio,Malvolio,100.0,Maria,Malvolio,100.0,Maria,Malvolio,100.0,Maria,Malvolio,14.285714285714285,"Maria, Feste, Toby Belch, and Andrew Aguecheek",Malvolio,85.71428571428572
1110,who holds the world record for the most world records,"['Ashrita Furman ( born Keith Furman', 'Ashrita Furman']",Ashrita Furman,"Ashrita Furman, Ashrita, Ashrita","{'Ashrita Furman': 'Ashrita Furman', 'Ashrita': 'Ashrita Furman'}",100.0,Ashrita Furman,Ashrita Furman,100.0,Ashrita Furman,Ashrita Furman,100.0,Ashrita Furman,Ashrita Furman,100.0,Ashrita Furman,Ashrita Furman,100.0,Ashrita Furman,Ashrita Furman,0.0
1111,what type of government did the ming dynasty have,['imperial rule'],Economy of the Ming dynasty,,None,100.0,imperial rule,Economy of the Ming dynasty,100.0,imperial rule,Economy of the Ming dynasty,100.0,imperial rule,Economy of the Ming dynasty,100.0,imperial rule,Economy of the Ming dynasty,100.0,imperial rule,Economy of the Ming dynasty,0.0
1112,who was the first imperial power that was fighting in vietnam,['France'],History of Vietnam,"Emperor Lê Hoàn, Emperor Guangwu of Han, Emperor Hàm Nghi","{'Emperor Lê Hoàn': 'History of Vietnam', 'Emperor Guangwu of Han': 'History of Vietnam', 'Emperor Hàm Nghi': 'History of Vietnam'}",100.0,Emperor Guangwu of Han,History of Vietnam,100.0,Emperor Guangwu of Han,History of Vietnam,100.0,Hàm Nghi,History of Vietnam,100.0,Hàm Nghi,History of Vietnam,50.0,Emperor Lê Đại Hành,History of Vietnam,50.0
1113,fictional character whose favorite song was blueberry hill,['Richie Cunningham'],Blueberry Hill (song),Richie Cunningham,{'Richie Cunningham': 'Blueberry Hill (song)'},-1.0,None,None,-1.0,None,None,0.0,Fats Domino,Blueberry Hill (song),100.0,Fats Domino,Blueberry Hill (song),-1.0,None,None,101.0
1114,who wrote the song what child is this,"['William Chatterton Dix', 'lyrics were written by William Chatterton Dix']",What Child Is This?,William Chatterton Dix,{'William Chatterton Dix': 'What Child Is This?'},100.0,William Chatterton Dix,What Child Is This?,100.0,William Chatterton Dix,What Child Is This?,-1.0,None,None,100.0,William Chatterton Dix,What Child Is This?,100.0,William Chatterton Dix,What Child Is This?,101.0
1115,who sang my bucket got a hole in it,['Hank Williams'],My Bucket's Got a Hole in It,,None,100.0,Hank Williams,My Bucket's Got a Hole in It,50.0,Clarence Williams,My Bucket's Got a Hole in It,100.0,Clarence Williams,My Bucket's Got a Hole in It,100.0,Clarence Williams,My Bucket's Got a Hole in It,100.0,Clarence Williams,My Bucket's Got a Hole in It,50.0
1116,what is the name of the restaurant in seinfeld,"[""Monk 's"", ""Monk 's Café""]",Monk's Café,,None,50.0,Monk's Café,Monk's Café,100.0,Monk's Café,Monk's Café,100.0,Monk's Café,Monk's Café,-1.0,None,None,100.0,Monk's Café,Monk's Café,101.0
1117,what is the minimum number of parties required to enter into a deed,['two parties'],Real estate contract,"two, $500.00, ==$500.00","{'two': 'Real estate contract', '$500.00': 'Real estate contract', '==$500.00': 'Real estate contract'}",100.0,two,Real estate contract,100.0,two,Real estate contract,-1.0,None,None,-1.0,None,None,100.0,two parties,Real estate contract,101.0
1118,who has the most big ten championships in football,['Michigan'],List of Big Ten Conference football champions,,None,0.0,Ohio State,List of Big Ten Conference football champions,100.0,Ohio State,List of Big Ten Conference football champions,100.0,Ohio State,List of Big Ten Conference football champions,-1.0,None,None,100.0,Ohio State,List of Big Ten Conference football champions,101.0
1119,where does the lincoln highway begin and end,"['Times Square in New York City', 'from Times Square in New York City west to Lincoln Park in San Francisco']",Lincoln Highway,"Portland, Gettysburg, Pennsylvania, Times Square in New York City to Lincoln Park in San Francisco","{'Portland': 'Lincoln Highway', 'Gettysburg, Pennsylvania': 'Lincoln Highway', 'Times Square in New York City to Lincoln Park in San Francisco': 'Lincoln Highway'}",100.0,Portland,Lincoln Highway,100.0,Portland,Lincoln Highway,100.0,Portland,Lincoln Highway,100.0,Portland,Lincoln Highway,100.0,Portland,Lincoln Highway,0.0
1120,who is known as the father of indian constitution,['Bhimrao Ramji Ambedkar'],B. R. Ambedkar,"Dr. Ambedkar, Dr. Bhimrao Ramji Ambedkar, Bhimrao Ramji Ambedkar","{'Dr. Ambedkar': 'B. R. Ambedkar', 'Dr. Bhimrao Ramji Ambedkar': 'B. R. Ambedkar', 'Bhimrao Ramji Ambedkar': 'B. R. Ambedkar'}",100.0,Bhimrao Ramji Ambedkar,B. R. Ambedkar,100.0,Dr. Bhimrao Ramji Ambedkar,B. R. Ambedkar,100.0,Bhimrao Ramji Ambedkar,B. R. Ambedkar,100.0,Bhimrao Ramji Ambedkar,B. R. Ambedkar,100.0,Bhimrao Ramji Ambedkar,B. R. Ambedkar,0.0
1121,who had created the second bank of the united states,"['James Madison', 'President James Madison']",Second Bank of the United States,"James Madison and Albert Gallatin, William Strickland, James Monroe","{'James Madison and Albert Gallatin': 'Second Bank of the United States', 'William Strickland': 'Second Bank of the United States', 'James Monroe': 'Second Bank of the United States'}",100.0,William Strickland,Second Bank of the United States,100.0,William Strickland,Second Bank of the United States,100.0,William Strickland,Second Bank of the United States,100.0,William Strickland,Second Bank of the United States,100.0,William Strickland,Second Bank of the United States,0.0
1122,what type of tale is the pardoner's tale,"['a moral tale', 'an extended exemplum']",The Pardoner's Tale,,None,-1.0,None,None,100.0,moral,The Pardoner's Tale,100.0,moral,The Pardoner's Tale,100.0,moral,The Pardoner's Tale,100.0,moral,The Pardoner's Tale,101.0
1123,when does the boy in the striped pajamas take place,"['during World War II', 'World War II']",The Boy in the Striped Pyjamas,"World War II, One afternoon, Bruno spots a fence with people in striped pyjamas behind it. These are the Jews, and they are in a concentration camp","{'World War II': 'The Boy in the Striped Pyjamas', 'One afternoon': 'The Boy in the Striped Pyjamas', 'Bruno spots a fence with people in striped pyjamas behind it. These are the Jews, and they are in a concentration camp': 'The Boy in the Striped Pyjamas'}",100.0,World War II,The Boy in the Striped Pyjamas,100.0,World War II,The Boy in the Striped Pyjamas,100.0,a camp,The Boy in the Striped Pyjamas,0.0,2006,The Boy in the Striped Pyjamas,100.0,2006,The Boy in the Striped Pyjamas,100.0
1124,when did world war 2 end in the pacific,"['September 2 , 1945', '14 and 15 August 1945']",End of World War II in Asia,,None,100.0,14 and 15 August 1945,End of World War II in Asia,100.0,14 and 15 August 1945,End of World War II in Asia,100.0,14 and 15 August 1945,End of World War II in Asia,-1.0,None,None,71.65313105737893,2 September 1945,End of World War II in Asia,101.0
1125,where does the donkey talk in the bible,['Numbers 22 : 28'],Balaam,"Eden, Deuteronomy 23:3-6, Numbers 22-24","{'Eden': 'Balaam', 'Deuteronomy 23:3-6': 'Balaam', 'Numbers 22-24': 'Balaam'}",50.0,Numbers 22:28,Balaam,100.0,Numbers 22:28,Balaam,100.0,Numbers 22:28,Balaam,50.0,Deuteronomy 23:3–,Balaam,100.0,Numbers 22:28,Balaam,50.0
1126,who plays lady talisa in game of thrones,"['Oona Castilla Chaplin', 'Oona Chaplin']",Oona Chaplin,,None,100.0,Oona Castilla Chaplin,Oona Chaplin,100.0,Oona Castilla Chaplin,Oona Chaplin,100.0,Oona Castilla Chaplin,Oona Chaplin,100.0,Oona Castilla Chaplin,Oona Chaplin,100.0,Oona Castilla Chaplin,Oona Chaplin,0.0
1127,what has been the origin of most classical dances of india,"['The Natya Shastra', 'the Sanskrit text Natya Shastra', 'Natya Shastra']",Indian classical dance,,None,100.0,Natya Shastra,Indian classical dance,100.0,Natya Shastra,Indian classical dance,36.787944117144235,Sanskrit,Indian classical dance,100.0,Shastra,Indian classical dance,33.33333333333333,"Sanskrit text, ""Natyashastra",Indian classical dance,66.66666666666667
1128,who wrote the theme song for mission impossible,"['Lalo Schifrin', 'Argentine composer Lalo Schifrin']",Theme from Mission: Impossible,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
1129,where is fight or flight in the brain,['the adrenal medulla'],Fight-or-flight response,"sympathetic nervous system, sensory cortex of the brain through the thalamus to the brain stem, the sympathetic nervous system","{'sympathetic nervous system': 'Fight-or-flight response', 'sensory cortex of the brain through the thalamus to the brain stem': 'Fight-or-flight response', 'the sympathetic nervous system': 'Fight-or-flight response'}",60.653065971263345,adrenal medulla,Fight-or-flight response,100.0,adrenal medulla,Fight-or-flight response,100.0,adrenal medulla,Fight-or-flight response,100.0,sympathetic nervous system,Fight-or-flight response,100.0,adrenal medulla,Fight-or-flight response,39.346934028736655
1130,what is the main source of nutrients in an estuary,"['sea water', 'The mixing of sea water and fresh water', 'detritus']",Estuary,"fresh or brackish water, terrestrial runoff, salinity","{'fresh or brackish water': 'Estuary', 'terrestrial runoff': 'Estuary', 'salinity': 'Estuary'}",75.0,inflows of both sea water and fresh water,Estuary,100.0,inflows of both sea water and fresh water,Estuary,100.0,sea water and fresh water,Estuary,50.0,land runoff,Estuary,100.0,land runoff,Estuary,50.0
1131,where was a hologram for the king filmed,['Morocco'],A Hologram for the King (film),,None,100.0,Morocco,A Hologram for the King (film),0.0,Saudi Arabia,A Hologram for the King (film),100.0,Saudi Arabia,A Hologram for the King (film),100.0,Saudi Arabia,A Hologram for the King (film),100.0,Saudi Arabia,A Hologram for the King (film),100.0
1132,the king of kalinga in the mauryan period was,['Ashoka'],Kalinga under the Mauryan,"Ashok, Ashok, Ashoka","{'Ashok': 'Kalinga under the Mauryan', 'Ashoka': 'Kalinga under the Mauryan'}",-1.0,None,None,100.0,Ashoka,Kalinga under the Mauryan,-1.0,None,None,-1.0,None,None,-1.0,None,None,101.0
1133,the general term for software that is designed to damage disable or steal data is,"['Malware', 'Malware , short for malicious software']",Malware,"malware, anti-virus, Trojan horse"" or ""trojan"". 
Broadly speaking, a Trojan horse","{'malware': 'Malware', 'anti-virus': 'Malware', 'Trojan horse"" or ""trojan"". \nBroadly speaking, a Trojan horse': 'Malware'}",100.0,Malware,Malware,100.0,malware,Malware,100.0,Malware,Malware,100.0,Malware,Malware,100.0,Malware,Malware,0.0
1134,when was the $1 000 bill discontinued,"['1969', 'July 14 , 1969', 'December 27 , 1945']",Large denominations of United States currency,"July 14, 1969, July 14, 1969","{'July 14': 'Large denominations of United States currency', '1969': 'Large denominations of United States currency', 'July 14, 1969': 'Large denominations of United States currency'}",100.0,"July 14, 1969",Large denominations of United States currency,100.0,"July 14, 1969",Large denominations of United States currency,100.0,"July 14, 1969",Large denominations of United States currency,100.0,1969,Large denominations of United States currency,100.0,1969,Large denominations of United States currency,0.0
1135,what is the average time in hospice care,['57 days'],Hospice care in the United States,,None,25.0,five to seven days,Hospice care in the United States,100.0,five to seven days,Hospice care in the United States,100.0,five to seven days,Hospice care in the United States,-1.0,None,None,100.0,five to seven days,Hospice care in the United States,101.0
1136,what are the joyful mysteries of the holy rosary,['The Annunciation'],Rosary,"Mysteries, redemption, Christ's miracles","{'Mysteries': 'Rosary', 'redemption': 'Rosary', ""Christ's miracles"": 'Rosary'}",11.111111111111109,"Joyful Mysteries, the Sorrowful Mysteries, and the Glorious Mysteries",Rosary,100.0,Joyful Mysteries,Rosary,100.0,Sorrowful and Glorious,Rosary,100.0,Joyful Mysteries,Rosary,100.0,Sorrowful and Glorious,Rosary,88.88888888888889
1137,who plays the main character in hacksaw ridge,['Andrew Garfield'],Hacksaw Ridge,,None,-1.0,None,None,100.0,Andrew Garfield,Hacksaw Ridge,100.0,Andrew Garfield,Hacksaw Ridge,100.0,Andrew Garfield,Hacksaw Ridge,100.0,Andrew Garfield,Hacksaw Ridge,101.0
1138,what river is associated with the city of rome,"['Tiber', 'The Tiber']",Tiber,"Arno River, the Tiber, the Tiber","{'Arno River': 'Tiber', 'the Tiber': 'Tiber'}",100.0,Tiber,Tiber,100.0,The Tiber,Tiber,100.0,The Tiber,Tiber,100.0,Tiber,Tiber,100.0,Tiber,Tiber,0.0
1139,who gets the most punishments on impractical jokers,['Sal'],Impractical Jokers,,None,0.0,each of the four comedians,Impractical Jokers,33.33333333333333,Q and Sal,Impractical Jokers,16.666666666666668,jokers with the most thumbs down,Impractical Jokers,71.42857142857143,the Joker(s) with the most thumbs down,Impractical Jokers,100.0,the Joker(s) with the most thumbs down,Impractical Jokers,100.0
1140,new mexico was admitted to the union as the . . . state,['47th'],New Mexico,"New Mexico, 47th, southern part","{'New Mexico': 'New Mexico', '47th': 'New Mexico', 'southern part': 'New Mexico'}",100.0,New Mexico,New Mexico,100.0,New Mexico,New Mexico,100.0,New Mexico,New Mexico,100.0,New Mexico,New Mexico,100.0,New Mexico,New Mexico,0.0
1141,who sold out jesus for 30 pieces of silver,['Judas Iscariot'],Thirty pieces of silver,,None,100.0,Judas Iscariot,Thirty pieces of silver,100.0,Judas Iscariot,Thirty pieces of silver,100.0,Judas Iscariot,Thirty pieces of silver,100.0,Judas Iscariot,Thirty pieces of silver,100.0,Judas Iscariot,Thirty pieces of silver,0.0
1142,who sings love will keep us alive by the eagles,"['lead vocals by bassist Timothy B. Schmit', 'Timothy B. Schmit']",Love Will Keep Us Alive,,None,100.0,Timothy B. Schmit,Love Will Keep Us Alive,100.0,Timothy B. Schmit,Love Will Keep Us Alive,100.0,Timothy B. Schmit,Love Will Keep Us Alive,100.0,Timothy B. Schmit,Love Will Keep Us Alive,100.0,Timothy B. Schmit,Love Will Keep Us Alive,0.0
1143,when does the eclipse end in the us,"['2 : 44 p.m. EDT', '6 : 44 p.m. UTC ( 2 : 44 p.m. EDT )', 'about 6 : 44 p.m. UTC ( 2 : 44 p.m. EDT )']","Solar eclipse of August 21, 2017","2017 event.
The path of totality of the the Solar eclipse of February 26, 1979 went through the U.S. states of Washington and Montana. Many professionals and tourists traveled to the Pacific Northwest to view the eclipse, as it would be the last chance to view a total solar eclipse in the United States for almost four decades, The United States, in the 45 years before this eclipse will have experienced a rather long total eclipse dry spell, August 21, 2017","{'2017 event.\nThe path of totality of the the Solar eclipse of February 26, 1979 went through the U.S. states of Washington and Montana. Many professionals and tourists traveled to the Pacific Northwest to view the eclipse, as it would be the last chance to view a total solar eclipse in the United States for almost four decades': 'Solar eclipse of August 21, 2017', 'The United States, in the 45 years before this eclipse will have experienced a rather long total eclipse dry spell': 'Solar eclipse of August 21, 2017', 'August 21, 2017': 'Solar eclipse of August 21, 2017'}",33.33333333333333,"August 12, 2045","Solar eclipse of August 21, 2017",100.0,"August 12, 2045","Solar eclipse of August 21, 2017",100.0,"August 12, 2045","Solar eclipse of August 21, 2017",30.326532985631673,6:44 p.m. UTC,"Solar eclipse of August 21, 2017",100.0,6:44 p.m. UTC,"Solar eclipse of August 21, 2017",69.67346701436833
1144,when was the abacus invented in ancient china,"['2nd century BC', 'written documentation of the Chinese abacus dates to the 2nd century BC']",Abacus,"15th century, 1916, 1387","{'15th century': 'Abacus', '1916': 'Abacus', '1387': 'Abacus'}",100.0,1916,Abacus,100.0,2nd century BC,Abacus,100.0,1916,Abacus,100.0,2nd century BC,Abacus,100.0,2nd century BC,Abacus,0.0
1145,where do they put the tomb vampires in order to burn them during founders day,['the Gilbert building'],List of The Vampire Diaries characters,,None,60.653065971263345,Gilbert building,List of The Vampire Diaries characters,0.0,Fell's Church,List of The Vampire Diaries characters,100.0,Fell's Church,List of The Vampire Diaries characters,100.0,Fell's Church,List of The Vampire Diaries characters,100.0,Fell's Church,List of The Vampire Diaries characters,100.0
1146,how many languages in harry potter translated into,"['over 74 languages', 'over 74']",Harry Potter in translation,"several other languages, German, Sinhala and possibly into Tamil","{'several other languages': 'Harry Potter in translation', 'German': 'Harry Potter in translation', 'Sinhala and possibly into Tamil': 'Harry Potter in translation'}",100.0,German,Harry Potter in translation,0.0,68,Harry Potter in translation,100.0,over 74,Harry Potter in translation,100.0,German,Harry Potter in translation,100.0,German,Harry Potter in translation,100.0
1147,where was the war of the planet of the apes filmed,"['the Kananaskis', 'Lower Mainland in Vancouver']",War for the Planet of the Apes,,None,-1.0,None,None,100.0,Vancouver,War for the Planet of the Apes,0.0,United States and Canada,War for the Planet of the Apes,100.0,United States and Canada,War for the Planet of the Apes,100.0,Kananaskis,War for the Planet of the Apes,101.0
1148,when does star wars battlefront 2 com out,"['November 17 , 2017']",Star Wars Battlefront II (2017 video game),,None,-1.0,None,None,-1.0,None,None,100.0,November,Star Wars Battlefront II (2017 video game),47.76875403825262,"November 17, 2017",Star Wars Battlefront II (2017 video game),100.0,"November 17, 2017",Star Wars Battlefront II (2017 video game),101.0
1149,joined mexico and the united states to form nafta,['Canada'],North American Union,"The North American Union, Mexican Council on Foreign Relations, North American Union or a NAFTA Superhighway","{'The North American Union': 'North American Union', 'Mexican Council on Foreign Relations': 'North American Union', 'North American Union or a NAFTA Superhighway': 'North American Union'}",100.0,The North American Union,North American Union,100.0,The North American Union,North American Union,100.0,The North American Union,North American Union,71.65313105737893,North American Union,North American Union,100.0,North American Union,North American Union,28.34686894262107
1150,the heart muscle is stimulated to contract by electrical impulses which are generated where,"['generated in the sinoatrial node travels through the right atrium to the atrioventricular node , along the Bundle of His and through bundle branches to cause contraction of the heart muscle', 'the sinoatrial node']",Electrical conduction system of the heart,"the sinoatrial node, the Bundle of His, Bachman's Bundle","{'the sinoatrial node': 'Electrical conduction system of the heart', 'the Bundle of His': 'Electrical conduction system of the heart', ""Bachman's Bundle"": 'Electrical conduction system of the heart'}",100.0,the sinoatrial node,Electrical conduction system of the heart,100.0,the sinoatrial node,Electrical conduction system of the heart,100.0,sinoatrial node,Electrical conduction system of the heart,-1.0,None,None,100.0,sinoatrial node,Electrical conduction system of the heart,101.0
1151,when did the eagles win last super bowl,['2017'],Philadelphia Eagles,"2004, Bowl XXXIX, 2004, Super Bowl XXXIX","{'2004': 'Philadelphia Eagles', 'Bowl XXXIX': 'Philadelphia Eagles', '2004, Super Bowl XXXIX': 'Philadelphia Eagles'}",100.0,2004,Philadelphia Eagles,100.0,2004,Philadelphia Eagles,0.0,2016,Philadelphia Eagles,0.0,1945,Philadelphia Eagles,100.0,2017,Philadelphia Eagles,100.0
1152,atlantic ocean's shape is similar to which english alphabet,['S'],Atlantic Ocean,"S-shaped, clockwise direction, clockwise warm-water gyre","{'S-shaped': 'Atlantic Ocean', 'clockwise direction': 'Atlantic Ocean', 'clockwise warm-water gyre': 'Atlantic Ocean'}",100.0,S-shaped,Atlantic Ocean,100.0,S-shaped,Atlantic Ocean,100.0,S-shaped,Atlantic Ocean,100.0,S-shaped,Atlantic Ocean,100.0,S-shaped,Atlantic Ocean,0.0
1153,who played little ricky on i love lucy show,['Keith Thibodeaux'],Richard Keith (actor),,None,0.0,Mitch,Richard Keith (actor),100.0,Keith Thibodeaux,Richard Keith (actor),100.0,Keith Thibodeaux,Richard Keith (actor),100.0,Keith Thibodeaux,Richard Keith (actor),100.0,Keith Thibodeaux,Richard Keith (actor),100.0
