,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
1045,what is the highest peak in the ozarks,"['Lookout', 'Buffalo Lookout']",Ozarks,-1.0,None,None,0.0,Turner Ward Knob,Ozarks,0.0,Turner Ward Knob,Ozarks,100.0,Buffalo Lookout,Ozarks,100.0,Buffalo Lookout,Ozarks,100.0,Buffalo Lookout,Ozarks,101.0
1046,who won entertainer of the year country music awards,['Garth Brooks'],Country Music Association Award for Entertainer of the Year,-1.0,None,None,-1.0,None,None,0.0,Taylor Swift,Country Music Association Award for Entertainer of the Year,0.0,Taylor Swift,Country Music Association Award for Entertainer of the Year,100.0,Garth Brooks,Country Music Association Award for Entertainer of the Year,100.0,Garth Brooks,Country Music Association Award for Entertainer of the Year,101.0
1047,who starred in the pirates of the caribbean,['Johnny Depp'],Pirates of the Caribbean (film series),100.0,Johnny Depp,Pirates of the Caribbean (film series),100.0,Johnny Depp,Pirates of the Caribbean (film series),100.0,Johnny Depp,Pirates of the Caribbean (film series),100.0,Johnny Depp,Pirates of the Caribbean (film series),100.0,Johnny Depp,Pirates of the Caribbean (film series),100.0,Johnny Depp,Pirates of the Caribbean (film series),0.0
1048,who wrote hallelujah i just love her so,['Ray Charles'],Hallelujah I Love Her So,100.0,Ray Charles,Hallelujah I Love Her So,100.0,Ray Charles,Hallelujah I Love Her So,100.0,Ray Charles,Hallelujah I Love Her So,100.0,Ray Charles,Hallelujah I Love Her So,100.0,Ray Charles,Hallelujah I Love Her So,100.0,Ray Charles,Hallelujah I Love Her So,0.0
1049,who won the icc under 19 world cup 2018,"['India', 'West Indies']",2018 Under-19 Cricket World Cup,-1.0,None,None,-1.0,None,None,0.0,Namibia,2018 Under-19 Cricket World Cup,-1.0,None,None,-1.0,None,None,100.0,India,2018 Under-19 Cricket World Cup,101.0
1050,how many episodes of the white princess will there be,"['eight', '8']",The White Princess (miniseries),-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,eight,The White Princess (miniseries),100.0,eight,The White Princess (miniseries),100.0,eight,The White Princess (miniseries),101.0
1051,who sang the national anthem at the 2002 super bowl,['Mariah Carey'],List of national anthem performers at the Super Bowl,-1.0,None,None,0.0,Vikki Carr,List of national anthem performers at the Super Bowl,0.0,Brooks,List of national anthem performers at the Super Bowl,0.0,Whitney Houston,List of national anthem performers at the Super Bowl,0.0,Whitney Houston,List of national anthem performers at the Super Bowl,0.0,Garth Brooks,List of national anthem performers at the Super Bowl,1.0
1052,what type of dog was laika the spacedog,"['Mongrel , possibly part - husky ( or part - Samoyed ) and part - terrier', 'mongrel female']",Laika,36.787944117144235,mongrel,Laika,36.787944117144235,mongrel,Laika,36.787944117144235,mongrel,Laika,36.787944117144235,mongrel,Laika,36.787944117144235,mongrel,Laika,36.787944117144235,mongrel,Laika,0.0
1053,when is the last time the us lost the olympics,['2018 Pyeongchang'],United States at the Olympics,0.0,1980,United States at the Olympics,0.0,1980,United States at the Olympics,0.0,1980,United States at the Olympics,0.0,1980,United States at the Olympics,0.0,1996,United States at the Olympics,0.0,1996,United States at the Olympics,0.0
1054,who wrote the french declaration of the rights of man and of the citizen,"['Lafayette', 'General Lafayette , ( sometimes with Thomas Jefferson ) and Honoré Mirabeau .', 'General Lafayette']",Declaration of the Rights of Man and of the Citizen,-1.0,None,None,100.0,Honoré Mirabeau,Declaration of the Rights of Man and of the Citizen,100.0,Honoré Mirabeau,Declaration of the Rights of Man and of the Citizen,100.0,Honoré Mirabeau,Declaration of the Rights of Man and of the Citizen,100.0,Honoré Mirabeau,Declaration of the Rights of Man and of the Citizen,42.857142857142854,Abbé Emmanuel Joseph Sieyès and Honoré Mirabeau,Declaration of the Rights of Man and of the Citizen,101.0
1055,who wrote hit me baby one more time,['Max Martin'],...Baby One More Time (song),100.0,Max Martin,...Baby One More Time (song),-1.0,None,None,50.0,Max Martin and Rami,...Baby One More Time (song),100.0,Max Martin,...Baby One More Time (song),100.0,Max Martin,...Baby One More Time (song),100.0,Max Martin,...Baby One More Time (song),101.0
1056,when did the song push it come out,"['1987', 'March 8 , 1987']",Push It (Salt-n-Pepa song),100.0,1987,Push It (Salt-n-Pepa song),100.0,1987,Push It (Salt-n-Pepa song),100.0,1987,Push It (Salt-n-Pepa song),100.0,1987,Push It (Salt-n-Pepa song),100.0,1987,Push It (Salt-n-Pepa song),100.0,1987,Push It (Salt-n-Pepa song),0.0
1057,when was the us department of homeland security created,"['November 25 , 2002']",United States Department of Homeland Security,47.76875403825262,"November 25, 2002",United States Department of Homeland Security,47.76875403825262,"November 25, 2002",United States Department of Homeland Security,47.76875403825262,"November 25, 2002",United States Department of Homeland Security,47.76875403825262,"November 25, 2002",United States Department of Homeland Security,4.978706836786395,2002,United States Department of Homeland Security,47.76875403825262,"November 25, 2002",United States Department of Homeland Security,42.79004720146622
1058,who played marius in the movie les miserables,['Eddie Redmayne'],Les Misérables (2012 film),-1.0,None,None,100.0,Eddie Redmayne,Les Misérables (2012 film),100.0,Eddie Redmayne,Les Misérables (2012 film),100.0,Eddie Redmayne,Les Misérables (2012 film),100.0,Eddie Redmayne,Les Misérables (2012 film),100.0,Eddie Redmayne,Les Misérables (2012 film),101.0
1059,the winner of the best actor award in the 64th national film festival 2017,"['Manoj Joshi', 'Akshay Kumar']",64th National Film Awards,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Akshay Kumar,64th National Film Awards,-1.0,None,None,100.0,Akshay Kumar,64th National Film Awards,101.0
1060,who won every men's biathlon event in the 2002 winter olympics,"['Norway', 'Ole Einar Bjørndalen']",Biathlon at the 2002 Winter Olympics,100.0,Bjørndalen,Biathlon at the 2002 Winter Olympics,-1.0,None,None,100.0,Ole Einar Bjørndalen,Biathlon at the 2002 Winter Olympics,-1.0,None,None,100.0,Ole Einar Bjørndalen,Biathlon at the 2002 Winter Olympics,100.0,Ole Einar Bjørndalen,Biathlon at the 2002 Winter Olympics,101.0
1061,who are the co hosts on the real,"['Adrienne Houghton', 'Tamar Braxton']",The Real (talk show),-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Jeannie Mai,The Real (talk show),9.09090909090909,"Tamera Mowry, television host Jeannie Mai, singer and television personality Tamar Braxton, singer and actress Adrienne Bailon, comedian and actress Loni Love",The Real (talk show),8.695652173913045,"Tamera Mowry, television host Jeannie Mai, singer and television personality Tamar Braxton, singer and actress Adrienne Bailon and comedian and actress Loni Love",The Real (talk show),10.09090909090909
1062,who has won the 2017 mens singles mutua madrid open tennis,['Rafael Nadal'],2017 Mutua Madrid Open – Men's Singles,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Rafael Nadal,2017 Mutua Madrid Open – Men's Singles,100.0,Rafael Nadal,2017 Mutua Madrid Open – Men's Singles,100.0,Rafael Nadal,2017 Mutua Madrid Open – Men's Singles,101.0
1063,how many seasons of vampire diaries r there,"['eight', '8']",The Vampire Diaries,0.0,three,The Vampire Diaries,0.0,2009–2010,The Vampire Diaries,0.0,22,The Vampire Diaries,100.0,eight,The Vampire Diaries,100.0,eight,The Vampire Diaries,100.0,eight,The Vampire Diaries,100.0
1064,when does jo come in grey's anatomy,"['July 2012', '2012', 'season 9']",Camilla Luddington,-1.0,None,None,0.0,Jo Wilson,Camilla Luddington,0.0,Jo Wilson,Camilla Luddington,100.0,2012,Camilla Luddington,100.0,July 2012,Camilla Luddington,100.0,July 2012,Camilla Luddington,101.0
1065,who sings the theme tune to mum on bbc2,['Lulu and the Lampshades'],Mum (TV series),-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Lesley Manville,Mum (TV series),0.0,Lesley Manville,Mum (TV series),0.0,Lesley Manville,Mum (TV series),1.0
1066,when was the last time the denver nuggets made the playoffs,"['1994 -- 95', '2012 -- 13', '2009 -- 10']",List of Denver Nuggets seasons,-1.0,None,None,0.0,46,List of Denver Nuggets seasons,0.0,37,List of Denver Nuggets seasons,0.0,2017,List of Denver Nuggets seasons,-1.0,None,None,0.0,"1978, 1985",List of Denver Nuggets seasons,1.0
1067,when did rachel have her baby on friends,"['May 16 , 2002', ""`` The One Where Rachel Has a Baby ''""]",Friends (season 8),-1.0,None,None,13.333333333333334,Rachel thinks it was a proposal. Because of her being so emotional after giving birth,Friends (season 8),2.5,"Ross. Rachel and Ross decide to have the baby, but do not resume their romantic relationship. In the middle of the season, Joey starts developing romantic feelings for Rachel, but she does not feel the same. In the season finale",Friends (season 8),0.0,"September 27, 2001",Friends (season 8),-1.0,None,None,0.0,"September 27, 2001",Friends (season 8),14.333333333333334
1068,colby chees is named after a town in what state,['Wisconsin'],Colby cheese,100.0,Wisconsin,Colby cheese,100.0,Wisconsin,Colby cheese,100.0,Wisconsin,Colby cheese,100.0,Wisconsin,Colby cheese,100.0,Wisconsin,Colby cheese,100.0,Wisconsin,Colby cheese,0.0
1069,where are the highest average incomes found in north america,['Virginia'],List of highest-income counties in the United States,-1.0,None,None,0.0,North Carolina,List of highest-income counties in the United States,0.0,North Carolina,List of highest-income counties in the United States,0.0,North Carolina,List of highest-income counties in the United States,0.0,North Carolina,List of highest-income counties in the United States,0.0,Northeast Megalopolis,List of highest-income counties in the United States,1.0
1070,who came first second and third on the grand national,['Tiger Roll'],List of Grand National first four placings,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,fourth-placed runners,List of Grand National first four placings,-1.0,None,None,0.0,fourth-placed runners,List of Grand National first four placings,1.0
1071,who has won more national championships michigan or ohio state,['Michigan'],Michigan–Ohio State football rivalry,-1.0,None,None,0.0,Ohio State,Michigan–Ohio State football rivalry,0.0,Ohio State,Michigan–Ohio State football rivalry,0.0,Ohio State,Michigan–Ohio State football rivalry,0.0,Ohio State,Michigan–Ohio State football rivalry,0.0,Ohio State,Michigan–Ohio State football rivalry,1.0
1072,when does the world cup of hockey start,['2020'],World Cup of Hockey,0.0,1996,World Cup of Hockey,0.0,September,World Cup of Hockey,0.0,September 2016,World Cup of Hockey,0.0,1996,World Cup of Hockey,-1.0,None,None,0.0,1996,World Cup of Hockey,1.0
1073,who is playing halftime at the pro bowl,['Jordan Fisher'],2018 Pro Bowl,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,AFC,2018 Pro Bowl,-1.0,None,None,100.0,Jordan Fisher,2018 Pro Bowl,101.0
1074,who did corbin dance with on dancing with the stars,['Karina Smirnoff'],Dancing with the Stars (U.S. season 17),-1.0,None,None,100.0,Karina Smirnoff,Dancing with the Stars (U.S. season 17),100.0,Karina Smirnoff,Dancing with the Stars (U.S. season 17),100.0,Karina Smirnoff,Dancing with the Stars (U.S. season 17),-1.0,None,None,-1.0,None,None,101.0
1075,what year did bennie and the jets come out,"['4 February 1974', 'in 1973', '1974', '1973']",Bennie and the Jets,100.0,1973,Bennie and the Jets,100.0,1973,Bennie and the Jets,100.0,1973,Bennie and the Jets,100.0,1973,Bennie and the Jets,100.0,1974,Bennie and the Jets,100.0,1973,Bennie and the Jets,0.0
1076,who win road march in trinidad and tobago,['Machel Montano'],Carnival Road March,0.0,Mighty Sparrow and Super Blue,Carnival Road March,0.0,The Jam Band,Carnival Road March,0.0,Calypso Rose,Carnival Road March,0.0,Calypso Rose,Carnival Road March,0.0,Calypso Rose,Carnival Road March,0.0,Calypso Rose,Carnival Road March,0.0
1077,who founded amazon where is the headquarters of amazon,"['Jeff Bezos', 'founded by Jeff Bezos']",Amazon (company),-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Jeff Bezos,Amazon (company),100.0,Jeff Bezos,Amazon (company),100.0,Jeff Bezos,Amazon (company),101.0
1078,when was the last time mount etna exploded,"['July -- October 2012', '16 March 2017']",Mount Etna,30.326532985631673,March 1669,Mount Etna,1.9607843137254901,"23 May 1992 destroyed the tube and forced the lava into a new artificial channel, far from Zafferana, and it would have taken months to re-establish a long lava tube. Shortly after the blasting, the rate of lava emission dropped, and during the remainder of the eruption (until 30 March 1993",Mount Etna,33.33333333333333,30 March 1993,Mount Etna,33.33333333333333,30 March 1993,Mount Etna,33.33333333333333,30 March 1993,Mount Etna,33.33333333333333,30 March 1993,Mount Etna,31.37254901960784
1079,who scored the most points in a game nba history,['Wilt Chamberlain'],List of National Basketball Association single-game scoring leaders,-1.0,None,None,-1.0,None,None,4.878048780487805,"Twenty-two different players have scored 60 or more points in a game. Only four players have scored 60 or more points on more than one occasion: Wilt Chamberlain 32 times, Michael Jordan five times, Kobe Bryant five times, and Elgin Baylor",List of National Basketball Association single-game scoring leaders,100.0,Wilt Chamberlain,List of National Basketball Association single-game scoring leaders,100.0,Wilt Chamberlain,List of National Basketball Association single-game scoring leaders,100.0,Wilt Chamberlain,List of National Basketball Association single-game scoring leaders,101.0
1080,when's the last time michigan won a national championship in basketball,['1989'],Michigan Wolverines men's basketball,-1.0,None,None,0.0,2013,Michigan Wolverines men's basketball,0.0,2013,Michigan Wolverines men's basketball,0.0,2013,Michigan Wolverines men's basketball,0.0,2013,Michigan Wolverines men's basketball,0.0,2013,Michigan Wolverines men's basketball,1.0
1081,delhi is on the banks of which river,['Yamuna'],List of Indian cities on rivers,0.0,a river,List of Indian cities on rivers,-1.0,None,None,0.0,morhar,List of Indian cities on rivers,0.0,"bhopal 
 morhar",List of Indian cities on rivers,0.0,major rivers,List of Indian cities on rivers,0.0,Anadapur ||,List of Indian cities on rivers,1.0
1082,when was the book pride and prejudice written,"['1813', '28 January 1813']",Pride and Prejudice,0.0,between 1796 and 1797,Pride and Prejudice,100.0,1813,Pride and Prejudice,100.0,1813,Pride and Prejudice,100.0,1813,Pride and Prejudice,100.0,1813,Pride and Prejudice,100.0,1813,Pride and Prejudice,100.0
1083,who is the all time leading scorer in ncaa tournament history,['Pete Maravich'],List of NCAA Division I men's basketball career scoring leaders,-1.0,None,None,0.0,Stephen Curry,List of NCAA Division I men's basketball career scoring leaders,0.0,Stephen Curry,List of NCAA Division I men's basketball career scoring leaders,0.0,Keith Van Horn,List of NCAA Division I men's basketball career scoring leaders,36.787944117144235,Maravich,List of NCAA Division I men's basketball career scoring leaders,100.0,Pete Maravich,List of NCAA Division I men's basketball career scoring leaders,101.0
1084,who has won the eurovision song contest the most times,"[""Johnny Logan , who performed `` What 's Another Year '' in 1980 and `` Hold Me Now '' in 1987"", ""Ireland 's Johnny Logan"", 'Ireland']",List of Eurovision Song Contest winners,-1.0,None,None,100.0,Ireland,List of Eurovision Song Contest winners,100.0,Ireland,List of Eurovision Song Contest winners,100.0,Johnny Logan,List of Eurovision Song Contest winners,100.0,Johnny Logan,List of Eurovision Song Contest winners,100.0,Ireland,List of Eurovision Song Contest winners,101.0
1085,who has majority in the house and senate,['Republican'],114th United States Congress,-1.0,None,None,0.0,United States Senate and the United States House of Representatives,114th United States Congress,0.0,Republicans,114th United States Congress,0.0,Republicans,114th United States Congress,100.0,Republican,114th United States Congress,100.0,Republican,114th United States Congress,101.0
1086,who has the highest paid contract in the nba,['Stephen Curry'],Highest-paid NBA players by season,-1.0,None,None,-1.0,None,None,0.0,Kevin Garnett,Highest-paid NBA players by season,0.0,Kobe Bryant,Highest-paid NBA players by season,0.0,Kobe Bryant,Highest-paid NBA players by season,100.0,Stephen Curry,Highest-paid NBA players by season,101.0
1087,when does season 8 for blue bloods start,"['September 29 , 2017']",Blue Bloods (season 8),-1.0,None,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"September 29, 2017",Blue Bloods (season 8),-1.0,None,None,47.76875403825262,"September 29, 2017",Blue Bloods (season 8),48.76875403825262
1088,who does stefan marry in the vampire diaries,['Caroline Forbes'],Stefan Salvatore,-1.0,None,None,0.0,Katherine Pierce,Stefan Salvatore,0.0,Elena,Stefan Salvatore,0.0,Elena Gilbert,Stefan Salvatore,0.0,Elena Gilbert,Stefan Salvatore,0.0,Ivy,Stefan Salvatore,1.0
1089,different ways to say bless you in french,['à tes / vos souhaits'],Responses to sneezing,-1.0,None,None,0.0,"words referencing good health or a long life are often used instead of ""bless you"", though some also use references to God",Responses to sneezing,0.0,references to God,Responses to sneezing,0.0,references to God,Responses to sneezing,-1.0,None,None,-1.0,None,None,1.0
1090,where does this season's survivor take place,"['Mamanuca Islands , Fiji', 'Ghost Island']",Survivor (U.S. TV series),0.0,Survivor Africa,Survivor (U.S. TV series),0.0,CBS,Survivor (U.S. TV series),0.0,CBS,Survivor (U.S. TV series),36.787944117144235,Fiji,Survivor (U.S. TV series),-1.0,None,None,-1.0,None,None,37.787944117144235
1091,what episode does goku give up against cell,"['165', ""A Conclusion to the Deathmatch ! ! Goku 's Declaration of Surrender ! ? '' / `` The Fight is Over"", ""`` A Conclusion to the Deathmatch ! ! Goku 's Declaration of Surrender ! ? '' / `` The Fight is Over ''"", '180']",List of Dragon Ball Z episodes (season 6),-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,&lt;onlyinclude&gt;,List of Dragon Ball Z episodes (season 6),-1.0,None,None,-1.0,None,None,1.0
1092,how many wins does tiger woods have on the pga tour,['79'],List of career achievements by Tiger Woods,0.0,13,List of career achievements by Tiger Woods,0.0,14,List of career achievements by Tiger Woods,0.0,14,List of career achievements by Tiger Woods,0.0,40,List of career achievements by Tiger Woods,0.0,15,List of career achievements by Tiger Woods,0.0,"16).
Other playoff record (1–4)
Amateur wins (21).
Results timeline.
M = Medalist
DNQ = Did not qualify for match play portion&lt;br&gt;
R32, R16, QF, SF = Round in which player lost in match play&lt;br&gt;
Green background for wins. Yellow background for top-10
Source:
Reign as World No. 1 male golfer.
Woods holds the record for most consecutive weeks at No. 1, 281",List of career achievements by Tiger Woods,0.0
1093,who wrote the song rainy days and mondays,"['Roger Nichols', 'Roger Nichols and Paul Williams', 'Paul Williams']",Rainy Days and Mondays,100.0,Roger Nichols and Paul Williams,Rainy Days and Mondays,100.0,Roger Nichols and Paul Williams,Rainy Days and Mondays,100.0,Roger Nichols and Paul Williams,Rainy Days and Mondays,100.0,Roger Nichols and Paul Williams,Rainy Days and Mondays,-1.0,None,None,100.0,Roger Nichols and Paul Williams,Rainy Days and Mondays,101.0
1094,who played nicky on the drew carey show,['Kate Walsh'],The Drew Carey Show,0.0,Kathy Kinney,The Drew Carey Show,100.0,Kate Walsh,The Drew Carey Show,100.0,Kate Walsh,The Drew Carey Show,0.0,Drew Carey,The Drew Carey Show,0.0,Nigel Wick,The Drew Carey Show,0.0,Kathy Kinney,The Drew Carey Show,100.0
1095,the first vice president of india who become the president letter was,['Sarvepalli Radhakrishnan'],List of Vice-Presidents of India,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,The complete list of Vice-Presidents of India,List of Vice-Presidents of India,-1.0,None,None,-1.0,None,None,1.0
1096,who sang the american anthem at the super bowl,['Pink'],List of national anthem performers at the Super Bowl,-1.0,None,None,0.0,Vikki Carr,List of national anthem performers at the Super Bowl,0.0,Vikki Carr,List of national anthem performers at the Super Bowl,0.0,Vikki Carr,List of national anthem performers at the Super Bowl,0.0,Vikki Carr,List of national anthem performers at the Super Bowl,0.0,Vikki Carr,List of national anthem performers at the Super Bowl,1.0
1097,where does summer of the monkeys take place,"['Oklahoma', 'Missouri']",Summer of the Monkeys,0.0,rural Canada,Summer of the Monkeys,100.0,Oklahoma,Summer of the Monkeys,100.0,Oklahoma,Summer of the Monkeys,2.1276595744680855,"Oklahoma after his grandfather offers them free land. Daisy, his sister, has a crippled leg, and they devote much effort to gaining enough money to pay for reconstructive surgery. One day, while looking for their lost milk cow, Jay Berry discovers monkeys in a nearby river bottom",Summer of the Monkeys,2.1276595744680855,"Oklahoma after his grandfather offers them free land. Daisy, his sister, has a crippled leg, and they devote much effort to gaining enough money to pay for reconstructive surgery. One day, while looking for their lost milk cow, Jay Berry discovers monkeys in a nearby river bottom",Summer of the Monkeys,2.1276595744680855,"Oklahoma after his grandfather offers them free land. Daisy, his sister, has a crippled leg, and they devote much effort to gaining enough money to pay for reconstructive surgery. One day, while looking for their lost milk cow, Jay Berry discovers monkeys in a nearby river bottom",Summer of the Monkeys,100.0
1098,who plays the characters in yo gabba gabba,"['DJ Lance Rock -- ( Portrayed by Lance Robertson U.S. , voice dubbed by Ortis Deley in the UK )', 'DJ Lance Rock']",Yo Gabba Gabba!,0.0,Adam Deibert,Yo Gabba Gabba!,100.0,DJ Lance Rock,Yo Gabba Gabba!,100.0,DJ Lance Rock,Yo Gabba Gabba!,100.0,DJ Lance Rock,Yo Gabba Gabba!,100.0,DJ Lance Rock,Yo Gabba Gabba!,100.0,DJ Lance Rock,Yo Gabba Gabba!,100.0
1099,where does the president get authority to issue executive orders,"['rooted in Article II of the US Constitution or enacted by the congress in statutes', 'Constitution']",Executive order (United States),80.0,"Article II, of the Constitution",Executive order (United States),-1.0,None,None,-1.0,None,None,100.0,the Constitution,Executive order (United States),-1.0,None,None,-1.0,None,None,101.0
1100,who did the whistling in the muppet movie,"['Andrew Bird', 'musician Andrew Bird']",Walter (Muppet),-1.0,None,None,100.0,Andrew Bird,Walter (Muppet),100.0,Andrew Bird,Walter (Muppet),100.0,Andrew Bird,Walter (Muppet),100.0,Andrew Bird,Walter (Muppet),100.0,Andrew Bird,Walter (Muppet),101.0
1101,what is the membrane on the surface of the stomach called,"['serous membrane ( or serosa )', 'the visceral membrane', 'Serous Membrane']",Serous membrane,100.0,serous membrane,Serous membrane,100.0,serous membrane,Serous membrane,100.0,serous membrane,Serous membrane,100.0,serous membrane,Serous membrane,100.0,serous membrane,Serous membrane,100.0,serous membrane,Serous membrane,0.0
1102,what episode of pll does jenna get her sight back,"['If These Dolls Could Talk', 'Blood is the New Black']",Jenna Marshall,-1.0,None,None,100.0,Blood is the New Black,Jenna Marshall,0.0,Miss Me x 100,Jenna Marshall,100.0,Blood is the New Black,Jenna Marshall,100.0,If These Dolls Could Talk,Jenna Marshall,100.0,If These Dolls Could Talk,Jenna Marshall,101.0
1103,who sang the song tell me something good,['Rufus and Chaka Khan'],Tell Me Something Good,-1.0,None,None,100.0,Rufus and Chaka Khan,Tell Me Something Good,100.0,Rufus and Chaka Khan,Tell Me Something Good,100.0,Rufus and Chaka Khan,Tell Me Something Good,100.0,Rufus and Chaka Khan,Tell Me Something Good,100.0,Rufus and Chaka Khan,Tell Me Something Good,101.0
1104,who is the director of taarak mehta ka ooltah chashmah,['Harshad Joshi'],Taarak Mehta Ka Ooltah Chashmah,-1.0,None,None,33.33333333333333,Joshi and Vakani,Taarak Mehta Ka Ooltah Chashmah,33.33333333333333,Joshi and Vakani,Taarak Mehta Ka Ooltah Chashmah,33.33333333333333,Joshi and Vakani,Taarak Mehta Ka Ooltah Chashmah,0.0,Neela Tele Films,Taarak Mehta Ka Ooltah Chashmah,0.0,Asit Kumarr Modi,Taarak Mehta Ka Ooltah Chashmah,34.33333333333333
1105,this type of nuclear decay effectively turns a proton into a neutron,"['beta decay', 'beta decay ( β - decay )']",Beta decay,50.0,β+ decay,Beta decay,100.0,beta decay,Beta decay,100.0,beta decay,Beta decay,100.0,beta decay,Beta decay,66.66666666666666,negative beta decay,Beta decay,100.0,beta decay,Beta decay,50.0
1106,when did to kill a mockingbird become popular,['1960'],To Kill a Mockingbird,0.0,"Upon its release, it became instantly successful",To Kill a Mockingbird,0.0,winning the Pulitzer Prize,To Kill a Mockingbird,0.0,winning the Pulitzer Prize,To Kill a Mockingbird,0.0,"It was immediately successful, winning the Pulitzer Prize",To Kill a Mockingbird,0.0,publication,To Kill a Mockingbird,0.0,publication,To Kill a Mockingbird,0.0
1107,the region that stretches between the black and caspian seas,"['The Caucasus Mountains', 'Caucasus Mountains']",Caucasus Mountains,100.0,The Caucasus Mountains,Caucasus Mountains,100.0,The Caucasus Mountains,Caucasus Mountains,100.0,The Caucasus Mountains,Caucasus Mountains,100.0,The Caucasus Mountains,Caucasus Mountains,100.0,The Caucasus Mountains,Caucasus Mountains,100.0,The Caucasus Mountains,Caucasus Mountains,0.0
1108,when does the next season of wynonna earp start,"['January 15 , 2018', '2018']",Wynonna Earp (TV series),-1.0,None,None,-1.0,None,None,0.0,"April 1, 2016",Wynonna Earp (TV series),100.0,2018,Wynonna Earp (TV series),0.0,2020,Wynonna Earp (TV series),0.0,2020,Wynonna Earp (TV series),101.0
1109,who said some are born great in twelfth night,['Malvolio'],Malvolio,0.0,Maria,Malvolio,100.0,Malvolio,Malvolio,0.0,William Shakespeare,Malvolio,0.0,William Shakespeare,Malvolio,25.0,Malvolio interrupts Sir Toby,Malvolio,0.0,William Shakespeare,Malvolio,100.0
1110,who holds the world record for the most world records,"['Ashrita Furman ( born Keith Furman', 'Ashrita Furman']",Ashrita Furman,100.0,Ashrita Furman,Ashrita Furman,100.0,Ashrita Furman,Ashrita Furman,100.0,Ashrita Furman,Ashrita Furman,100.0,Ashrita Furman,Ashrita Furman,100.0,Ashrita Furman,Ashrita Furman,100.0,Ashrita Furman,Ashrita Furman,0.0
1111,what type of government did the ming dynasty have,['imperial rule'],Economy of the Ming dynasty,-1.0,None,None,100.0,imperial rule,Economy of the Ming dynasty,100.0,imperial rule,Economy of the Ming dynasty,100.0,imperial rule,Economy of the Ming dynasty,100.0,imperial rule,Economy of the Ming dynasty,100.0,imperial rule,Economy of the Ming dynasty,101.0
1112,who was the first imperial power that was fighting in vietnam,['France'],History of Vietnam,0.0,Emperor Lê Hoàn,History of Vietnam,0.0,Emperor Lê Đại Hành,History of Vietnam,0.0,Hùng kings,History of Vietnam,0.0,Emperor Lê Đại Hành,History of Vietnam,0.0,Australo-Melanesians,History of Vietnam,0.0,Bảo Đại,History of Vietnam,0.0
1113,fictional character whose favorite song was blueberry hill,['Richie Cunningham'],Blueberry Hill (song),100.0,Richie Cunningham,Blueberry Hill (song),-1.0,None,None,-1.0,None,None,0.0,Fats Domino,Blueberry Hill (song),0.0,Fats Domino,Blueberry Hill (song),-1.0,None,None,101.0
1114,who wrote the song what child is this,"['William Chatterton Dix', 'lyrics were written by William Chatterton Dix']",What Child Is This?,100.0,William Chatterton Dix,What Child Is This?,100.0,William Chatterton Dix,What Child Is This?,100.0,William Chatterton Dix,What Child Is This?,-1.0,None,None,100.0,William Chatterton Dix,What Child Is This?,100.0,William Chatterton Dix,What Child Is This?,101.0
1115,who sang my bucket got a hole in it,['Hank Williams'],My Bucket's Got a Hole in It,-1.0,None,None,100.0,Hank Williams,My Bucket's Got a Hole in It,50.0,Clarence Williams,My Bucket's Got a Hole in It,50.0,Clarence Williams,My Bucket's Got a Hole in It,50.0,Clarence Williams,My Bucket's Got a Hole in It,50.0,Clarence Williams,My Bucket's Got a Hole in It,101.0
1116,what is the name of the restaurant in seinfeld,"[""Monk 's"", ""Monk 's Café""]",Monk's Café,-1.0,None,None,50.0,Monk's Café,Monk's Café,50.0,Monk's Café,Monk's Café,50.0,Monk's Café,Monk's Café,-1.0,None,None,50.0,Monk's Café,Monk's Café,51.0
1117,what is the minimum number of parties required to enter into a deed,['two parties'],Real estate contract,36.787944117144235,two,Real estate contract,36.787944117144235,two,Real estate contract,36.787944117144235,two,Real estate contract,-1.0,None,None,-1.0,None,None,100.0,two parties,Real estate contract,101.0
1118,who has the most big ten championships in football,['Michigan'],List of Big Ten Conference football champions,-1.0,None,None,0.0,Ohio State,List of Big Ten Conference football champions,0.0,Ohio State,List of Big Ten Conference football champions,0.0,Ohio State,List of Big Ten Conference football champions,-1.0,None,None,0.0,Ohio State,List of Big Ten Conference football champions,1.0
